GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155
   Липецкая область;74093491;73189519;4668;11288896;11286191;112861912;593;2360;2360;25945;5;310065;43401078;42795768;213978827;4475;-381;437990;437990;2627937;80;0;0;384;0;0;0;0;0;52563;52350;261744;43;13703539;13712187;90650493;1859;4732039;4731479;791;5670;5670;10;4897144;4895512;1234;208339;208327;300;0;0;0;177;177;4;1677;1677;3;0;0;0;77202053;76302907;4473;55499299;54578141;4440;3881506;3881506;154;423745;423745;72;4466050;4477716;791;51508;52326;42;12707667;12717254;1808;172221;172221;88;0;0;0;0;0;0;19106;19106;21;6527741;6522128;4788;0;0;0;9384352;9384374;80;1986548;1986548;28;43889230;6211319;1242266;2094456;418894;109504;713868;4005;801;5099;1020;154;-373;3;0;5370866;1074174;20692;4138;551;1069485;0;0;0;0;11582185;2316440;2115148;423032;110055;1783353;200733;40146;7003;1401;3;38742;289;48;10;0;279;132239;332972;19390;523;3;0;43889229;18714
   Магаданская область;11676291;11654385;505;286975;288444;2884437;77;0;0;0;0;-260;8433027;8421837;42109186;491;0;8498;8498;50985;17;0;0;0;0;0;0;0;0;728992;728992;3644962;13;1454328;1448566;8721415;156;712047;711571;63;4;4;1;764728;757981;139;44785;44966;124;0;0;0;6;6;1;0;0;0;0;0;0;11014721;11707293;486;8402702;9100294;476;85290;85290;16;21;21;1;595132;595132;73;728833;728833;12;1162322;1157121;146;40422;40603;21;0;0;0;0;0;0;4378326;3668359;72;2688680;2682940;536;0;0;0;6355312;6353901;127;345099;365133;4;72866475;674350;134870;110542;22108;5783;106979;996;199;0;0;0;199;1;0;876868;175374;544;109;13;175252;0;0;0;0;1551218;310244;111086;22217;5796;282231;205865;41172;509;102;1014;40056;33;0;0;0;33;1612385;1818250;0;0;0;0;72866475;3668360
   Московская область;1093091443;1092091904;44465;67021710;67042801;670428270;3894;1958;1952;21474;17;848340;803402038;803443666;4017673243;43229;-15799;5455577;5453021;32718131;657;5241;5241;27677;5;63632;63632;318347;3;468955;468880;2344399;221;188976802;188855053;1155440804;25342;22400765;22189362;9690;159925;158854;82;26733827;26488109;13823;5265087;5288991;2471;4519;4519;14;6480;6480;43;523949;149731;47;135818;133765;16;964697894;964264280;42968;640702533;640406721;42505;106402435;106396566;3636;7976136;7988978;1140;25635981;25598497;8981;334030;333955;211;178578165;178470051;24955;4987335;4988026;864;58387;58387;7;26134;26134;3;4296512;4334899;433;149704928;148881096;44966;0;0;0;19773871;19904979;569;6108418;6042939;133;183621524;240879319;48175861;56114973;11222994;4533299;32419568;182474;36495;67084;13417;2113;20965;20;0;140829190;28165835;94051512;18810302;529793;8825740;0;0;0;0;381708509;76341696;150166485;30033296;5063092;41245308;32939037;6587808;5429539;1085908;120395;5381505;18893;48231;9646;3;9244;14915046;47854083;681622;48843;40;0;183621530;3660252
   Мурманская область;28593891;28534173;1633;2077934;2077874;20778739;404;0;0;0;0;233;19773301;19711817;98559081;1534;0;178936;178936;1073614;39;0;0;0;0;0;0;0;0;104647;104647;523232;19;4631856;4628761;30302570;671;1550033;1549095;274;33014;33015;3;1826983;1832084;454;998397;999719;546;0;0;0;2563;2563;7;0;0;0;0;0;0;52995717;52992432;1516;43797072;43800991;1499;958718;958718;55;18474;18474;12;2439401;2437849;239;103844;103844;18;4487019;4481380;675;1191176;1191176;61;0;0;0;0;0;0;1960028;1960029;24;5654051;5599052;2032;0;0;0;31015704;31015818;100;3961638;3961782;10;246074221;5925045;1185009;733988;146797;122770;915442;32250;6450;1441;288;351;5811;1;0;736223;147245;1981;396;5297;141552;0;0;0;0;6661268;1332254;735969;147193;128067;1056994;3063811;612762;133202;26641;1138;584983;10;0;0;0;10;3084415;6148226;0;0;0;0;246074219;1960029
   Нижегородская область;285329759;285299566;20113;16377614;16379767;163797662;1580;141;141;1543;9;120350;213060091;213051620;1065258104;19671;7;3539648;3539170;21235026;349;0;0;2472;0;0;0;0;0;332210;332210;1661042;109;43352473;43360767;263931233;9356;6720716;6641197;3999;689110;689108;48;8709737;8626741;5939;1316681;1316246;875;0;0;0;597;597;14;237184;234373;6;113;91;3;263974906;263973742;19563;202047007;202014282;19435;12871539;12872304;785;944216;940342;259;8118430;8152585;3921;331048;331048;103;38877563;38881876;9261;784947;781147;274;159;159;1;33;33;1;5042898;5043487;203;37428771;37309409;20311;0;0;0;19388623;19463858;290;3551073;3551073;37;105010316;85945389;17189081;8137393;1627481;2124101;13437499;42819;8565;19240;3847;373;4345;15;0;12481619;2496325;9269193;1853839;33495;608991;0;0;0;0;98427008;19685406;17406586;3481320;2157596;14046490;5081914;1016385;3014980;602996;7503;405886;13768;9983;1996;0;11772;60866536;65948450;75049;6532;15;0;105010316;4893133
   Новгородская область;24024448;24024394;1969;1909665;1909740;19097387;216;142;142;1564;5;2190;17295111;17293434;86468678;1907;0;223941;223883;1343295;56;0;0;0;0;0;0;0;0;56590;59087;295434;22;3914960;3914628;23622111;873;377839;377872;341;99910;99910;7;621850;621820;594;105325;105325;172;0;0;0;485;485;8;17788;0;0;0;0;1;23110141;23110516;1871;16703874;16702419;1860;2057657;2057249;106;96890;96890;42;432168;432336;321;55665;58162;20;3651500;3651073;870;112314;112314;43;0;0;0;0;0;0;255328;255328;34;3588495;3587906;1992;0;0;0;2804644;2823021;66;178339;178339;7;22742642;3081808;616360;347236;69445;63607;483308;18554;3711;2735;547;0;3164;1;0;975584;195117;400621;80124;1807;113186;0;0;0;0;4057392;811477;747857;149569;65414;596494;158871;31775;14670;2934;0;28841;0;0;0;0;0;81618;240489;0;0;0;0;22742643;254924
   Новосибирская область;165045998;164278505;20681;18319858;18318020;183179590;2262;4538;4538;49916;16;300262;115605047;115122717;576645031;20070;62;886093;885881;5317005;327;3389;3389;21207;3;0;0;0;0;90743;90758;453785;61;24807849;24791369;156962805;9550;4444919;4431982;4227;42663;41813;24;5013266;4996788;6108;215420;215465;622;454;454;6;7539;7539;17;640;194;10;0;0;0;146216202;145575470;20219;110667911;110060033;20064;5574752;5573860;841;1328359;1327725;273;5371905;5364748;4054;89063;89078;55;22968984;22944798;9503;198056;198056;128;0;0;0;25;75;4;3346130;3293435;135;22266548;22136794;20537;0;0;0;6432086;6408858;361;504489;504451;20;60467327;42893632;8578726;12722057;2544410;612647;5421669;144210;28842;92362;18472;377;9993;14;0;60595227;12119045;23449391;4689878;279837;7149330;0;0;0;0;103488859;20697771;36171448;7234288;892484;12570999;35708391;7141679;88542;17708;6146;7117825;68806;40152;8030;0;60776;2456851;38165242;36029;205;16;0;60467325;3212316
   Омская область;74456203;74697544;7165;5550642;5550066;55500182;1056;290;291;2439;5;-17692;53974041;54200212;270994315;6869;442;110835;110933;665473;82;756;756;3780;1;0;0;0;0;90428;90428;452136;39;10773367;10772308;68116231;2867;3704337;3701874;1210;3359;3359;13;3979184;3976553;1926;110680;110561;311;0;0;0;73;73;5;423;14;1;-4500;-4500;3;65602582;65863167;6939;48811188;49056921;6878;1309896;1309525;161;334160;334150;132;4813725;4817844;1208;90264;90264;38;10187257;10198402;2795;57034;57004;47;0;0;0;0;0;0;166857;166619;100;11809954;11791494;7142;0;0;0;3004871;3005581;204;3764845;3764845;15;14238325;17079773;3415954;2599783;519955;284164;2611835;1872495;374499;0;0;0;374499;1;0;3574376;714874;3607998;721600;842;-7568;0;0;0;0;20654149;4130828;6207781;1241555;285006;2604267;6075302;1215060;247849;49569;80868;1084623;2391;11945;2389;0;2;201318;6276620;7717;370;2;0;14238324;165721
   Оренбургская область;76994261;77121652;4839;5133103;5131426;51314414;767;239;245;2696;5;1894;57887295;58010822;290051106;4611;2;1026325;1026567;6159400;85;0;0;0;0;0;0;0;0;220920;221015;1105085;45;10944622;10941013;68592839;2008;1439753;1447210;930;38299;38299;4;1781283;1788593;1446;49555;49542;318;0;0;0;1130;1130;12;0;0;0;1;1;1;58086465;58109002;4512;44392591;44408821;4469;883467;884039;78;155458;155477;68;2261371;2267769;945;215010;214824;41;10146722;10144552;2024;32141;32141;63;0;0;0;0;0;0;1262407;1262517;69;20337484;20452565;4990;0;0;0;2633397;2643597;132;2953174;2953174;22;33527978;8128487;1625703;2044578;408921;127839;1088943;7273;1455;5465;1093;0;362;5;0;29774406;5954882;28258284;5651658;16188;287036;0;0;0;0;37902893;7580585;30302862;6060579;144027;1375979;1327424;265487;21502;4301;73459;187727;51393;64;13;13;51367;319247;1646671;11989;639;6;0;33527976;1262445
   Орловская область;26957161;26918953;2771;4768871;4743755;47437550;512;16;16;181;2;30181;14395637;14409740;72012588;2581;0;306805;307702;1832105;57;0;0;76;0;0;0;0;0;45541;45541;227704;21;6156251;6155491;42385189;1175;663694;666436;395;1243;1243;7;1253837;1256396;598;37034;33411;162;0;0;0;1189;1189;4;1074;452;1;19;19;1;23742955;23718985;2628;15430366;15404738;2601;800982;800982;80;159688;159954;55;1695536;1694403;415;45540;45540;20;5573695;5576218;1173;37149;37149;32;0;0;0;0;0;1;26679;26679;19;3788784;3770409;2792;0;0;0;560656;560763;95;153512;153512;8;7022080;2832959;566590;513620;102724;24319;439547;8585;1717;7541;1508;0;209;4;0;329379;65876;21377;4276;141;61459;0;0;0;0;3162338;632466;534997;107000;24460;501006;1020975;204197;3489;697;1336;202164;4472;30;6;0;4466;2005;1022980;6958;10;4;0;7022079;26375
   Пензенская область;48370414;48355515;4176;6379735;6379331;63789421;639;11484;11484;126325;3;8337;31986919;31973333;159951893;3978;0;410585;410446;2462646;112;0;0;22975;0;0;0;44;0;17793;17910;89549;47;7204108;7211161;48881126;2018;2206462;2206254;796;126;227;4;2351453;2351615;1231;37270;37326;304;0;0;0;1355;1387;12;1289;36;1;0;0;0;42362854;42361302;4015;31557016;31553441;3982;1028520;1028455;121;92605;92524;49;2598121;2596217;757;17951;17728;47;7052245;7053850;2004;16398;19087;46;0;0;0;0;0;0;6464;6464;12;6990917;6973749;4315;0;0;0;939736;942832;74;153068;153068;15;10082155;4840233;968049;567945;113589;46577;807883;0;0;0;0;0;0;0;0;992841;198567;270180;54036;4768;139763;0;0;0;0;5833074;1166616;838125;167625;51345;947646;947148;189429;46127;9225;14;180190;0;0;0;0;0;148602;1095750;0;0;0;0;10082156;2198
   Пермский край;145772435;145510343;11959;5447271;5447658;54476608;1136;4198;1512;16633;5;9422;110283218;110034160;550169513;11715;-2924;1221191;1220887;7325305;264;408;408;1226;4;0;0;0;0;438700;438602;2193004;100;22316963;22322347;134961115;5477;5549777;5550075;2483;28866;28866;15;6052120;6042119;3751;435987;435903;762;0;0;0;1212;1212;13;787;616;3;21;21;4;125847632;125616649;11471;95853300;95623461;11385;2308779;2308779;295;329859;329964;111;3815330;3819497;2338;436717;436640;95;22720382;22708930;5404;388353;388353;115;0;0;0;97;97;1;1494429;1493306;79;27288506;27258623;12370;0;0;0;8391366;8390350;152;4780283;4780283;42;117971173;29719785;5943958;5867770;1173554;372323;4398081;11924;2385;6201;1240;24;1121;7;0;72916898;14583380;66780272;13356054;17325;1210001;0;0;0;0;102636683;20527338;72648042;14529608;389648;5608082;7999460;1599892;1867404;373480;16542;1209870;2628;12159;2432;2432;-2236;1620151;9619611;3911;455;7;0;117971176;1506577
   Псковская область;15536007;15534887;2109;2839791;2839747;28393299;237;52;52;570;2;-55;10063961;10061943;50308233;2043;0;98500;98500;591001;59;0;0;0;0;0;0;0;0;10857;10857;54285;20;2163418;2164547;13530324;821;299748;299608;315;1277;1277;4;359487;359240;498;35497;35490;177;0;0;0;7693;7693;3;230;225;2;0;0;0;14343418;14304025;2023;10902413;10868693;2008;690416;685456;118;206663;206663;85;353836;353220;302;10767;10767;18;2153730;2153631;800;25596;25596;28;0;0;0;0;0;0;167726;167836;95;1767099;1802094;2127;0;0;0;700361;697205;161;12478;6297;2;6354723;1748480;349696;334013;66802;26747;256147;0;0;0;0;0;0;0;0;249282;49858;93892;18778;1241;29839;0;0;0;0;1997762;399554;427905;85580;27988;285986;260030;52007;1270;254;140;51613;0;0;0;0;0;77224;337254;0;0;0;0;6352217;167695
   Ростовская область;200647999;200368266;15132;19008511;18980037;189784471;2153;8784;8672;95387;24;19008;124758082;124564123;622711754;14281;0;3222739;3222294;19333735;325;0;0;36651;0;0;0;0;0;475978;473389;2366952;125;39824612;39783737;260201946;8358;8855773;8823190;3344;372597;411103;32;13319232;13308353;4830;151688;149853;532;34;3;1;1401;1401;27;16851;1830;9;-44;143;4;190565124;190291606;14483;133895001;133703082;14292;8490756;8489266;929;1013314;1013427;253;10188386;10147140;3139;468396;465807;120;36345394;36312380;8235;160286;160286;137;53;53;1;3465;1;1;5372244;5386812;227;27650254;27568588;14791;0;0;0;22744103;22705120;830;392297;392297;28;218663711;34480671;6896136;11830476;2366094;890498;3639544;85740;17148;57359;11472;0;5676;14;0;12633790;2526758;252626;50526;17478;2458754;0;0;0;0;47114461;9422894;12083102;2416620;907976;6098298;5096707;1019339;521373;104273;13084;901982;45564;5946;1189;84;44291;9772864;14869571;27277;3269;8;0;218663704;5382831
   Рязанская область;63561095;63616020;5458;5836342;5847406;58471778;700;66;66;688;6;18444;43550073;43605301;218027012;5193;-3203;1236377;1235838;7415543;123;0;0;0;0;0;0;0;0;35759;35759;178789;29;10007629;9960111;61164638;2366;2645522;2644801;933;4176;4176;9;2879736;2878959;1396;62440;62434;270;0;0;0;1505;1505;8;1526;1313;5;4;4;1;56122989;56179516;5226;40624376;40661307;5180;2040076;2040076;166;274487;274487;69;3378385;3379930;904;35106;35106;26;9740643;9758576;2349;28969;28969;56;0;0;0;435;287;1;58800;57261;34;9427028;9419030;5542;0;0;0;1982940;1974994;60;73214;73214;12;9893172;5000243;1000048;1017908;203582;128041;668425;542;108;0;0;0;108;1;0;2990089;598017;275174;55034;9274;533709;0;0;0;0;7990332;1598065;1293082;258616;137315;1202134;1739594;347917;12375;2475;293;345149;8332;193;39;193;8100;12451;1752045;50;0;1;0;9893170;57210
   Самарская область;250569082;251545947;22503;12215198;12191138;121911463;1857;2560;2560;28163;9;35194;189281470;190298267;951490706;21927;-156;2478136;2483637;14902510;307;55;55;928;2;0;0;0;0;147359;147363;736821;78;38376083;38382750;238364725;9396;7227604;7218243;3852;94453;94453;31;8033970;8022018;5714;640413;640635;671;505;505;2;417;708;10;1214;1056;12;12;12;3;211122914;212160411;21760;154379340;155383458;21612;10282882;10267905;569;582995;596094;195;8693892;8696375;3748;146723;146829;75;36389468;36422396;9203;647395;647129;208;0;0;0;2086;2086;1;1610309;1664554;168;42765236;42723214;22380;0;0;0;4344973;4354921;223;3947969;3944530;57;68485007;38002739;7600547;10042994;2008605;773762;4818180;7439;1488;2723;544;51;893;8;0;43270048;8654006;4529213;905843;22949;7725214;0;0;0;0;81272787;16254553;14572207;2914448;796711;12543394;8944263;1788853;265387;53077;21791;1713985;6357;4376;875;1796;3686;1553318;10497581;32697;3314;6;0;68485010;1645866
   Саратовская область;84360152;84350588;8254;8922402;8920996;89209959;1176;1932;1932;21305;6;-897;53577575;53572372;267869274;7847;0;1785602;1782881;10697154;175;0;0;0;0;0;0;0;0;144848;144849;724245;52;16344549;16350223;103382025;4039;3072500;3065007;1760;216076;216076;18;3584134;3576943;2477;71780;71779;294;14;14;1;969;969;6;2704;2419;5;0;0;0;73211023;73243296;7961;51990579;52036674;7902;1526595;1510539;171;156217;156217;85;4624133;4626528;1718;144212;144213;49;14732933;14716406;4006;36321;52688;60;0;0;0;239;38;2;387781;387781;66;13690582;13650810;8232;0;0;0;2797501;2799653;185;677876;677876;13;17431589;10110070;2022013;2776979;555396;258232;1208385;4785;957;1365;273;32;652;5;0;2167294;433460;400900;80179;1881;351400;0;0;0;0;12277364;2455473;3177879;635575;260113;1559785;1990882;398176;82732;16548;101;381527;399;5463;1093;0;-694;164854;2155736;11158;1535;4;0;17431590;387596
   Сахалинская область;23542718;23225175;1298;1249563;1249406;12494051;223;0;0;5;1;7909;18484642;18376656;91883278;1263;0;163791;163791;982750;10;0;0;0;0;0;0;0;0;37162;37162;185809;18;2859406;2769561;17565367;553;429666;426740;180;227116;227116;5;740246;737415;379;417815;417864;209;0;0;0;6;6;1;1;1;1;0;0;0;21404005;21345263;1225;16472364;16504385;1208;1014022;1014764;102;224;283;1;313639;314351;182;37162;37162;16;3280848;3188571;575;428596;428596;69;0;0;0;0;0;0;1779920;1779801;40;7041225;6938466;1339;0;0;0;6257796;6289508;124;102460;102460;6;33988050;3875181;775036;325348;65069;47668;662299;3963;793;3841;768;0;25;3;0;1042594;208519;540148;108029;4001;96489;0;0;0;0;4917775;983555;865496;173098;51669;758788;872797;174559;94292;18858;66478;89223;66963;0;0;4;66959;4520479;5393276;129474;104;3;0;33988052;1779645
   Свердловская область;402416675;403277134;29349;12878366;12878456;128784734;2044;16229;16229;178516;14;-151891;271793345;272129231;1360559156;28714;-718087;30339525;30267070;181600799;624;2282;2282;12262;6;220314;220314;1101571;1;435812;437177;2185886;158;69769700;69314292;419592404;15394;15812893;15800589;6930;218560;218390;55;18156562;18142310;9417;680968;672421;1467;117;117;3;11207;11207;42;5709;5174;18;0;0;1;368408459;369314777;28428;266940625;266312577;28172;11964575;12452463;1185;3218198;3218132;321;17893932;17172364;6370;431360;432725;153;69594861;69240875;15226;-1639499;477943;333;1294;1294;3;326;326;3;4357831;4358107;274;49576435;49520362;29810;0;0;0;19182825;19186515;393;2351939;2351939;76;173942659;73870557;14774112;20180340;4036068;1650082;9087962;11290;2258;390;78;9;2171;8;0;83750229;16750047;34377908;6875583;171524;9702940;0;0;0;0;157620786;31524160;54558248;10911651;1821606;18790903;32896801;6579359;665382;133077;18723;6427559;43818;273;55;19;43744;1967418;34864219;72594;2728;19;0;173952071;4160770
   Смоленская область;50679821;50830300;5456;3703795;3704064;37040628;658;367;367;4033;4;1884;34147699;34295242;171459707;5161;50;1286141;1286140;7716846;142;0;0;0;0;0;0;0;0;53041;53041;265204;28;10229103;10232682;62950906;2131;914820;914887;780;235242;235242;13;1257734;1258430;1184;153731;153964;490;140;140;1;153;154;4;1320;52;1;0;0;0;46170697;46328849;5387;27070285;27250746;5255;1967947;1964137;273;5583042;5578371;1220;963028;960401;778;51592;51592;28;10233328;10236342;2066;127659;127659;146;0;0;0;2654;0;0;1415620;1418838;389;5803653;5796311;4922;0;0;0;2555782;2559127;1103;21217;21217;4;32610475;5196117;1039222;1060386;212075;105738;721409;0;0;0;0;0;0;0;0;1325373;265074;176508;35301;3068;226705;0;0;0;0;6521490;1304296;1236894;247376;108806;948114;1678385;335678;16829;3367;486;331825;15737;12054;2411;81;13245;2207896;3886281;707400;54668;74;0;32610475;1416722
   Тамбовская область;40169986;40099320;2890;10983824;10977839;109777663;726;2093;2224;24462;9;1753;19443771;19401320;97001792;2643;0;153025;152935;917603;54;13;13;1012;1;0;0;0;0;35106;35107;175540;36;7893144;7878240;59116604;1195;1415578;1419817;458;102020;102020;3;1657210;1650006;747;41046;41045;280;2;2;1;506;506;9;29;0;0;2;2;1;38202238;38168820;2755;28399469;28370577;2741;599822;599536;35;91464;91751;25;2749203;2747088;468;34895;34896;34;6300620;6298197;1141;25164;25175;47;1601;1601;1;0;0;0;112304;112304;4;4778632;4741257;3019;0;0;0;2873596;2873496;47;245554;245554;7;7464940;3493933;698788;544246;108850;36693;553245;0;0;0;0;0;0;0;0;495792;99159;26984;5397;36;93726;0;0;0;0;3989725;797947;571230;114247;36729;646971;1255972;251193;25155;5031;537;245625;0;0;0;0;0;46001;1301973;0;0;0;0;7464941;112156
   Тверская область;56300201;56256862;5158;2912594;2912330;29123283;549;433;433;4768;4;-2150;42501256;42454853;212046395;5027;0;1712223;1713804;10281992;122;1;1;232;1;0;0;0;0;90844;90844;454219;49;7598706;7598603;47223001;2301;940149;939248;873;5267;5267;14;1486055;1485094;1404;95600;95579;595;0;0;0;106;106;4;423;327;2;0;0;0;49070753;49063380;4837;38122895;38115270;4805;2382678;2382678;175;122092;122092;69;1093781;1093495;845;90262;90262;46;7195575;7196114;2217;61429;61429;90;0;0;0;0;0;0;702107;702107;46;7624127;7584050;5540;0;0;0;995012;992600;89;286305;286305;14;12158885;5844645;1168930;944613;188922;66964;913044;1236;247;0;0;0;247;1;0;1911306;382260;25128;5026;1687;375547;0;0;0;0;7755951;1551190;969741;193948;68651;1288591;1177968;235593;1192123;238425;264;-3096;7;0;0;0;7;461002;1638970;0;0;0;0;12157402;701797
   Томская область;69570570;69429920;4125;4120236;4120236;41202353;468;974;974;10710;4;8702;57434653;57300390;286500606;4018;0;173852;173852;1043113;64;0;0;816;0;119;119;593;1;31386;31386;156933;29;6711478;6712916;40669155;1808;921401;921152;818;25950;52391;2;1089343;1088276;1204;29826;29826;361;0;0;0;146;146;3;176;176;2;0;0;0;51185468;51101664;3970;41500915;41414168;3946;924682;924684;85;43461;43461;30;1940359;1937969;774;31256;31256;29;6724755;6730086;1787;19524;19524;45;0;0;0;0;0;0;149551;146166;19;20012304;19957808;4340;0;0;0;1744888;1743769;91;1287486;1286107;21;6217733;11966252;2393251;2048481;409695;180541;1803015;17267;3453;1962;392;390;2671;4;0;4547320;909463;2565058;513012;2389;394062;0;0;0;0;16513572;3302714;4613539;922707;182930;2197077;4311603;862321;10193;2038;0;860283;379;0;0;0;379;415170;4726773;113154;0;2;0;6217733;136571
   Тульская область;91401483;91079039;6256;6896378;6897192;68971912;684;270;270;2501;3;23277;63518559;63282430;316414314;6060;0;768481;768435;4634310;125;0;0;0;0;0;0;0;0;66495;66491;332455;66;13727036;13724566;85641188;2827;5520306;5512516;1156;269211;269211;13;6400912;6323774;1689;483939;483859;415;3;3;1;253;249;9;1761;1597;4;127;127;3;88497179;88186732;5958;62313015;62000381;5911;4376265;4372342;232;309267;309267;92;5235346;5235006;1095;66440;66435;65;15727495;15733951;2827;464630;464630;95;0;0;0;6337;6337;1;49688;50012;34;11784126;11771733;6442;0;0;0;8445882;8446059;104;978036;978036;27;50873768;10069763;2013950;4580267;916052;830452;267446;2588;518;2495;499;99;-80;4;0;1600880;320175;111321;22265;3574;294336;0;0;0;0;11670643;2334125;4691588;938317;834026;561782;3375151;675030;89288;17857;100178;556995;3;0;0;0;3;1259793;4634944;4309;430;3;0;50873768;48230
   Тюменская область;151313271;150094731;6863;3325550;3325822;33262825;678;126;126;1384;5;31214;110130439;109888521;549507721;6639;99;578900;577208;3460651;135;510;510;2726;2;0;0;0;0;261316;261473;1307359;50;31465079;30531371;185618060;3124;4943773;4923613;1486;33546;33546;14;5520026;5509125;2275;1624585;1625031;465;0;0;0;270;466;6;-260;0;1;16;16;2;127383372;126324517;6578;86153688;85633812;6510;2489613;2511284;104;88089;88089;35;6115725;5894121;1424;262986;263143;49;30491952;30169340;3101;1781385;1764797;93;0;0;0;0;0;0;38051;38046;20;30818193;30670837;7083;0;0;0;5284636;5296218;103;5492010;5492800;20;42849502;23448078;4689614;4246906;849381;496743;3343490;38424;7685;28341;5668;31;1986;4;0;11662777;2332555;649551;129910;140783;2061862;0;0;0;0;35110855;7022169;4896457;979291;637526;5405352;16390420;3278086;1382069;276413;126966;2874707;36217;158;32;0;36185;1719027;18109447;476;0;1;0;42849508;37653
   Ульяновская область;52494365;52432129;5104;3773085;3783993;37839921;549;204;204;2238;3;9847;39117092;39041389;195206429;4951;5031;642131;641494;3848971;107;212;212;1061;1;0;0;0;0;21669;21669;108343;42;6772565;6781164;42452511;2159;1699296;1700362;893;23540;23540;5;2152741;2149964;1383;56009;61013;334;0;0;0;321;321;3;3055;0;0;0;0;0;46171553;46116182;4946;32170397;32102495;4923;2213579;2213625;121;113602;113604;51;1767718;1766889;898;21932;21932;44;9830505;9838821;2112;54055;59053;72;0;0;0;121;0;0;114677;114677;30;6837130;6836490;5243;0;0;0;566751;571180;78;15866;15866;6;8777682;9442878;1888574;2237034;447408;328911;1112255;162461;32492;7125;1425;0;31067;3;0;929515;185904;103447;20689;2531;162684;0;0;0;0;10372393;2074478;2340481;468097;331442;1274939;460645;92128;57511;11502;2504;78122;934;0;0;0;934;3606784;4067429;0;0;0;0;8777682;114678
   Челябинская область;229215250;229350311;20143;7880287;7880371;78802461;1139;2660;2660;29261;15;70739;165867483;166131785;830564851;19672;46503;4419667;4419118;26514712;407;471;471;5016;5;0;0;0;0;235557;235557;1177789;112;41151584;41045510;248779334;9825;8305956;8291151;4311;221112;203379;42;9533477;9502567;5916;224551;224385;901;142;142;1;3492;3492;20;7092;6765;20;63;63;3;206063493;206224016;19529;146031662;146211622;19384;6413590;6412701;615;4079555;4078814;262;8068006;8067521;4101;191187;191187;104;41036761;41020130;9668;227462;227586;174;447;447;3;837;621;2;1961076;1960644;282;27729453;27710820;20185;0;0;0;6293529;6300172;512;1568319;1434326;44;68626079;61414588;12282916;6845781;1369154;435175;10478587;13259;2652;108142;21628;7120;-26096;10;0;46446438;9289288;16678745;3335747;50670;5902871;0;0;0;0;107861026;21572204;23524526;4704901;485845;16381458;5840988;1168197;120809;24163;10617;1133417;14010;9150;1830;0;12180;1049601;6890589;110183;5553;23;0;68626078;1941182
   Ярославская область;79551221;79460987;8734;2468230;2468203;24681753;636;146;146;1606;2;24042;58117189;58063654;290308721;8557;2;291159;291263;1747585;131;1025;1025;5413;2;0;0;0;0;50072;50072;250358;52;14587788;14574502;87917795;3851;2567129;2549060;1435;108997;108997;22;4012667;3997493;2149;87185;81987;315;70;70;1;13005;8994;12;1297;1297;3;-11;0;1;68772403;68698298;8392;48851428;48864785;8345;2491431;2491577;225;97966;97966;103;3662329;3659455;1401;49955;49955;52;13556567;13473753;3757;62783;60865;91;846;846;1;0;0;0;262177;261969;60;12219945;12199392;8792;0;0;0;1603756;1604288;160;415722;415722;20;22347013;18939896;3787979;2303990;460797;308834;3018348;138431;27686;0;0;177;27509;4;0;1599760;319951;643216;128643;681;190627;0;0;0;0;20539656;4107930;2947206;589440;309515;3208975;19568662;3913732;176815;35363;27561;3850808;85;0;0;0;85;127548;19696210;15271;2651;7;0;22347014;261129
