GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31
Краснодарский край;928879943;914316363;78477;2025615;2247003;3969;237352;219066;70;833336592;819548156;73911;150158;146286;22;47005423;46999376;1464;120634801;120307669;78829;528967374;466559431;83980699;248020154;44643627;5031955;34305117;72798784;8065292;536586015;47424377
Красноярский край;562119293;564510503;54726;1026000;1016818;4691;152463;56893;38;436657391;439859714;51845;40025;23208;14;48879155;49025016;1049;139848167;139189037;56311;694918774;168119922;30261590;44959030;8092622;3292082;18876886;20615963;1624121;694368963;48858651
Приморский край;292480274;289845003;37585;541122;524071;3217;13864;8447;40;271534508;268943464;35686;6946;6709;22;12296942;12265033;1265;31493075;31378253;38470;186576441;126664449;22799604;42148280;7586688;1090722;14122194;21325310;8012062;188079489;12312643
Ставропольский край;249468604;250377285;27248;250199;248131;1619;36364;6673;44;221379663;222710285;25428;1849;1252;14;4775134;4774022;313;31146606;30631206;27885;54827260;87942981;15829736;21920454;3945683;715398;11168655;8855679;2784395;54803489;4735098
Хабаровский край;216021315;215875168;24291;335781;316780;3982;143599;73355;26;190918265;191168304;22899;71381;70465;14;9259789;9534504;490;31544333;30945996;26849;130887347;53214767;9578658;24388335;4389901;1803628;3385129;12786636;3051527;130897800;9488296
Амурская область;67096801;66887287;8820;181366;137395;1973;38;38;1;71536346;71711136;8173;0;0;0;7269222;7252504;310;12459230;12231549;9898;84737861;141871183;25536815;76206453;13717161;1488521;10331133;192068731;53124;84415235;7236542
Архангельская область;95356131;95144875;10168;296152;284081;3263;11486;6352;5;77993320;77741156;9331;2272;171;1;4387473;4366697;236;23815498;23835663;12787;58891331;79560151;14320831;7565644;1361815;4338785;8620231;5671693;6136181;58891330;4359146
Астраханская область;57745383;57080734;6705;303507;303005;782;8943;1505;10;41623588;41531930;6143;-3382;465;1;8735325;8740448;615;21084018;20502625;6743;105239350;16202341;2916427;4711521;848075;218952;1849400;1447615;2904553;105401593;8736622
Белгородская область;324073780;322200722;36022;526053;522524;3320;46497;23816;41;295657463;293671351;35023;15288;6965;15;11202756;11222520;765;35899323;35960595;36561;155430471;162252235;29205401;45170467;8130690;886971;20187740;83093128;594967;155450122;11214759
Брянская область;105975860;106053673;15158;265057;251826;2022;4725;1538;27;97236292;97403883;14066;1160;738;13;1038564;1030597;784;13806244;13664438;16045;17020786;21016657;3783000;9755383;1755969;362708;1664323;1415025;499019;16994782;1021949
Владимирская область;154514281;154968248;19684;1089371;1081333;2580;30445;20161;41;133165028;133850697;18641;26122;2747;24;1263688;1271113;686;23992398;23800409;21487;29891215;29653012;5337541;9025222;1624541;259230;3453770;6960977;9142302;29892696;1240648
Волгоградская область;285587485;286619966;28302;454017;451269;4236;17147;4656;35;245628769;246894883;26370;13553;4099;10;26168873;26167355;449;36255446;36051658;31296;199734089;97773764;17599279;54061104;9730999;1953858;5914422;9425527;360273;199734087;26170591
Вологодская область;244642597;244151126;27245;347503;322877;2176;200074;61823;25;213504719;213228488;26038;84212;14212;7;30604489;30584578;473;19941956;19650945;28319;225400550;1736515462;312572782;1663722520;299470051;575962;12526769;3176338;1252969;225400549;30491909
Воронежская область;410189722;409412788;52460;505166;486571;3221;45096;30054;60;388023496;387344810;50465;19186;13791;15;3909725;3906530;572;30160312;30004568;53346;47508904;87410375;15733865;25652768;4617497;571925;10544443;7417844;1593517;47509829;3887936
Ивановская область;100850326;99875856;22484;99960;100786;1010;8284;4702;18;94025466;93148011;21097;4152;2638;8;746730;745990;365;7445225;7345958;22648;8992489;58175647;10471617;20499958;3689993;350374;6431250;2550113;332377;8990935;742026
Иркутская область;408325732;405053050;35647;2053413;2034192;4904;22513;6384;28;337729505;334460040;32595;5072;1440;11;15302666;15336452;1299;77901177;77758283;37779;262697645;89417170;16095089;31714369;5708589;1150410;9236090;4197568;313268;262697645;15049835
Калининградская область;175803749;175949332;14143;335853;339600;1255;7971;3635;17;116886963;117007635;13104;3652;2222;7;2689509;2697069;626;62471747;62422276;14277;105228589;59141438;10645459;28884399;5199191;321557;5124711;23339021;3111037;104721480;2700525
Калужская область;241650382;242365013;18700;2183924;2120349;1744;155773;40853;40;216489171;216404336;17534;88027;22492;13;5512194;5521076;503;30047455;30435632;19148;71326972;144560127;26020825;95825542;17248594;640741;8131490;6537358;1635306;71480505;5480673
Камчатский край;31021087;30912797;3072;93226;89968;317;161;0;0;25655682;25633876;2735;0;0;0;2506484;2507025;93;6118053;6033503;3078;42258612;10822915;1948127;6607928;1189428;566076;192623;362604;1528766;42063630;2498364
Кемеровская область;411122398;411831335;28937;299665;299717;2362;503992;227675;56;340860217;342005899;26809;257278;151445;27;55806972;55828925;453;63410553;62821053;29484;609805031;185619729;33411551;112363083;20225355;1672092;11514104;15883751;188678;609805032;55545536
Кировская область;80894638;81552406;17837;146880;143251;5006;12605;4297;31;69306738;70054904;16787;3616;1355;10;892398;884880;334;12953465;12850100;22187;17809965;79867329;14376123;68256818;12286228;842295;1247600;2432450;13474;17807687;881662
Костромская область;53529751;53039718;8796;131537;128780;1270;16147;4595;26;47387745;46934798;7706;2890;1116;12;1785489;1783740;271;6114166;6061015;9716;18112271;597141025;107485385;150768347;27138300;787456;79559629;1448075;12756;18107534;1790856
Курганская область;49982839;49765926;7337;41391;42279;940;348;342;5;42561201;42252326;6780;0;0;0;29442;175565;179;8231756;8201113;7849;4791174;13799007;2483820;4037526;726755;117956;1639109;1008567;357738;4597817;159581
Курская область;138500404;138158769;16115;66837;66454;1237;20485;2617;12;126262651;125938856;15016;8761;310;5;1212192;1217201;246;17722946;17666695;16171;30058945;42307588;7615369;13342444;2401642;590080;4623647;3856490;83220;29970118;1176837
Ленинградская область;381412078;379557991;23639;4100860;4093144;5122;105820;71910;42;309849266;308122007;22227;62454;46264;22;43304605;42684392;1089;82787295;82539319;26677;385813951;73264377;13187586;20469479;3684510;1007098;8495978;14731260;73866648;385861730;42630896
Липецкая область;175416309;175557227;17831;520515;503821;1443;8633;7184;20;157679607;157716556;16959;3807;2964;3;32838932;32869150;172;12849631;12834043;18284;258561150;30050163;5409028;12054096;2169740;181101;3058187;1410492;274259;258559838;32749733
Магаданская область;26283130;25882060;2109;76610;76844;673;0;0;0;23856664;23501865;1917;928;928;1;9881412;9842066;237;5607631;5585015;2406;98313141;7369502;1326512;401725;72310;88872;1165330;1570200;298003;95398275;9680313
Московская область;2682215643;2666267229;170995;12519987;12638639;13770;896990;675450;454;2424453782;2409445355;163242;272332;186143;131;19118175;19295234;4492;301236045;300349596;174282;398607033;889167394;160050131;311789660;56122138;15417342;88510651;77713233;37302492;405080336;18272892
Мурманская область;69645629;70560011;9467;555234;569063;2903;2084;2038;2;53480074;54418156;8819;880;836;1;6580020;6635066;139;13491746;13456292;11695;80218709;26851571;4833285;4708817;847588;785656;3200041;32937164;7760275;80218709;6621424
Нижегородская область;705818471;707974106;84127;1589130;1445178;4439;2009881;1126470;136;615580504;617561033;80574;1513389;857289;64;34039736;34003402;1702;80514672;80396948;85613;298736241;231284851;41631274;85306356;15355140;4101612;22174522;44760788;65906920;298688819;34054108
Новгородская область;70667216;70486865;8576;359066;356898;987;108039;75047;17;61613614;61571727;8008;105968;71946;10;6779472;6774548;260;9493045;9349626;8873;62548285;19801889;3564345;3692730;664695;543800;2355850;1081045;573951;62523813;6748044
Новосибирская область;521809188;523386511;93971;983642;768752;3594;165803;87358;146;472060582;473217123;91189;80205;49948;52;11339614;11295359;1629;53171707;53109048;93406;164415507;386122329;69502013;81816122;14726901;2693506;52081606;175006088;4005332;164392963;11166003
Омская область;201475239;201697688;32022;232047;232871;2173;54587;16803;40;164566653;164999354;30500;37029;10127;17;2756637;2759826;857;38544209;38347803;32788;36443760;71036832;12786629;40457173;7282293;334575;5169761;8090641;1974200;36443763;2752783
Оренбургская область;212463607;212400892;22418;358352;361811;1889;17589;5972;28;160958597;161247218;20521;13244;3600;12;8697905;8697953;562;56714047;56395194;23288;98407517;116743117;21013762;81722266;14710006;468286;5835470;4134633;658897;98407474;8693011
Орловская область;65596048;65898396;11329;194368;194464;886;7816;2148;12;59553458;59998947;10548;2634;799;8;299150;298881;243;8256617;8177490;11594;9887588;16662503;2999250;6562446;1181243;308872;1509135;1409689;169573;9879729;306767
Пензенская область;114594260;115195606;17225;83393;78266;1536;13131;10217;51;103124136;103867096;16360;7174;4902;16;305896;305240;241;14719121;14574744;18090;12848248;26957820;4852411;8378185;1508075;186398;3157938;3259375;371717;12838512;302185
Пермский край;404351700;409936849;57501;572893;570376;4621;69479;34532;57;322065045;327926088;54429;31104;16067;25;30715574;30760099;833;75379293;74871456;60365;355442491;160040462;28807280;75900435;13662077;1546469;13598734;46644998;3176870;355457301;30735731
Псковская область;52917260;52872948;10246;63889;63930;1251;5618;3018;27;49261253;49211765;9686;256;1502;8;571914;571739;540;4800851;4795310;10652;11957099;16324673;2938441;9426713;1696806;267824;973811;420369;105749;11875650;576381
Ростовская область;574723214;566763503;64407;452788;450340;3224;71850;50721;124;537233489;529726497;60351;27042;12939;35;26103626;26129558;2012;59962658;59686757;64361;481783860;178415933;32114866;64629040;11633228;1734012;18747626;12850657;8702673;481783579;26104506
Рязанская область;170789491;171040036;23856;140483;140209;1663;21346;12032;43;146339490;146353909;22673;4109;2232;18;1769257;1767690;356;26309438;26533945;24633;27159102;44561946;8021518;13093797;2357244;403140;5261134;5166779;302607;27164226;1750150
Самарская область;758666512;746257928;91901;1217654;1205697;3223;217760;80046;117;654146258;641473281;88040;146498;11906;37;15667603;15700257;1328;103650723;103868922;91032;207471197;474659415;85438700;140678757;25322176;3269538;56846986;69665982;3380129;207471371;15650384
Саратовская область;232137432;232251827;33568;227497;226006;1354;43088;30310;66;200484831;200749482;31665;10148;3827;32;2993379;2998321;675;35766672;35486811;33659;52648710;62980217;11336440;25827772;4649001;585614;6101825;3355808;571182;52641021;2966403
Сахалинская область;90514810;90157213;5825;4664957;4664427;1130;4006;3890;8;93384180;93307269;5251;109;51;2;2246535;2254462;156;25733683;25560953;6306;90230752;14189934;2554189;2619540;471516;212216;1870457;2392648;5011475;128156935;2288891
Свердловская область;1016344550;1007213130;126903;1602038;1513563;8078;401410;237092;254;893197703;883887650;121763;343004;231793;90;52460557;52361465;2786;116894681;116952290;130534;511352623;934152795;168147505;604991541;108898474;6168917;53080114;39210251;7480214;512542970;55286527
Смоленская область;111772039;112629335;19600;407420;413954;2557;113062;97422;103;104321488;105165372;18934;86207;78222;60;7756452;7748886;3143;10500431;10522503;18723;82389618;32695432;5885181;11343923;2041902;265895;3577384;14168019;6298000;82389618;7664348
Тамбовская область;111397127;109869557;12102;112413;111825;1507;19434;3688;8;106017355;104502443;11416;12564;3026;2;557623;557635;99;10060252;10067621;12886;9341591;19112492;3440249;4912838;884311;349344;2206594;1244137;28361;9341591;554933
Тверская область;125245612;125331817;21549;262434;256936;3616;132658;34919;20;110001096;109906954;19958;50806;3404;9;1335259;1353085;432;16759422;16819442;24236;18777750;35464881;6383682;12328710;2219166;287460;3877056;2859825;3856117;18777629;1300410
Томская область;237521508;236843416;21085;148781;143120;2195;20513;9586;23;193747121;193025308;20116;5803;709;6;1696780;1670890;249;45411064;45290989;22421;19584466;38968860;7014395;10714972;1928698;362932;4722765;4480992;782806;19584467;1667290
Тульская область;214084767;215030147;26906;476404;464557;2135;41164;35120;51;196557083;197475856;25657;11612;7410;18;14432339;14425043;468;23481168;23578645;27957;162287268;38955353;7011961;12271312;2208837;1090860;3712264;6504820;1771860;162697622;14368905
Тюменская область;441265526;439872508;32286;5178181;4755151;2478;44196;15931;15;374751651;373339088;30512;22324;9030;4;27894408;27915405;216;80977766;80578998;33286;296970040;213652334;38457419;49988963;8998013;2641174;26818232;40723434;5886771;296970044;27894300
Ульяновская область;142046122;140486202;21844;283544;280566;1893;385;15642;18;130529275;129044432;20788;-619;0;0;1316402;1291945;297;15589844;15530646;22585;29915569;39217144;7059087;17064733;3071651;1011159;2976277;5809458;12286141;29909792;1263185
Челябинская область;638745670;650520673;88565;1028000;871631;4237;537833;213164;210;556165932;568522380;84921;305906;127187;75;27830772;27642365;2492;70078822;69338751;89255;249556924;609424790;109696468;430675293;77521554;1926703;30248211;16357366;2463472;250037592;27398455
Забайкальский край;44388643;44253534;5030;140063;119334;1713;12305;410;12;43006465;42831671;4373;483;165;2;3738844;3733033;322;8861545;8848843;6190;43557229;27006836;4861232;2885858;519454;218485;4123293;21021720;13168;43570270;3799398
Ярославская область;214851052;217785961;40606;400037;393866;1685;30800;3717;26;185753965;188786780;38559;15836;2379;13;2577629;2578089;611;32110559;32033352;40997;45980166;77475089;13945520;32259970;5806793;1342742;6795985;40941540;1183927;45976220;2555004
город Москва;14159263499;14137309932;795444;95646413;96411447;41008;4806464;3401561;1955;12742673812;12720010470;769019;2293273;1593370;627;813663482;813358225;14639;1642250634;1654278357;784836;8971050313;145655853469;26218053631;94515917870;17012865214;156048564;9049139853;13305188316;111985182957;8989976657;808110787
город Санкт-Петербург;4052396737;4034453142;351206;13151845;13062769;14444;850855;356988;520;3666063565;3649483196;341941;329462;152415;149;105545593;104018571;7015;455415923;454198681;348805;1220672867;5153903891;927702697;3098305391;557694970;21537649;348470078;8033588852;125531050;1220664964;103607805
Еврейская автономная область;3693225;3677095;723;9053;8892;793;3540;3416;2;3480376;3459360;647;720;720;1;316852;311290;40;617795;609128;1408;4597108;840625;151311;132441;23838;15404;112069;152620;0;4542261;305796
Ненецкий АО;10263046;10259678;352;7375;7234;15;0;0;0;11464453;11463458;327;-334;0;0;3861590;3866617;16;1379639;1377822;321;72410393;3063891;551501;242853;43714;32643;475144;22142329;325503;72410393;3862900
Ханты-Мансийский АО - Югра;868996635;866669991;25246;1027346;994968;2368;10677;4546;9;575615277;573558583;23269;3881;1604;5;66490116;66442611;118;234554561;234284286;26634;1346210014;194473924;35005305;45670587;8220703;4162819;22621783;15494930;9492543;1346209999;66436159
Чукотский АО;8888391;8898383;415;292011;291956;1014;0;0;0;9254262;9258006;381;0;0;0;4376579;4416961;46;2066287;2065997;1202;66224451;1680947;302571;391872;70538;69572;162461;395810;10961;66316259;4416960
Ямало-Hенецкий АО;557299897;556575992;5528;7420987;7402054;1039;117;117;1;389941723;389507124;4883;0;0;0;6455338;6902458;29;237648884;237087789;6149;156372576;69929833;12587367;32167723;5790191;1193868;5603308;8116006;87296;156372576;6889826
Республика Крым;97832094;96695958;19600;119820;146449;2998;2363;729;10;95173666;94058018;18258;442;409;1;81211;99499;76;14738463;14737942;21748;2020102;76559776;13780763;34597538;6227552;1168284;6384927;6163712;274995;2020104;98581
город Севастополь;24125407;24060377;7025;49437;48321;1139;5644;1666;4;20720483;20660778;6687;75;0;0;14145;12239;27;3925476;3917302;7952;451718;14554000;2619720;1478817;266186;142108;2211426;4220960;56228;451719;11921
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
