GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158
   Хабаровский край;352770460;352228394;20460;20657199;20678420;206784554;2846;1187;979;10770;9;-1901;232567887;232108614;1160523310;19811;68;10451726;10452092;62712209;382;62;62;3089;1;0;0;0;0;862280;849636;4248179;198;61032755;61024632;368817118;9752;23259937;23229067;4727;69937;69937;16;27199519;27105473;7207;529935;512415;2387;50;50;1;641;630;16;55951;12468;6;437;471;2;328001695;327716089;19525;241391289;241490022;19337;9047138;9049071;926;4667739;4667353;98;17417396;17398003;4477;860703;848480;198;54067579;53781791;9176;528535;463615;303;20708;20708;11;42378;9872;5;10931087;10871025;382;67826407;67396955;21641;0;0;0;53343974;53162249;1112;4797524;4814772;50;338026580;0;37443171;7488633;10827704;2165544;736398;4586691;149678;29935;0;0;0;29935;6;0;5812291;1162457;452249;90450;3257;1068750;0;0;0;0;43255462;8651090;11279953;2255994;739655;5655441;13637738;2727547;977704;195540;20295;2511712;6039;9920;1984;444;3611;28;0;2766102;16403840;81412;3116;7;0;338026580;10800000
   Забайкальский край;72230373;72093713;4986;4204560;4204048;42039433;760;1819;1555;17109;15;26614;52188357;52039470;260197293;4721;0;248238;248283;1489680;123;2894;2896;25393;1;1;1;49;1;902311;888388;4441934;85;10976521;10979687;66495545;1814;3086456;3076629;757;21470;21470;13;3681979;3724379;1359;126126;135151;1572;0;0;0;173;173;4;10849;10849;6;0;0;0;71422036;71157017;4546;56334118;56172691;4459;2185552;2182707;300;31954;30223;24;4364494;4315413;670;868676;860567;82;7501029;7479666;1640;135155;115755;131;0;0;0;0;0;0;8489559;8603626;216;13155344;13107492;5896;0;0;0;20646557;20578072;705;140181;140181;18;156114745;0;15532511;3106502;2521543;504309;157094;2445099;21392;4278;3404;681;2082;1515;17;0;22549145;4509831;10393;2079;9683;4498069;0;0;0;0;38081656;7616333;2531936;506388;166777;6943168;24685302;4937060;37878;7576;30511;4898973;10235;35464;7093;30508;-27366;18;0;24478;24709780;226507;18192;9;0;156114745;8592788
   Амурская область;170067190;167147354;8629;11959901;11925927;119259279;1834;197357;197377;2171147;16;5403;106596903;106145096;557730768;7936;0;114130;116067;696403;131;155;150;1897;3;1;1;7;1;498833;498400;2492002;68;28782759;26699009;165408706;3350;21118086;20772162;1630;76;48;2;21911902;21560545;2531;1615154;1608246;1158;0;0;0;2289;2289;11;86;0;0;0;0;0;192344470;190203851;8156;131504125;131216641;8022;6312672;6322351;803;160138;160583;61;26279075;24584581;1522;496504;496201;65;25960916;25795022;3056;1630959;1628472;123;0;0;0;0;0;0;4261147;4232936;203;34915007;34183315;8876;0;0;0;59720753;59795775;931;25198230;23923055;36;143793666;0;24870753;4974155;7494807;1498962;74692;3400501;1151556;230311;1108;222;8353;221736;8;0;95401826;19080364;86086140;17217227;37731;1825406;0;0;0;0;120272579;24054519;93580947;18716189;112423;5225907;39497085;7899417;166034;33206;14217;7851994;343213;1682;336;219;342658;12;0;235903;39732988;124055;23560;3;0;143793666;4234306
   Архангельская область;178290236;177832903;7689;6080156;6082689;60826862;1127;832;216;2378;2;569;119211834;118863416;594317821;7450;-3;505694;502250;3013498;252;540;1;4;1;0;0;0;0;868851;868776;4343880;171;43499299;43417127;264443206;3573;6930571;6899011;1443;44995;45017;26;8133973;8097870;2588;236289;233686;2008;0;0;0;2586;2586;33;2630;13;1;0;0;0;149505723;149064313;7209;98979804;98832931;7159;855981;809519;125;93094;93094;53;10744326;10811436;1296;864171;862603;164;37833629;37523294;3452;135068;131794;258;0;0;0;144;21;1;10066306;10098415;131;41909100;41740071;9102;0;0;0;22911208;22789399;365;1999070;2055961;56;256762071;0;45210187;9042036;4201357;840272;1573802;6627962;4218;844;9099;1820;0;-976;4;0;11908939;2381789;544606;108921;5379;2267489;0;0;0;0;57119126;11423825;4745963;949193;1579181;8895451;5416064;1083211;35269;7054;6198;1069959;647;79;16;0;631;8;0;9302083;14718147;0;0;0;0;256762071;10086053
   Астраханская область;73086894;73061777;5344;2636835;2741119;27411168;822;4875;4875;53625;17;12693;57831957;57753809;288769028;4978;0;983473;982636;5895818;171;3;3;16;1;0;0;0;0;14468;14468;72338;35;8455229;8412072;53459274;2515;2865168;2863890;1005;31601;31655;7;3147355;3140108;1761;235831;235510;332;0;0;0;91;197;7;26064;561;3;-32;0;0;52119116;51998665;5101;40710197;40614601;5014;921494;920854;255;85294;85088;84;2560418;2548192;978;13029;13029;33;7673113;7659066;2267;157817;157832;98;-411;0;0;16055;28;2;4426760;4430028;277;26143147;26214889;5130;0;0;0;9348500;9340085;579;3772111;3772111;16;356988136;0;9214652;1842933;685226;137045;95104;1610784;3485;697;2004;401;0;296;13;0;3218516;643705;294600;58921;10465;574319;0;0;0;0;12433168;2486638;979826;195966;105569;2185103;1962299;392460;207794;41560;21320;329580;19465;64675;12935;0;6530;8;0;14993959;16956258;486528;11184;48;0;356988136;4406176
   Белгородская область;479751499;479920429;30749;107104652;107091351;1070914271;4500;8410;7268;79954;23;761;264653893;264926338;1384003486;29226;29;3102263;3101349;18608091;391;3520;769;4308;12;1;1;3;1;817090;815417;4076885;298;77541570;77496954;578632544;14929;25757174;25715004;7276;58987;58985;23;26512395;26470094;10080;535830;533411;1642;1301;1301;5;11459;11458;28;8296;6037;20;163;185;3;430083629;430528079;30033;319830706;320375446;29810;10468693;10468564;1551;1631508;1618322;650;26755236;26724631;6777;812047;810368;291;70122479;70075556;14097;455763;453337;378;0;0;0;16;0;0;1150973;1149655;137;80430776;80146783;30957;0;0;0;31391209;31291412;918;3028812;3028269;115;407438918;0;23880840;4776168;3350489;670097;222590;3883481;489248;97850;72479;14496;1199;82155;20;0;16540902;3308180;1514480;302897;6946;2998337;0;0;0;0;40421742;8084348;4864969;972994;229536;6881818;3272528;654504;129338;25867;48542;580095;1820;2677;535;0;1285;13;0;927831;4200359;317411;0;19;0;407438918;1149508
   Брянская область;188022680;184600455;12359;24172229;24163650;241636500;2055;1248;1261;13874;9;1601;111496461;108188172;540940862;11744;0;2897485;2889001;17334007;274;-8;0;0;2;0;0;0;0;338630;338457;1692287;131;38193083;38114303;264641661;6163;10011004;10000265;2453;312508;311895;14;10921900;10904246;3855;218076;208114;1049;635;635;1;979;979;18;8284;3788;6;3;3;2;159088542;159254834;11722;104665782;104864771;11570;4493009;4502216;485;5352253;5346955;1113;10862951;10853853;2260;329438;329265;125;33250094;33224221;5924;132883;133123;231;152;152;1;781;0;0;1080371;1072123;362;32988143;29430303;12439;0;0;0;4872136;4906963;792;2845115;2573272;35;32519689;0;33686365;6737274;3185717;637143;331963;5768168;9444;1889;0;0;0;1889;3;0;6176754;1235351;58074;11615;3725;1220011;0;0;0;0;39863119;7972625;3243791;648758;335688;6988179;2820092;564019;145120;29024;19837;515158;30718;372;74;20;30624;18;0;514954;3335046;217606;125;37;0;32519689;1071128
   Владимирская область;300458242;300077944;17398;33569670;33569174;335658648;2061;41;110;1207;6;-1199;203714338;203355205;1017016683;16823;1;1913574;1913711;11482266;351;0;0;0;0;0;0;0;0;262207;261998;1309990;207;54222157;54205605;334149133;9584;5928326;5928984;3982;41338;44839;67;6775465;6771771;5950;1358594;1353537;1392;10005;10005;1;2840;2840;30;47564;42942;19;0;0;0;254837452;254882410;16818;171881651;171953647;16694;25552444;25554085;923;795302;794821;484;8457793;8448646;3730;262325;261389;198;46576844;46561678;9189;1335281;1331520;296;0;0;0;274;274;2;181279;255409;164;53374894;52953386;18040;0;0;0;6564144;6564567;315;371588;371588;49;61531212;0;26719009;5343798;7978393;1595678;430739;3317381;222;44;56;11;0;33;6;0;16202989;3240597;204311;40861;6555;3193181;0;0;0;0;42921998;8584395;8182704;1636539;437294;6510562;11061771;2212355;133507;26701;18718;2166936;713;98;20;5;688;8;0;2089768;13151539;621;0;1;0;61531212;252829
   Волгоградская область;343702161;343375353;21744;24394933;24375341;243748090;3733;100549;100237;1102611;38;1309;225081843;224882197;1124401725;20148;1608;16878091;16891136;101346999;571;0;0;0;0;0;0;0;0;629998;612702;3063511;193;65387029;65324239;413782767;12076;9411460;9391411;5431;129490;129176;42;11226448;11185967;7859;281330;281549;2595;0;0;1;1943;1931;63;303484;292909;15;0;0;0;286891865;286773175;20598;200723866;200697257;20457;7521270;7519906;588;1750390;1757246;294;9290572;9277631;4984;629272;611976;187;66754206;66702448;11489;222295;206716;281;0;0;0;7980;0;0;1030445;1030472;140;69721907;69516984;23320;0;0;0;13433522;13438564;312;2958553;2958687;79;107887356;0;44655902;8931181;9039984;1807994;1741118;5382069;4030;806;84;17;0;789;4;0;12334659;2466934;7808829;1561765;11769;893400;0;0;0;0;56990561;11398115;16848813;3369759;1752887;6275469;6148662;1229732;242001;48401;326;1181005;14325;0;0;0;14325;14;0;4116717;10265379;0;0;0;0;107887356;908800
   Вологодская область;450804431;451644296;21713;16197144;16180031;159822237;2175;1256;1256;13758;9;1088;332797623;333747434;1668769202;21198;6;3110378;3121911;18717825;347;29;28;138;2;0;0;0;0;322955;321577;1607885;240;85495304;85476163;519274134;8609;10746371;10684669;4526;-260;0;0;12878670;12795005;6681;338302;328823;1328;125;125;1;367;304;23;81455;8485;12;8;8;1;434264096;435379648;21119;329809806;331104935;21022;7968586;7951533;356;3414988;3414988;216;10791720;10781070;4124;318026;316606;235;81586420;81457545;8123;378319;353964;264;293;293;4;6;6;1;1903634;1901580;165;54123833;53781451;22051;0;0;0;39043619;39057520;475;7558826;7577721;63;764332149;0;28944879;5788979;3146832;629365;226840;4932774;64938;12988;0;0;0;12988;3;0;338210329;67642064;21069313;4213863;78190;63350011;0;0;0;0;367155208;73431043;24216145;4843228;305030;68282785;7593131;1518628;11139;2227;21455;1494946;1438;0;0;0;1438;2;0;5035514;12628645;0;0;0;0;764332149;1848707
   Воронежская область;584408178;579057006;48197;83476729;83434098;834339681;7090;7583;33817;371220;30;56975;346258564;341398888;1713980816;46135;0;4566085;4541322;27251119;683;0;0;0;0;0;0;0;0;520374;514485;2572427;262;119354677;118933719;1099890814;23254;27935878;27845948;10900;79214;79244;27;30175738;30147551;15367;459010;454067;1611;545;545;5;3209;3209;30;7991;3697;23;0;0;0;529757913;526159145;46809;379837329;376694649;46533;12503024;12416178;1307;2668687;2686827;818;32767930;32757878;10369;362741;357600;244;101204164;100749175;21868;448008;444294;368;0;0;0;-35;77;2;1051997;1052513;171;66396816;64693739;48059;0;0;0;12303663;12359586;580;910139;910139;64;103183505;0;85558861;17111776;16082054;3216411;1145900;12749465;69438;13888;37161;7432;21;6435;22;0;86883430;17376687;52299666;10459933;33022;6883732;0;0;0;0;172442291;34488463;68381720;13676344;1178922;19633197;16687392;3337478;490459;98091;23134;3216253;297006;194887;38977;1281;256748;374;0;3096280;19783672;17457;1411;12;0;103183505;1042276
   Ивановская область;142430059;143221596;19531;7001428;7004736;70047360;2020;125;125;1373;3;2015;106675214;107526769;537633842;19035;1;1850088;1795707;10774241;332;25977;25977;144544;6;96;96;478;1;150623;150801;754007;73;22117749;22158889;133631069;8047;4112475;4059659;3187;191847;193234;17;4632717;4582462;4553;76822;75880;634;0;0;0;290;290;8;1515;886;13;-4;0;0;129029806;129958985;18749;92021378;92911940;18659;11947825;11945458;978;852804;853695;320;3928389;3937890;3095;149929;150108;71;20088967;20119379;7446;40621;40621;106;0;0;0;0;0;0;701321;701552;50;14467345;14336253;19522;0;0;0;1674935;1673741;184;65979;65974;16;17482488;0;15024745;3004950;3396291;679259;181616;2144075;873;175;1200;240;0;-65;1;0;14488096;2897620;1007044;201409;15539;2680672;0;0;0;0;29512841;5902570;4403335;880668;197155;4824747;2098629;419724;241982;48396;2498;368830;0;0;0;0;0;0;0;426111;2524740;39;0;1;0;17482488;700821
   Иркутская область;669967792;667870344;28888;20550539;20507665;205076643;3116;5579;6954;76498;20;8766;494931813;493241415;2466207360;28000;4;1759360;1757233;10543394;549;0;0;0;0;0;0;0;0;2598947;2593857;12969284;278;121690088;121474216;731635366;13893;26853637;26743470;7454;1673;1054;6;28422682;28287356;10764;1351974;1347737;2937;181;181;4;4049;3909;32;28534;2936;13;16;1;2;513905267;511378889;27687;353206815;350815346;27504;13870033;13876143;912;235917;232963;186;27282886;27205565;6863;1821956;1816872;275;116259205;116204631;13079;1228456;1227373;392;0;0;0;3398;668;3;27672308;27703746;542;186416462;185483199;30017;0;0;0;56563125;55269779;1350;10339545;8943487;93;578452265;0;60080351;12016071;15147281;3029457;847145;8139469;1490;298;800;160;9;129;5;0;54428764;10885753;14278227;2855646;18574;8011533;0;0;0;0;114509115;22901824;29425508;5885103;865719;16151002;13793775;2758757;336725;67346;27470;2663941;3138;0;0;11;3127;3;0;1429967;15223742;0;0;0;0;578452265;27655942
   Калининградская область;281893513;282088327;11622;39689385;39656861;396568605;1927;24726;30080;330884;28;1130;170146494;170452963;852253107;10938;0;1223461;1223088;7338523;338;1395;1395;7748;5;0;0;0;0;151103;151069;755345;109;62176750;62125969;404853676;5529;7678919;7657842;2151;2023;2176;5;8137385;8104237;3273;797471;807165;817;1027;1027;4;790;745;25;11454;4965;16;54;0;0;223014412;222500799;10988;144927022;144440662;10785;8375212;8398065;1354;3856999;3856346;583;9965826;9896999;1961;133706;131426;104;55037545;55053584;5165;530771;530146;323;0;0;0;5543;496;7;5357963;5331727;511;82973470;82700391;11317;0;0;0;28586594;27569554;795;898302;898302;42;233042520;0;44292303;8858461;7213954;1442792;364434;7051235;167129;33426;14153;2831;145;30450;22;0;207328038;41465608;44174657;8834932;9693;32620983;0;0;0;0;251620341;50324069;51388611;10277724;374127;39672218;276186418;55237283;227380713;45476143;2279;9758861;3251;9148;1830;0;1421;7;0;32917619;309104037;646498;0;2;0;233042520;5306595
   Калужская область;405676641;405201819;18308;26620370;26620923;266209010;1865;8;8;83;4;1155;273163511;272819640;1364098617;17568;19;2004143;2007336;12044016;339;0;0;1761;0;136;136;695;2;173344;172446;862222;152;84350613;84236457;511709551;10108;16773069;16681985;4211;1394434;1394156;41;19363474;19343771;6089;1269838;1268200;1204;780;749;7;2253;2242;39;8047;3748;13;0;0;0;351737737;351568670;17339;207406411;207306292;17140;49955798;49948455;1061;1698203;1696794;504;21208127;21177302;3919;151095;150133;146;70132780;70105278;9612;1185321;1184412;405;0;0;0;212;210;1;9077355;9077355;127;64382348;64213185;18529;0;0;0;18267313;18289234;566;1017141;1017141;48;128097580;0;31756460;6351293;8919814;1783962;448238;4119093;24217;4844;15;3;0;4841;12;0;323061742;64612347;152259455;30451891;95408;34065048;0;0;0;0;354818202;70963640;161179269;32235853;543646;38184141;9403164;1880631;959710;191943;1966;1686722;37794;331;66;1;37727;19;0;1514257;10917421;467793;1894;13;0;128097580;9055842
   Камчатский край;74194990;73898819;3264;9577363;9540669;95406699;1005;8637;8528;93813;18;-83;45239660;45021087;225105434;3034;0;206733;206141;1236748;112;0;0;0;0;0;0;0;0;359310;358423;1792117;69;11716918;11701406;78604818;1480;6774028;6742065;598;120485;120485;3;7086452;7062600;1022;114018;113896;289;0;0;0;0;0;0;10462;1784;1;0;0;0;73034720;72870746;2986;53135530;53040042;2957;2400451;2377368;242;19076;19076;22;7285462;7283784;535;354102;353215;67;9742479;9702275;1408;95928;93294;119;0;0;0;0;0;0;2938645;2940560;57;12136599;12021654;3120;0;0;0;13765329;13788419;383;417496;417488;14;144501381;0;6660873;1332177;597303;119461;64255;1148461;25176;5035;0;0;0;5035;2;0;2310518;462104;119583;23916;24241;413947;0;0;0;0;8971391;1794281;716886;143377;88496;1562408;492080;98417;35;7;58;98352;0;0;0;0;0;0;0;10823620;11315700;0;0;2;0;144501381;2931125
   Кемеровская область - Кузбасс;943445419;943178756;24487;16470033;16461145;164611746;2288;5711;1111;12224;9;185;690248832;689938566;3449694630;23691;0;37112092;37149119;222894668;563;0;0;0;0;0;0;0;0;3894411;3893168;19465841;396;141559300;141569006;857211675;10964;49958780;49950919;5117;930277;931794;51;54154249;54166180;8104;467033;465579;1738;147;147;2;2708;2708;34;218424;74669;37;0;0;0;813176331;813539228;22738;614910883;615455386;22617;9236616;9278485;664;3287310;3287813;238;53513446;53501602;4692;3848126;3846879;391;128095031;127940696;10442;376447;376172;368;0;0;0;35021;20777;9;85719493;85694106;320;173082360;172547848;24811;0;0;0;127758575;128003233;681;6315462;6283971;185;1602651375;0;55589428;11117888;13190641;2638130;1199072;7280686;20639;4128;1095;219;109;3800;22;0;188852591;37770515;95110289;19022057;72269;18676189;0;0;0;0;244442019;48888403;108300930;21660187;1271341;25956875;15759406;3151881;1090537;218108;167707;2766066;1;0;0;0;1;1;0;72506728;88266134;0;0;0;0;1602651375;85429569
   Кировская область;151033342;150832960;14199;14485399;14482357;144823564;2419;-8;0;2;1;585;98083912;97939367;489696010;13704;0;2153971;2153365;12920180;314;0;0;0;0;0;0;0;0;289441;276795;1383976;231;31997898;31976323;198758654;7858;3676452;3659461;3212;7193;7354;15;4022143;4004167;4958;97755;95866;2556;0;0;0;4412;4310;30;5307;4779;17;0;0;0;130325699;130057571;13713;93245600;93015027;13642;3497163;3497156;363;412182;412182;186;5092871;5092737;2994;283566;271083;224;27748061;27723520;7461;45950;45559;219;0;0;1;0;0;0;127604;124706;104;23996560;23952123;16209;0;0;0;3272528;3161041;299;181997;182951;61;44378318;0;21766866;4353375;4696817;939362;520708;2893305;20173;4035;305;61;0;3974;6;0;32498812;6499763;30240104;6048022;47304;404437;0;0;0;0;54265678;10853138;34936921;6987384;568012;3297742;10412641;2082529;848499;169700;21102;1891727;179;0;0;0;179;2;0;195224;10607865;328358;645;10;0;44378318;118841
   Костромская область;86721745;86745370;6687;6501808;6501454;65014535;990;134;134;1473;2;386;64318231;64334580;321672897;6449;0;278084;286497;1718983;129;0;0;0;0;0;0;0;0;203632;203029;1015144;92;13498856;13505685;82535631;3451;1567633;1560712;1467;1222;1222;3;1920594;1913586;2364;439929;439583;732;0;0;0;2172;1785;29;5761;5173;8;0;0;0;74032751;74145383;6369;56326178;56497058;6322;2293628;2265218;311;490965;476928;187;1766091;1763672;1337;199605;201658;91;12537190;12521722;3250;419112;419112;120;0;0;0;58;58;2;63625;63625;56;14998758;14910518;7092;0;0;0;1874692;1877106;118;134544;139935;22;65791253;0;170273882;34054777;165156535;33031305;69796;953676;0;0;0;0;0;0;0;0;1141165652;228233130;1059403874;211880775;3223642;13128713;0;0;0;0;1311439534;262287907;1224560409;244912080;3293438;14082389;24097575;4819514;51357;10272;2756;4806486;1761;0;0;0;1761;3;0;159;24097734;0;0;0;0;65791253;63005
   Курганская область;98882615;98745404;6471;8075664;8044534;80445037;1258;2303;2303;25338;14;110;60733953;60706177;303530208;6014;0;749167;747409;4484198;234;91;91;878;2;0;0;0;0;160352;135746;678731;134;22832243;22819857;140015995;2867;6087317;6090561;1333;101076;101076;7;6328819;6289253;1999;66894;66763;529;336;336;1;4998;4998;30;63;63;2;0;0;1;84053919;83972477;6199;56674323;56624756;6167;967531;966017;128;251207;250594;117;9807849;9799693;1255;158265;133659;129;16157835;16154277;2640;41604;44053;109;57;57;3;0;0;0;113044;113055;20;16043861;15988125;6540;0;0;0;1251770;1252209;209;181995;181995;18;7692720;0;10074853;2014972;979645;195931;65109;1753932;12343;2469;58;12;0;2457;4;0;4591206;918242;2502110;500423;12095;405724;0;0;0;0;14666059;2933214;3481755;696354;77204;2159656;352840;70567;28833;5766;148;64653;2363;0;0;0;2363;9;0;85624;438464;147596;346;17;0;7692720;113054
   Курская область;213074474;212542125;14492;45871884;45860615;458606158;3470;4716;4716;51867;14;-5358;115981162;115476661;577383302;13091;0;1235922;1234482;7406891;245;15992;15992;80551;2;0;0;0;0;537013;531293;2656463;156;36930899;36941401;257924746;6481;11457530;11461790;2832;691;691;2;12518272;12492956;4289;150960;150912;943;0;0;0;2085;2108;25;65321;44703;11;-34;2;2;192950225;192587262;13829;141639015;141301242;13744;6009256;6007390;456;1176275;1176130;337;11167687;11159729;2651;527761;522042;155;32386691;32377160;6059;107844;107875;168;0;0;0;807;37;3;3695931;3695458;42;31072057;30899213;14306;0;0;0;14416892;14435335;784;4917012;4917014;47;102193766;0;21444748;4288949;3614731;722945;687898;2878106;41986;8397;0;0;0;8397;9;0;49057348;9811468;32133904;6426781;3174;3381513;0;0;0;0;70502096;14100417;35748635;7149726;691072;6259619;8105814;1621163;75754;15151;3931;1602081;0;0;0;0;0;0;0;320882;8426696;5172;0;1;0;102193766;3676020
   Ленинградская область;618875785;618731588;27118;26365223;26366007;263659475;2335;616;616;6773;15;1296;442345750;442481686;2212405290;26368;0;3703229;3679509;22077055;473;198;237;8425;3;0;0;0;0;2344949;2336756;11686100;315;125223302;125088921;810075994;13942;17344406;17236561;6225;23290;23392;30;18890988;18776087;8894;9985643;9974158;3506;3280;3280;6;1783;1821;42;38360;6277;40;0;0;0;611551686;611758000;26256;397849566;398339760;25994;52661945;52656918;1678;3782759;3783612;538;47898373;47797563;5709;2339677;2330932;302;98908926;98731256;13173;8121113;8120082;689;215;215;1;1111;467;4;8454339;8479742;564;154228345;153738735;28856;0;0;0;145336928;145216191;907;6515257;6443068;115;825515741;0;69658893;13931781;10889980;2177994;881951;10871836;57113;11423;3396;679;258;10486;21;0;35746342;7149267;4121661;824333;10251;6314683;0;0;0;0;105405235;21081048;15011641;3002327;892202;17186519;20945519;4189104;1059815;211965;425564;3551575;8153;5843;1169;690;6294;29;0;86523561;107469080;110683;5229;23;0;825515741;8459320
   Липецкая область;350397786;349850978;19301;46984513;46975762;469750060;2408;3060;2831;31146;8;21046;211612317;211224186;1056118416;18452;0;2309691;2309861;13859162;268;627;627;8041;2;0;0;0;0;234311;234171;1170854;167;68265016;68142423;464849265;7979;20185226;20195226;3684;6737;6737;13;20968263;20941123;5585;713559;712389;1100;0;0;0;691;691;14;181361;178681;12;0;0;1;374726262;374609797;18577;268285456;268353002;18474;17663657;17636760;548;2107173;2107173;284;20694222;20652958;3411;227436;227296;156;64801544;64693351;7360;950172;950553;293;1198;1198;1;8;0;0;55392;53640;52;32487455;32172458;19574;0;0;0;55913006;56030685;355;5765189;5754062;112;518699938;0;16374228;3274844;5961316;1192263;119753;1962828;40064;8013;157050;31410;5809;-29206;23;0;16261309;3252262;196147;39230;5421;3207611;0;0;0;0;32635537;6527106;6157463;1231493;125174;5170439;1401030;280205;25325;5064;13650;261491;4558;433;87;210;4261;21;0;261349;1662379;40599;1873;9;0;518699938;27325
   Магаданская область;60902989;59325601;2069;1539666;1374131;13741320;357;21182;21182;233000;4;1684;44833349;44342549;221712730;1987;190;13513;10251;61506;33;0;0;0;0;0;0;0;0;1701180;1622242;8111208;52;8433193;8331448;50089289;679;4315445;3447537;334;6377;6377;2;4359035;3623450;663;359817;359747;414;0;0;0;47;47;2;0;0;0;0;0;0;65970383;64311381;2012;50799522;50024446;1967;649731;652241;49;4961;4961;5;5262825;4564018;329;1671107;1592169;50;7271717;7169740;640;282832;282832;70;9803;3616;3;0;0;0;15092433;15292611;256;11918603;11879798;2085;0;0;0;31708217;31788874;566;1459237;1484169;19;250109246;0;1337083;267416;1660360;332073;95521;-160178;1379;276;0;0;792;-516;7;0;4649053;929811;20293;4059;26;925726;0;0;0;0;5986136;1197227;1680653;336132;95547;765548;8890891;1778178;3290;658;4595;1772925;840;0;0;0;840;3;0;4407550;13298441;0;0;0;0;250109246;15263326
   Московская область;4951846786;4949187419;175615;317537334;317483570;3174835445;15000;6690;6786;74650;42;303775;3379617398;3378122274;16890611430;170264;-5;19718291;19869820;119218923;2122;17244;33208;167973;23;391364;391364;1957241;14;1786477;1776781;8883904;818;1070836903;1070201166;6489224043;104248;133543611;132625872;43594;13453405;13522367;229;162041831;161413683;60431;17292990;17257808;8895;64261;64261;44;15286;20148;134;4280512;2918080;246;5502;5598;20;4388184822;4387617612;169659;2861608877;2861966318;167873;351879777;351578560;14210;42167861;41958689;5210;175104933;175306792;40409;1751273;1738657;783;938987505;938410749;99952;16268793;16255742;3152;399630;399630;15;994371;321708;31;47777677;48265506;1406;706577006;703962379;177105;0;0;0;169861876;170428334;2190;13967681;13698224;393;1351617164;0;637082520;127416507;176310570;35262112;23368895;68785500;103163;20633;101349;20270;0;363;10;0;639316046;127863211;359988840;71997768;1111974;54753469;0;0;0;0;1276398566;255279718;536299410;107259880;24480869;123538969;331059244;66211847;225247361;45049472;732679;20429696;43354850;216559374;43311875;8236;34739;47;0;69256558;400315802;5874802;781307;95;0;1351617164;44430680
   Мурманская область;138335245;138246130;5982;7973771;7969980;79699803;1465;0;0;0;0;8;96103705;96107846;480539230;5527;0;474153;473944;2843664;141;2399;2399;11994;4;0;0;0;0;387054;378508;1892538;72;25796350;25754865;163255549;2544;6695115;6672378;1115;284582;284582;10;7600689;7560978;1763;1915435;1912283;2126;0;0;0;1921;1921;28;35943;35580;3;0;0;0;199196242;200376447;5584;161933704;163099221;5558;5907616;5909117;180;126977;126977;61;5832762;5831194;960;378758;372355;70;22924110;22957170;2400;2093047;2084775;207;0;0;0;0;0;0;7357212;6962495;85;27395415;27406778;7616;0;0;0;93648850;94538587;344;13332629;13352729;39;834177511;0;22369845;4473965;2414716;482944;466912;3524109;54234;10847;2325;465;315;10067;4;0;6020555;1204112;12500;2500;9227;1192385;0;0;0;0;28390400;5678077;2427216;485444;476139;4716494;21363554;4272711;337843;67568;12608;4192535;485032;5766;1153;672;483207;4;0;35002688;56366242;0;0;0;0;834177511;6926468
   Нижегородская область;1237385803;1234589169;76559;73786239;73760782;737607812;6210;5079;1458;16033;30;12889;886505875;884051705;4420258525;74432;0;13553819;13548760;81292558;1330;0;0;0;0;0;0;0;0;1115078;1114635;5573174;409;221232729;221284107;1370263246;39275;36857403;36478185;18481;920693;884936;134;41173715;40814091;26238;1521180;1516149;3182;1813;1813;9;2672;2670;62;2132988;887964;51;134;134;7;1068359660;1066419411;74386;785589487;784814136;73916;35326689;35340317;3029;4801399;4799986;1191;45379537;45260366;17794;1111129;1110668;391;194140313;193099699;37193;2011904;1995036;968;0;0;0;1435947;338880;20;12728584;12718973;681;201441774;201090925;77232;0;0;0;42841351;43486177;1160;8573470;8524750;130;389394619;0;184959217;36991845;35899874;7179973;5945988;23865884;324574;64915;145708;29142;540;35233;50;0;74233379;14846675;6334070;1266814;47903;13531958;0;0;0;0;259192596;51838520;42233944;8446787;5993891;37397842;18449297;3689858;664491;132898;25248;3531712;59403;7826;1565;16;57822;77;0;144427196;162876493;331577;23709;61;0;389394619;11800188
