"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100","G101","G102","G103","G104","G105","G106","G107","G108","G109","G110","G111","G112","G113","G114","G115","G116","G117","G118","G119","G120","G121","G122","G123","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G135","G136","G137","G138","G139","G140","G141","G142","G143","G144","G145","G146","G147","G148","G149","G150","G151","G152","G153","G154","G155","G156","G157","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G168","G169","G170","G171","G172","G173","G174","G175","G176","G177","G178","G179","G180","G181","G182","G183","G184","G185","G186","G187","G188","G189","G190","G191","G192","G193","G194","G195","G196","G197","G198","G199","G200","G201","G202","G203","G204","G205","G206"
"Республика Коми","239152125","239097329","6110","1576131","1576131","31522687","1563","57658","57658","1210825","93","37401","37401","534300","13","0","0","0","0","0","0","0","0","3229205","3209686","32096857","617","2452","1599","17592","6","400","186029477","185998708","929993538","4362","0","0","0","0","0","394594","394553","2367320","71","0","0","0","0","0","0","0","0","376729","376731","1883656","116","40890207","40898779","247920187","2720","4443401","4708710","822","3577","3577","6","6557871","6545683","1716","216281","215787","2283","0","0","0","1210","972","33","630","630","5","2214","626","4","0","0","0","177230165","177179958","4835","128427359","128674654","4464","1627315","1622660","64","237378","237373","45","5910347","5639271","668","376617","376619","115","40466182","40451646","2363","184967","177735","182","0","0","0","-652","0","0","764547","773741","39","65949673","65935104","7881","0","0","0","0","0","0","4532337","4535541","305","4318815","4319843","94","92431796","2400","18121743","2696604","3759180","1985950","397191","110794","3251195","0","0","0","0","0","0","0","0","0","0","84621684","7317","16924703","1267","253","888","16923562","0","0","0","0","0","0","0","0","0","0","102743427","20683883","1987217","397444","111682","20174757","2368318","19501","474638","26850","5370","12813","456455","0","0","0","0","0","0","0","0","0","0","686037","3054355","19501","0","0","0","0","0","0","92431796","146080","772225"
"Республика Крым","332247316","331091653","23422","3411768","3411768","68235227","3260","46727","46727","981265","104","322335","322335","4604780","85","0","0","0","0","0","0","0","0","23997692","23992367","239923183","3492","3583","3583","39410","18","883","214314235","213606787","1068034439","18959","0","0","0","0","0","561747","563369","3373419","234","257","257","536","2","0","0","0","0","1208144","1207687","6038437","195","68466585","68112793","425247759","12988","18791869","18723493","5714","45718","45718","5","19914144","19823044","8183","209886","196429","2867","26","26","1","1695","1695","47","191","185","12","860","842","6","93","93","4","274450975","274216423","20322","192277217","192538072","19284","354689","354183","81","479406","480878","231","20996228","20854572","5469","1197677","1197355","190","59103109","58750337","11749","42825","41004","243","137","137","5","0","0","0","1570158","1556690","104","63119890","62194934","25541","0","0","0","0","0","0","6644613","6549342","101","1686332","1828720","230","16372163","7892","95972622","5489319","19468992","13101314","2620264","3562160","13286568","66051","0","13210","27324","5465","4833","2912","13","0","7","63588360","74151","12721379","32004192","6400837","391745","5928797","0","0","0","0","0","0","0","0","0","0","159560982","32190371","45105506","9021101","3953905","19215365","7877002","335885","1592194","821304","164261","88799","1339134","39311","39406","9833","19088","3818","8","6007","17","2","7","99938","7976940","343935","6","0","0","1","0","1","16372163","23910","1554505"
"Республика Марий-Эл","136617614","136556655","8110","1198489","1198489","23975271","1082","8136","8136","170849","42","136977","136977","1956988","48","0","0","0","0","0","0","0","0","13791470","13776889","137756580","1175","227","227","2495","4","11","80225691","80207614","401003537","6641","0","0","0","0","0","1033390","1028561","6171366","141","0","0","0","0","0","0","0","0","349166","348875","1744377","115","32030757","32014078","216843234","4587","7118801","7112356","1615","0","0","0","7841923","7835422","2753","59675","59512","515","1350","1350","4","638","481","23","9456","9456","5","11663","11221","22","189","189","4","114722048","114727269","7141","71143470","71189414","6779","2549783","2545405","224","276442","276919","143","7652489","7636788","1443","347633","345340","113","32747287","32728204","4273","5012","5533","73","0","0","0","0","0","1","18692","18549","20","23758799","23693978","8422","0","0","0","0","0","0","1779423","1780745","94","137248","137243","76","14746696","2560","30073955","3450782","6187332","4659991","932000","664347","4590985","27","0","5","0","0","0","5","1","0","1","13630022","27102","2727359","7697952","1539591","52081","1135687","0","0","0","0","0","0","0","0","0","0","43703977","8914691","12357943","2471591","716428","5726672","621830","86085","128670","137427","27486","10351","90833","781","0","156","10093","2019","0","-1863","3","0","1","1343814","1965644","91098","0","10547","0","0","1","1","14746696","73140","14190"
"Республика Мордовия","187478605","187424983","12268","5020182","5020182","100406062","3944","81132","81132","1703774","106","239338","239338","3419121","58","0","0","0","0","0","0","0","0","33387115","33388716","333887146","1445","13836","13881","152686","16","0","99561477","99508809","497541246","7773","0","0","0","0","0","6931843","6937390","41624339","277","1893","1893","16550","5","0","0","0","0","262057","262057","1311975","156","33436324","33428156","219176739","5407","8152778","8127934","1940","12","12","4","8545301","8545322","3266","83205","77291","535","0","0","0","597","405","9","2998","2998","9","11812","6101","16","0","0","0","165057836","165008949","9408","116138777","116171429","8903","5755737","5755012","270","1031439","1031700","206","9387040","9374415","1688","260558","260558","145","32439644","32372702","4784","56121","54611","145","0","0","0","0","0","0","51302","55926","21","33306543","33332415","12396","0","0","0","0","0","0","10668564","10715420","164","2644248","2644248","136","27750041","3974","24583939","2581738","5045873","2370051","474008","247084","4324781","3272","0","654","0","0","0","654","1","0","1","3679630","53820","738617","365048","73009","344","665264","0","0","0","0","0","0","0","0","0","0","28263569","5784490","2735099","547017","247428","4990045","4741114","511222","973784","196449","39290","1640","932854","7291","0","1458","0","0","0","1458","12","0","6","278036","5019150","513645","9","9950","0","1","1","2","27750041","20183","42926"
"Республика Саха (Якутия)","280878996","280530847","10560","3997374","3997374","79953545","3375","259827","259827","5456360","293","251913","251913","3598754","90","7156","7156","109378","2","0","0","0","0","5378491","5375465","53754648","1257","47914","47810","525911","54","467","210965824","210692511","1053509432","6524","0","0","0","0","0","330523","304484","1826876","169","2784","2784","39637","2","8022","8022","119341","2","3026106","3004130","15020648","146","32117591","32069203","199481168","3876","21778749","21841770","1431","569647","569649","3","24474986","24500121","2635","1095432","1089622","617","0","0","0","227","227","1","3168","3135","10","44273","12240","2","88","141","4","254309399","254210554","7472","186197394","186243626","6896","927946","920465","119","4642495","4642495","39","31106993","31008152","1275","2988812","2967765","131","28054715","28039435","3188","392066","389268","167","2","2","1","2952","2952","1","67446852","67415041","174","88932605","88491762","10667","0","0","0","0","0","0","128557449","128375733","582","11872158","11842596","222","898568027","3672","41021630","2904570","8349555","14295334","2859067","1871764","3618724","0","0","0","0","0","0","0","0","0","0","139325346","597965","27894968","5777684","1155536","178468","26560964","0","0","0","0","0","0","0","0","0","0","180346976","36244523","20073018","4014603","2050232","30179688","5664401","313089","1148534","129166","25833","74798","1047903","1589846","0","317969","368","74","71735","246160","13","0","9","1010792","6675193","313089","0","0","0","0","0","0","898568027","84550","67380954"
"Республика Северная Осетия - Алания","48926659","48674190","4569","501817","501817","10041706","529","61079","61079","1282663","52","27609","27609","394414","15","5280","5280","80713","2","0","0","0","0","5147759","5105833","51058452","775","52123","43565","479215","32","0","32529397","32391895","161935605","3554","0","0","0","0","0","476853","507080","3042478","156","7369","7369","56929","3","102","102","511","2","69154","68879","344394","34","7455325","7388743","48836439","1578","2481501","2431753","870","248","68","2","2600050","2572289","1216","13486","13406","147","0","0","0","1420","1420","4","0","0","0","7611","7298","13","213","213","4","40723629","40799554","3758","29444318","29514563","3647","1466045","1480836","109","171207","172096","66","2354442","2358470","790","72859","66911","31","7237984","7222707","1298","1834","1834","22","0","0","0","0","0","0","26037","26037","26","9633743","9317088","4600","0","0","0","0","0","0","1406612","1411241","100","267560","266984","44","7091598","1577","13341625","1196285","2728136","2319896","463981","459529","1804626","3330","0","666","2715","543","0","123","3","0","3","391453","0","78290","152207","30441","157","47692","0","0","0","0","0","0","0","0","0","0","13733078","2806426","2472103","494422","459686","1852318","1606498","19329","322266","128684","25736","81429","215101","146416","0","29283","25066","5013","0","24270","7","0","4","29225","1635723","19329","10773","0","0","10","0","5","7091598","0","25466"
"Республика Татарстан","3258675261","3255756204","123047","8502948","8502948","170058947","8146","171061","171061","3592272","322","940861","940861","13440873","272","3666","3666","56040","8","0","0","0","0","98826223","98682033","986820289","9468","47349","47002","517018","123","10051","2241671311","2240120685","11200603421","109839","-25","0","0","0","0","9020263","9004557","54027346","2107","0","0","0","0","0","0","0","0","1661362","1660001","8300007","491","711507187","710871994","4375424165","71530","172297926","171865855","42833","2745771","2746134","44","186310729","185744062","56082","4841262","4848294","1503","995355","995355","5","8480","8440","56","98126","98081","73","223818","128079","104","0","0","0","2825586416","2822687708","114533","1915865062","1916739463","111635","49982271","49767927","3381","7121052","7142221","1339","191528473","189344278","37862","1651362","1649949","474","655567393","654229753","67058","3885943","3823587","636","442","442","1","74069","74050","7","16302814","16302093","337","553900850","551622676","121369","0","0","0","0","0","0","131879402","129690590","1275","43224810","43726605","1219","1004280497","36772","302823993","21137140","61621653","78593786","15718758","5428015","40474880","252","0","50","0","0","59","-9","2","0","1","670966227","264489","134206469","318355897","63671179","407917","70127373","0","0","0","0","0","0","0","0","0","0","973790220","195828122","396949683","79389937","5835932","110602253","79074224","2182513","15923970","10822903","2164580","206693","13552697","349700","258236","82852","78751","15750","816","66286","39","8","21","20610005","99684229","6320465","60037","1530","132","15","1","10","1004280497","438926","16201699"
"Республика Тыва","11044494","10902801","978","233618","233618","4672365","262","40203","40203","844253","44","2075","2075","29645","3","0","0","0","0","0","0","0","0","326291","326175","3261750","135","2324","2324","25561","2","0","8323211","8143408","40717044","646","0","0","0","0","0","-199261","7118","42707","18","7309","7309","43853","1","0","0","0","0","222050","222050","1110248","21","1724104","1545453","9355562","254","320888","326696","125","3930","3797","4","369880","380376","246","12140","12140","37","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","8908353","8863057","648","6348068","6432313","631","248867","248867","4","4209","4209","2","283513","304969","93","221989","221989","20","1794768","1643847","203","11664","11664","20","76","0","0","0","0","0","1557086","1557086","21","2842281","2781513","978","0","0","0","0","0","0","2263339","2284240","34","116614","116550","14","29446884","348","3625730","846349","767463","593469","118694","95219","553550","8976","0","1795","0","0","0","1795","1","0","1","451736","0","90348","9","2","139","90207","0","0","0","0","0","0","0","0","0","0","4077466","857811","593478","118696","95358","643757","597632","0","119526","0","0","0","119526","1348","0","270","0","0","0","270","2","0","2","0","597632","0","0","0","0","0","0","0","29446884","0","1557086"
"Удмуртская Республика","556204365","554925228","40686","12300728","12300728","246005668","10085","435255","435255","9140360","527","663951","663951","9485014","211","21474","21474","328240","10","0","0","0","0","25451637","25450606","254472564","3666","31989","31989","351883","26","0","354481125","353229493","1766017551","29077","0","0","0","0","0","1370410","1369883","8219297","548","0","0","0","0","0","0","0","0","711460","711466","3557406","264","126993274","126977093","781996215","19453","28654880","28646477","8670","43932","43932","26","33744209","33732944","12501","404050","399020","942","0","0","0","2119","2103","55","7432","7432","19","4601","3505","26","200","200","3","422404082","422438758","33518","274330150","274821542","32016","6014226","6020669","822","963138","958946","372","31738390","31771193","7752","707178","707184","252","108549531","108056535","17828","108166","108167","201","0","0","0","793","793","2","6885353","6885169","144","135782553","134501795","40878","0","0","0","0","0","0","8361756","8401605","432","4674321","4621725","367","207422534","13028","89609770","13206560","18582285","14727422","2945484","2126951","13509850","628962","88563","130221","18921","3784","6688","119749","20","12","18","67907704","893039","13626193","19202244","3840450","21087","9764656","0","0","0","0","0","0","0","0","0","0","157517474","32208478","33929666","6785934","2148038","23274506","7839457","1965748","1666179","498336","99668","9223","1557288","150640","12973","30777","0","0","0","30777","8","2","5","1234738","9074195","2010437","0","0","0","0","0","0","207422534","184583","6883904"
"Республика Хакасия","93064397","92802325","5482","1047922","1047922","20958773","1022","8873","8873","186341","37","55778","55778","796831","12","0","0","0","0","0","0","0","0","3770036","3749156","37491572","955","12043","4822","53047","22","1","77120863","76963869","384820132","4202","0","0","0","0","0","171228","159682","958093","131","2","2","9","1","0","0","0","0","138098","138102","690510","60","8258683","8257324","54130499","2192","2267752","2205251","865","3416","3416","8","2482416","2418071","1638","47322","16714","512","0","0","0","95","99","13","303","303","2","5646","5646","5","9","9","4","77500179","77415750","4513","64190875","64128945","4305","2669214","2668230","88","315513","313414","53","2146011","2142391","756","136750","136603","60","8017883","8002280","2018","25933","25888","81","0","0","0","1596","1596","3","19080227","19080061","85","16402512","16261627","5775","0","0","0","0","0","0","19843430","19910802","101","419805","418511","50","144603787","1842","12508482","1393051","2571351","2147695","429540","197260","1944551","751","0","150","0","0","0","150","6","0","2","6777818","16950","1356410","71940","14388","14033","1327989","0","0","0","0","0","0","0","0","0","0","19286300","3927761","2219635","443928","211293","3272540","2348717","20780","470784","94659","18932","16617","435235","1268","0","254","629","126","63","65","9","0","3","0","2348717","20780","0","0","0","0","0","0","144603787","42385","15508082"
"Чеченская Республика","266588612","243810505","13238","7475888","7475888","149519893","5991","200465","200465","4209775","219","325300","325300","4647136","102","0","0","1","2","0","0","0","0","7926186","7916566","79103427","800","143775","143907","1582981","24","-6","194694278","175294844","876395647","6513","0","0","0","0","0","2154407","2133939","12792636","180","4395","4395","43389","2","0","0","0","0","7249","7249","36245","2","45127355","41914211","258940222","3680","7958587","7824095","1352","0","0","0","8534860","8399282","1966","59034","59021","78","0","0","0","30","30","2","0","0","0","3742","3742","14","1037","1037","6","240562269","217487719","9098","194911696","172278677","8377","4701773","4716571","176","242550","244034","100","17753852","18018398","1226","7247","7247","1","22943669","22211682","2797","56323","54323","17","78","78","4","0","0","0","3964","3940","13","29350292","29668870","13298","0","0","0","0","0","0","3143531","3161378","22","604854","605866","34","4421944","4675","36155061","2891287","7375576","14797834","2959568","1195294","3220714","161056","0","32211","117283","23457","12906","-4152","18","0","13","649622","906210","175235","3906","781","233","174221","0","0","0","0","0","0","0","0","0","0","36804683","7550811","14801740","2960349","1195527","3394935","2005787","1810811","491699","1133131","226628","86619","178452","198842","2349","39886","1413","283","0","39603","12","4","9","1669724","3675511","1811021","93006","588","0","8","2","7","4421944","67096","3674"
