"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89"
"44","Костромская область","946027","601497","325209","19321","6402898","390561","101040","95569","0","88201","0","55177","157168","69378","0","67878","929795","68901","75490","0","0","0","305666","115721","118307","152433","964297","9220","0","0","217066","39706","11388","11388","237","129","7318","100285","333481","523362","116191","109029","0","1831166","1075289","439011","264647","371631","262190","181224","6987","73979","993742","2214136","708536","1262861","1246957","703711","2143","5529","0","8926","26354","386985","120981","381883","72203","421732","22338","70454","9799836","9795767","55","4014","334997","603112","541425","1948","1814262","2966422","2396294","480024","107841","161837","25750","71677","142","20970","0"
"45","Курганская область","1140940","1008099","114883","17958","14854088","2428421","187357","1736195","0","92511","50","10906","57977","3268","0","452","152784","55774","21925","6977","0","6977","13314","525165","27393","457588","3948759","46109","0","0","0","2726","8776","0","49983","3746","15428","128725","1367135","1264439","3995555","0","0","279994","666107","632","154857","510618","312763","229864","4358","78541","1215718","3698625","1586814","1823906","1345041","1011132","28245","6561","653760","912","0","194150","138847","350809","35455","730203","25468","40864","113867","93948","5941","13978","445928","1613783","421751","5411","2757889","4257999","3512819","540757","129940","167316","26859","62266","0","23175","0"
"46","Курская область","3259726","3233381","19443","6902","8000336","2488128","641939","158451","406501","57968","7085","148398","76493","104555","0","102305","62435","310437","73912","644","644","0","194210","490968","890371","158882","335129","19992","0","0","0","475","43170","0","1049","1049","824079","848417","338191","125770","291183","0","4255","173081","4758547","4058780","327233","372534","288740","177641","28018","83081","1432316","3355297","1442806","1699429","1858624","1269384","2107","11512","229225","51","50","403560","185579","414213","59542","457786","30704","67318","55431","44679","389","10363","588867","1438605","685309","4332","2869134","5830702","4656752","632765","147050","224744","39231","69537","17","36607","0"
"47","Ленинградская область","4405160","3779049","483906","142205","36470818","3805053","883095","181595","568","141888","1253445","592078","163451","18641","0","6210","780405","2834702","234015","2623828","0","2623828","4432388","99064","1953825","3460507","3682652","142684","0","0","627","119482","624100","275","27073","15826","577104","1086237","1637859","381932","4186489","1399130","20135","2525255","5341760","3659427","579017","1103315","1764305","1047892","57498","658915","9497823","8911125","3699258","3720209","9295835","2789632","31654","42194","863834","101756","22963","6350220","31264","1536389","268298","971025","54033","122893","206823","151458","3376","51989","2933980","4376683","2515568","16803","3824588","9751934","9122714","2236088","965681","706400","92458","364336","1897","85108","0"
"48","Липецкая область","8086150","7958420","118607","9123","22717203","3750862","626391","198421","456294","415017","88276","16313","140878","10548","0","10431","45100","539958","57233","0","0","0","499978","146696","517064","594341","12164707","10508090","0","10507451","3430","128041","10647","0","327307","325143","67452","1579228","1160288","152092","300804","0","549","470368","1558503","706194","414846","437463","698896","355123","16845","326928","3016523","3248315","1358360","1528120","2055001","1496978","9729","13304","245699","64","117","399987","157855","443707","41076","1092616","52732","76909","102698","77234","53","25411","710182","1634211","1158345","3699","2768579","5159457","5129455","840002","283442","263897","40997","103919","536","36880","0"
"49","Магаданская область","684505","49463","79934","555108","329801","95570","15756","11814","0","4214","0","764","332","0","0","0","403","0","7908","0","0","0","117181","0","3450","6221","15240","66","0","0","0","0","11298","11298","0","0","298","0","36890","292","0","0","0","41038","2199170","1658607","0","540562","170497","140027","0","30470","1024630","1760121","1026183","547426","1722736","415990","566","3611","0","28431","183253","1029968","65094","132525","24466","269004","23343","42534","28937","28023","50","864","202477","929131","507821","1008","2631610","2185255","2502323","533597","131098","92615","8108","47997","399","9355","0"
"50","Московская область","6799151","5728714","999205","71232","147127387","24038865","3800757","2638063","6791","7535547","30263","2685233","3126959","444509","3973","360439","1465523","3723136","1800696","827203","207765","619438","8661287","6145969","7832492","8966243","25691090","1414129","63","41","1462323","922097","1786549","53849","80938","47769","7430952","5013918","9499741","2754819","10207431","39153","6111258","9245511","15932538","5093842","3577885","7260811","6021311","1768663","336699","3915949","35024171","165759735","51215228","104475712","52293610","26274583","715198","428937","1030835","91982","492487","23616794","1817764","9507278","2138902","14215151","195582","1693395","7613057","2006006","4269155","1337896","16501187","56144233","15503881","159511","22364666","44789409","46254327","10518209","3737856","3943044","512781","2409606","23509","2128395","0"
"51","Мурманская область","4486695","112867","103209","4270619","7355285","488088","5246","29554","0","10702","0","17045","12810","265","0","0","6764","4217","48049","1074","0","1074","116541","43","21884","92759","4693962","0","0","0","166","0","4571800","0","13415","62","3059","415","16423","13","1018592","1017445","1147","802580","4024910","2670431","106423","1248056","632732","452564","39001","141167","1968187","2403136","822525","1286900","5568620","1276755","279","11822","68177","323537","6307","3786364","175657","900598","167069","450876","47544","108087","175839","161996","416","13427","1178687","2056517","814260","8458","8369565","6989654","7175225","1220922","496482","285844","38753","115403","99","27307","0"
"52","Нижегородская область","3301802","2930326","346442","25034","61623107","3339269","584397","689819","79062","222092","45201","410279","720299","107965","368","30031","862813","1331794","209950","1093563","0","1093563","6900816","1217852","2465331","2038860","16507436","945353","0","0","5302507","27812","38523","50","404151","799","4178144","1156826","2436666","8131374","5590911","1624382","1943159","2655666","5471798","2968330","902861","1600606","1854063","963432","261113","629518","11323788","33096843","11927239","16295832","24131792","19801478","8965685","39746","2974770","858937","3175","2916288","551914","2189446","334633","5276442","126563","2532973","936864","762707","19318","154839","3853503","22731747","4004452","33090","9684334","18995513","15218095","3914031","1645414","1034104","195310","356777","855","134415","0"
"53","Новгородская область","920084","709476","185511","25097","8607806","887963","383316","121735","0","37488","0","22763","56418","2681","0","0","900209","258747","273090","0","0","0","2308333","1700","163436","1223794","527224","128","0","128","0","1213","173400","0","1350","0","123626","349911","537942","122256","115522","111","111461","694703","1183495","606011","192832","384652","380346","315913","1115","63318","1041527","2795733","1429902","1195847","1353226","970613","325","8148","475036","1198","0","264201","117214","412610","132546","249412","37434","37342","124473","111574","0","12899","702712","935153","399679","2488","1755094","2535486","2636479","575082","97641","146638","28533","60303","0","18861","0"
"54","Новосибирская область","4150158","3686886","439846","23426","30861731","4466335","1126436","425581","94","413752","236","185579","416457","41813","6271","15369","349584","381422","383261","186489","0","186220","2072740","1342147","1069632","2997984","5387518","12946","0","0","461597","354946","665091","43252","120171","89288","2499795","1537903","1311031","113747","4022398","15427","2857069","1681908","4521990","2604622","119546","1797821","1095164","689051","85520","320593","8115741","21258211","11170480","7729974","30181110","19929127","14194932","39286","171130","18503","3323233","4585854","2324393","2403328","279067","6452544","99285","1662879","7273257","6271442","85519","916296","4407884","13545590","5365227","36643","7815898","20657819","16570249","3576740","1178842","1017484","178386","503120","215","111183","0"
"55","Омская область","2884066","2757806","111488","14772","15919632","2055348","529298","422711","0","183391","9602","40551","122959","30049","50","17607","63637","138812","94730","1822134","0","1822134","1316412","12067","1216271","457783","1927879","10186","0","0","288301","34655","34","0","48192","6013","1438767","110334","527313","18090","2036008","38196","1995665","2297495","2803091","1609680","315825","877585","792796","199422","402248","191126","4025843","7406711","2731545","3900306","10156146","8137656","121239","18008","3188654","230499","39177","1437268","311546","1306294","137690","1434632","48448","110389","119707","110764","3644","5299","1936777","5361129","1192813","12819","4780077","10641014","9211337","1658951","678531","439590","83311","169968","94","68195","0"
"56","Оренбургская область","2673399","2604929","59729","8741","15763157","1124337","341234","268266","187","83602","0","30335","56503","14535","0","14168","41711","12181","29445","949978","0","949978","538691","957","143145","984373","10091276","2786100","0","0","647238","18961","680678","0","8155","0","19617","178028","496224","290452","241060","67","612","436707","3309913","2285183","630252","394477","806835","411801","22832","372202","3058424","5206101","1349170","3267829","5094731","3275338","420100","21788","896313","494","0","1521829","297070","845853","71810","603602","56333","192170","350011","314177","5731","30103","1186066","1967763","1424989","14401","4860523","9384630","7916585","1164517","371676","376633","48467","158758","276","67316","0"
"57","Орловская область","3174042","3169397","2205","2440","6050359","1009597","107885","27112","243945","29874","0","35607","143171","10047","0","9209","25525","28792","12195","1008","0","1008","30012","78853","201505","950659","1060496","36539","0","0","331","6846","90316","32127","209871","189976","518114","224699","1075921","408241","3975","0","0","202068","1049646","477677","198724","373245","313666","162288","4871","146507","995501","2919067","1369540","1308408","1197857","656044","1675","8256","145641","135","0","405309","136369","302101","35247","282046","27894","36993","74570","61917","143","12510","419814","559800","384566","1316","2072263","3839694","3070266","429389","87001","161779","22273","68047","57","28976","0"
"58","Пензенская область","3390777","3336881","47599","6297","12020142","1725615","51091","213922","264244","594708","1323","34247","103674","58442","0","27219","260144","624646","83934","46","0","46","166933","153524","106112","480487","1946112","35","0","0","0","3399","11908","0","238961","41482","2420518","220351","1129844","203472","61151","0","0","1644859","1508860","953139","338742","216979","458998","234025","30989","193984","2294015","5833697","1941019","3514751","1861399","1268778","1839","21685","171564","62","37","390543","201979","435707","58992","562185","32005","42391","137505","117093","5955","14457","960586","2047146","5020705","4582","3125128","5392384","4965131","828472","252254","288240","41932","134039","371","44028","0"
"59","Пермский край","2360470","1807252","547421","5797","50309202","1882047","352946","789970","1294","158987","2433","236685","307557","60657","6","57248","834686","1406141","917474","1434459","299428","1135031","11466167","293288","861936","1933253","9307320","840799","0","0","14177","145384","1218073","0","233730","143958","1914661","1541916","5820047","90160","6421065","52287","6051521","3418263","4577183","3392601","614729","569853","1291371","841351","40891","409129","7105638","12989444","4929794","6661330","7033837","5099018","104861","35668","1587254","226669","507","1331486","376157","1908712","208812","4385380","59981","2415894","537402","377139","59953","100310","2277222","6688196","2307796","17255","6968930","13041874","11588116","1827935","554364","715209","146050","256320","532","97876","0"
"60","Псковская область","1608938","1386810","206938","15190","5356937","1487700","1029147","137769","0","17054","0","31649","184244","133281","0","126329","194688","16309","63535","0","0","0","46356","6758","270261","154266","246293","1182","0","0","9681","0","468","0","10519","62","50832","1280579","460236","13971","56132","1010","111","642793","1088182","531278","96277","460628","447244","192070","1931","253243","741362","1968229","562915","1229604","1437077","900816","1464","7578","323964","5834","68","396330","134029","385593","96557","263437","18412","65106","57807","52340","545","4922","387207","483568","317679","2118","1885961","2388681","2832502","480687","85035","151998","22295","62317","0","18717","0"
"61","Ростовская область","7690285","7462827","68207","159251","37685743","3596429","385116","464302","42","201282","196666","682930","1284662","178438","99","169237","249741","521629","180618","534993","0","534934","1383786","89176","1758101","1885531","10053021","223061","0","0","1662182","138696","762849","716","261776","241235","1013701","1144010","4692651","506404","5602305","17922","3911130","1929669","7234582","4968982","1161517","1104083","2620447","1903430","109633","607384","9123503","22230843","10371597","9402538","22251588","15839507","11373893","55624","378028","449471","526870","4747511","688229","2477041","362532","2562746","173340","436875","1595705","1484167","34998","76540","3560625","7990545","4808893","25245","10847006","18608123","16590517","2975103","875172","1041087","204590","452317","979","203840","0"
"62","Рязанская область","2800572","2658498","122653","19421","14096890","1461418","86132","357286","13643","100633","30","253027","204259","216328","0","3591","359829","37844","127980","943134","0","943134","417267","323443","867830","1678439","2040774","2894","0","0","6220","146155","215269","173986","257665","146981","1687484","242691","1197160","625943","105237","106","1764","1206140","2193016","1343001","447755","402260","434148","214142","36633","183373","3866744","5420209","2186654","2681566","2490603","1536921","43517","17880","661096","112494","1383","648962","190843","512163","79936","1521291","27263","850348","301203","253743","6782","40678","1092521","1445038","758721","3849","3164451","5863247","4851230","1019735","220804","277171","50497","122372","6643","39478","0"
"63","Самарская область","2872931","2685393","145608","41930","44220536","4175444","547340","380620","86","730841","8536","185802","89073","31270","0","25368","110313","235885","86885","2964377","0","2964377","5713265","830802","1437966","1766354","6321766","21112","21062","0","55940","9345","1154181","214","82734","7088","351706","2135876","2603902","8802532","4260642","144530","3978161","1377299","4939074","3402484","863497","673093","1522808","781727","72581","668500","10346563","17941766","8039808","7208714","22147457","17219045","9382530","29897","3428761","320436","392","3936219","671365","2763060","325704","4545488","88741","1168422","49055600","48664894","337730","52976","3377918","10484808","4659195","32241","8200087","15153443","14448524","2513284","1257176","1020597","148920","376542","282","153685","0"
"64","Саратовская область","4027338","3935296","72824","19218","18057851","2567092","1055835","218777","76932","30237","50","131512","252210","5096","0","1427","57359","106070","63675","501090","0","501090","578823","270188","649931","1024401","3316011","997779","0","0","27959","19977","589","0","7586","543","1782191","589143","1947130","368767","2250481","27087","1115276","1566394","5236755","4320131","552524","364100","892849","618885","38407","235557","4155435","7262846","3037682","3458439","12242288","9845206","6692783","25653","1497009","70881","0","1990670","335531","1111783","117272","1229625","46467","86093","361611","219811","4094","137706","1685609","2843053","1655422","10422","5192957","10936962","9389292","1385126","382587","531016","100077","233973","99","92884","0"
"65","Сахалинская область","4302845","707519","149444","3445882","1466530","656961","36946","65360","0","74178","0","1154","8446","81","0","0","36000","114","28461","67","0","67","55769","0","22197","133092","83868","0","0","0","0","2982","0","0","0","0","9633","525","323","446","1823","1376","447","353392","2885978","1250022","155398","1480559","629920","447248","2590","180082","4700586","3264204","1358042","1653513","5604289","2247914","1109","86879","715229","497397","648045","2036672","174261","837041","155162","553843","93980","88469","1789784","1784839","2487","2458","1267654","2828107","924438","6998","6139387","7735319","6662863","1365405","364269","240407","28613","146053","51","30695","0"
"66","Свердловская область","4557085","3681010","869703","6372","94891816","3621016","599601","1102188","78","317154","2748","201868","414325","34344","0","16575","1403711","298094","349003","5705","292","5375","5205767","419293","1907189","5661282","40304384","7724638","0","470287","6493271","221568","13393611","209454","628700","73134","4347362","2956869","6295327","369079","13000936","14116","1071366","7776360","9714639","6660845","885827","2167967","3377484","1480039","247358","1650087","17114439","42066294","19250812","20246855","32926777","22851982","15065868","57740","1890626","5562","2255523","7056988","756722","4404813","558784","8111953","193625","1980971","3214459","2959250","78466","176743","5784973","18517309","6936033","70482","14098058","31601480","24119363","5209406","1894343","1603960","233749","724099","2186","184345","0"
"67","Смоленская область","833579","692630","112119","28830","11979441","1743424","827656","153896","0","43688","50","137409","524431","17186","0","16984","503145","16912","65221","1397","0","1397","1318730","16297","945164","678871","2866695","255960","0","0","102","40009","32700","0","38571","4739","1021935","468653","347401","385277","213904","63","0","663651","3486416","2728324","199533","558559","509172","303153","8687","197332","1679922","4957127","2443977","1783053","2818681","2147425","9791","12126","220665","0","75","505414","165767","399794","44557","487203","69623","42209","165127","56297","69398","39432","601532","968219","763677","4584","2404320","4046401","4110678","646311","156656","223414","29479","88745","550","27405","0"
"68","Тамбовская область","5641039","5495047","140907","5085","8853971","1805424","149645","75634","553906","99286","0","168570","129162","70322","0","8025","135592","23299","10162","0","0","0","1292463","0","51928","238500","687966","238","0","0","350280","0","0","0","42060","50","2226738","166054","372352","637","768181","229","271","607335","1446947","903614","270959","272374","205154","99762","11769","93623","1320113","2768206","1013057","1476702","2060635","1372871","808","11943","895206","0","0","545442","142322","327339","28345","418976","7289","68369","57389","46086","733","10570","519230","1148914","763867","4577","2443386","3773009","3682600","487709","139069","188940","26573","82630","7221","32010","0"
"69","Тверская область","1937009","1688304","229021","19684","15982361","1570046","572541","204824","231","344569","50","176388","316659","249619","0","137219","873556","278974","385545","19067","0","19067","346192","61036","463913","518330","4122738","20966","0","0","4904","8081","19328","67","68653","65558","386072","610764","1495286","292661","2847230","28966","416460","623666","4096053","2781871","391979","922203","584851","299157","60091","225603","2056032","5696520","2725001","2345094","3316529","2212267","33954","29712","270812","46714","230645","508283","318620","897245","372276","945855","42989","72397","199256","168694","1370","29192","1273101","1916509","1153256","9517","3880044","6242576","5856964","1064229","229469","338063","48266","160474","259","43060","0"
"70","Томская область","1798901","1445273","347636","5992","8614158","1105276","371610","221362","0","357117","0","5552","52169","44551","0","43901","752971","3865","138797","176842","0","176842","732596","237388","86929","316923","1737383","4461","0","0","12","0","1376591","0","43131","0","129053","1239411","475060","-190","91471","44830","114","930994","2673395","1818993","147000","707401","494513","292231","42787","159495","2595953","10595387","3385303","6881391","4598114","3619883","11900","11923","1817621","248998","44193","502611","182429","820008","46899","1105070","18366","106990","171873","158021","2932","10920","886050","4486111","620455","49937","3512532","9734541","6081182","873869","107367","320331","45501","129495","3614","32565","0"
"71","Тульская область","2263081","2239417","18690","4974","33733712","2822820","519370","471752","491","338473","7427","148548","276934","148538","0","121854","167150","326944","76831","102","9","93","4839715","238543","590193","1620785","15767914","3642484","187","0","33804","233445","238986","0","319452","305374","1797992","753074","1060773","1309626","402234","945","3076","1039096","2708039","1024732","759958","923348","668952","424013","71911","173028","3435171","6108338","2630712","2479891","3231648","1464529","2894","26880","177841","13434","165","1573824","179696","763409","117691","1065005","33581","93381","236504","202500","2696","31308","1179404","7284721","1711645","7080","3648630","8464055","6994873","1685637","660037","435211","74330","182692","6139","45162","0"
"72","Тюменская область","3275297","2813075","384702","77520","13501911","973447","167195","207771","0","104824","0","19517","55989","1426","0","1155","208769","87999","55198","728828","0","728828","2356124","236256","436847","827853","2057939","470850","0","0","10181","176296","51723","0","256","256","1103755","411130","1593071","208363","65786","59700","592","1968790","3599138","2679412","319451","600275","998591","406861","23373","568357","11895614","7582631","2669729","3612344","12950975","9953936","89295","24457","7478305","274773","263787","2165770","292709","1591354","189530","1853553","85908","186834","359587","258406","4924","96257","2077340","9480749","1817953","27442","5146821","9873675","10474166","1779817","801485","513050","120959","216264","150","61722","0"
"73","Ульяновская область","1059043","967173","83543","8327","9316234","881239","56687","180029","118720","77181","0","93794","128014","6819","0","6094","216415","74230","153576","86820","0","86820","66748","3139","357037","665140","1479555","38896","0","0","14462","18240","83506","0","270032","189520","764842","430955","574392","2175829","339229","52160","245344","741280","1836394","1177168","313858","345368","598556","400062","27859","170635","1559109","5158683","1197411","3545387","2506509","1488725","18369","12606","41","4998","431641","386066","195079","603959","55274","1166275","47822","39844","156187","96645","9070","50472","782336","6702164","800582","16891","3050263","6199375","5302604","772982","290817","227799","35102","103222","0","39309","0"
"74","Челябинская область","3840100","3677851","145251","16998","77366028","4491075","410110","651279","0","207632","28","236076","211280","105621","0","94501","191399","228155","129512","289119","287897","1222","4024558","228630","1068727","4972510","29852560","12217479","1102701","0","1834542","977610","1642035","6","521538","54251","2181529","1297755","7070726","11442386","2261900","2071","1133209","6874850","4749323","2500054","520383","1728886","2184978","1130676","43586","1010716","8345396","14542098","7002943","5162370","14823880","12791973","7427645","38226","908117","237","6699","1555952","469019","2043510","234089","2464088","110178","398000","2293700","2144403","38376","110921","2954410","10076799","3469799","15279","8702641","19273434","15406955","2845575","1167009","1161466","137114","365495","2033","127171","0"
"76","Ярославская область","1812948","1713791","93426","5731","20156197","896196","250948","255577","0","111182","67480","160933","241263","234391","371","110442","208237","482763","137498","1020557","0","1020557","1555917","125593","1981083","661375","1181922","5652","0","0","327","250","2271","0","66480","51002","722879","1120306","1805790","1604504","4973899","593510","4004840","862429","2956812","1051782","281915","1623114","961311","630679","49688","280944","3215154","5760888","2999929","1944150","13997363","12826004","10705172","13432","866257","106277","84","870883","194115","1231469","271999","1632587","33304","232420","12269020","12246375","444","22201","1034453","3046239","1662158","5190","3347604","6964524","6040255","1469379","634442","472682","50281","228547","0","45446","0"
"77","г.Москва","2141340","1737038","189834","214468","205371248","25199008","4961312","5206200","21104","3751565","50238","1871257","4710303","1354448","0","1209790","1820979","2665223","3762721","3536532","0","3536532","11083708","9622847","7003557","7081205","20187240","621770","54","0","182836","137933","3177872","108658","259007","40070","19624742","8302822","12579493","2866257","26030793","184559","21764963","32266310","47228072","37870680","2594464","6762927","16680759","6969047","2462476","7249236","196115043","421965630","227739107","161966883","184801272","99609203","34538525","845247","4144269","2116081","21133727","53587629","8354632","50023961","6635929","241847681","8006389","33550007","317932826","261896819","33316242","22719765","71761771","341941884","85569192","1317724","78929782","143698478","131085177","41049095","16221900","20872983","4301117","6155228","143576","5969902","0"
"78","г.Санкт-Петербург","872485","483376","278885","110224","122079988","6441320","848270","600133","4313","5089232","1123150","1320002","3166726","339237","77","208375","1113124","1886335","1958627","7316657","0","7316550","3330697","6636057","3197072","4051501","12602161","514023","294","0","266244","249522","62778","3924","504960","264494","15755459","5338132","15786598","1990995","15002240","10078829","4115351","8634666","14396953","8241632","2112267","4043054","4520142","64409","2517742","1937991","66306346","158207008","66239990","83297620","84209534","48463894","21304899","441598","2624146","2083832","6854820","23807222","2999766","15226498","2262741","52019235","663630","24095959","48046344","46336635","298008","1411701","20205285","80471616","23069626","238162","19089706","70107403","53989622","14867019","4301906","4413914","669946","2007292","72822","690985","0"
"92","г.Севастополь","184335","132024","2229","50082","1085022","124913","12187","13293","0","51448","0","4709","12577","3448","0","3388","7161","4631","8995","0","0","0","5587","0","28761","82333","72884","0","0","0","0","159","0","0","53","0","6840","14420","17122","54","451080","451080","0","188059","533382","342309","116441","74632","149332","68253","3485","77594","1805115","2187512","435055","1628325","856523","543607","246","3395","0","17811","44","290696","4365","438874","57830","349818","4794","28082","63210","45648","4407","13155","631404","755736","398386","2668","2507016","2211287","1965839","507839","123676","153585","27789","85571","0","24919","0"
"79","Еврейская автономная область","97010","48502","48508","0","385421","29492","11622","1239","0","2961","0","2","7741","3970","0","3970","30017","6643","638","0","0","0","2868","0","10776","249154","11811","0","0","0","0","178","0","0","740","740","59","0","18420","0","1716","0","0","9153","443553","115046","17761","310746","27821","9895","0","17926","118177","361957","53902","282868","195637","132388","4003","1145","0","0","0","31123","32126","40817","7329","59384","8684","23633","15777","15369","144","264","129410","122155","34765","591","836852","988979","1068757","142930","38136","34292","3150","18383","0","4162","0"
"83","Ненецкий автономный округ","233340","137169","50","96121","133556","84276","54558","50","0","242","0","89","915","0","0","0","1370","0","1862","0","0","0","4448","0","953","29953","709","0","0","0","0","0","0","0","50","0","61","0","115","0","146","92","0","8417","386484","237145","24203","125137","34096","0","9621","24475","167506","252388","70820","168976","564707","89253","124","898","0","18665","279572","149630","27587","114211","11373","106554","12946","22763","30439","30039","0","400","81141","171321","67058","229","595183","865758","563725","119620","3304","45747","2589","22105","0","474","0"
"86","Ханты-Мансийский автономный округ - Югра","677722","105273","530036","42413","7102548","402483","121650","9039","0","32126","0","8386","11964","438","0","238","391963","566","36474","1439328","0","1439328","73764","101","37495","352116","865060","1646","0","0","645","8867","0","0","0","0","13322","12783","221006","36805","28792","25256","655","3137576","8611728","6921703","94997","1595028","1331484","535103","374917","421464","10559172","5221958","1485094","2532639","25936794","19404791","554408","43034","11762952","394746","3283467","2617237","236553","1748482","123356","2017886","78778","136236","1934537","644087","1212309","78141","2178463","3886555","4360738","36279","10886300","20490389","17822454","2777693","856000","834267","98102","216644","6021","62636","0"
"87","Чукотский автономный округ","387731","340937","21450","25344","310189","62671","8527","16803","0","1013","0","7","291","0","0","0","43","0","234","0","0","0","52","0","184","31","335","0","0","0","0","0","0","0","0","0","0","0","0","0","1588","1588","0","243740","2620801","2027212","34094","559495","13017","3558","5757","3702","775788","728470","401599","316437","931274","80647","0","1774","0","150285","240674","410351","49317","190119","15910","69008","19192","4750","36384","33512","2872","0","63432","307686","76208","106","1537766","1297909","953524","210210","14757","37326","1263","12818","0","1954","0"
"89","Ямало-Ненецкий автономный округ","415114","216425","34297","164392","2239465","196358","104470","405","0","10928","0","1680","4451","525","0","525","8262","50","6867","610006","0","610006","24416","50","5128","296258","171131","157742","0","0","0","0","0","0","0","0","925","144","18735","698","50","0","0","882803","7858037","5021697","102830","2733511","161536","2673","35004","123859","5364465","6242225","5236331","706036","11261758","7440165","734382","18495","3819117","110370","1170600","2413035","127588","1137195","177849","742420","63166","70816","657071","629934","22308","4829","1197541","5778605","2707688","6021","8531406","10214477","6852282","1413003","385963","509170","26039","126759","341","19073","0"
