GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147
Республика Адыгея;19672377;19665011;2099;2664798;2668390;26683892;285;19717;19495;214441;6;33124;0;13673557;13670165;68350827;1998;30;0;130230;129675;778054;80;1100;1100;9554;5;0;0;0;0;24418;24418;122094;45;2559288;2566999;17420664;1004;418703;416100;358;13322;13322;6;559902;557481;552;12992;12981;173;0;0;0;228;228;11;150;4;1;15;15;1;16741119;16770764;1974;13362203;13388970;1951;545070;543585;97;7612;7612;15;335261;337607;301;23768;23768;40;2457143;2459163;960;9982;9982;26;75;75;1;0;0;0;33275;33258;20;3300735;3259718;2161;0;0;0;474949;373882;67;0;0;0;905918;3611754;722351;257918;51584;7242;663525;0;0;0;0;0;0;0;0;883171;176634;6105;1222;1;175411;0;0;0;0;4494925;898985;264023;52806;7243;838936;278922;16455;295377;7106;0;2;0;905919;33259
Республика Башкортостан;637805536;636894759;47308;18760460;18430725;184306049;3728;4447;4632;50969;19;3416509;0;461999679;460899660;2304593114;45845;-163168;0;5328062;5909641;35457836;834;3958;7911;72517;13;0;0;0;0;682301;671752;3358758;305;123778399;123087120;747894464;18450;20106963;20787613;7190;536734;537080;96;23997705;24598411;10717;893791;887662;5888;342;342;2;1510;1455;38;48607;4461;35;133;98;19;587500932;587047122;45164;438291590;437268032;44874;4961519;4953812;804;881924;996135;332;21133628;21955070;6961;673590;663132;288;120729747;120383862;17082;824435;829141;548;753;753;10;40527;38837;10;12654505;12654354;306;68840991;68339085;50970;0;0;0;30396489;30305670;555;6915973;7049841;108;447261134;48289641;9657927;12016219;2403244;928811;6325872;1301530;260306;139430;27886;23626;208794;24;0;46130550;9226109;24089327;4817866;16556;4391687;0;0;0;0;94420191;18884036;36105546;7221110;945367;10717559;67988481;2298706;70287187;263679;10020;29;0;447457863;12561503
Республика Бурятия;43417674;43149505;3491;3820816;3812222;38122203;682;221;221;2427;8;37010;0;26825746;26747078;133736908;3247;58;0;38789;36986;221922;60;22292;22292;113749;4;0;0;0;0;207482;207482;1037406;26;9961836;9858633;59828482;1117;2284156;2282140;476;64999;64999;7;2509452;2467052;887;66204;65309;477;0;0;0;11;138;8;3259;788;3;-10;0;1;42302021;42073337;3178;30820031;30999186;3142;453033;453110;98;43294;43239;20;2127319;2106342;426;227281;207482;26;8587267;8234059;1044;43683;29888;58;10;10;1;152;152;1;4406580;4429496;181;6291029;6182474;3646;0;0;0;9504768;9462096;301;251528;254616;9;57355652;13539425;2707887;3248959;649793;242744;1815350;2455;491;0;0;0;491;1;0;1900680;380136;5173;1034;211;378891;0;0;0;0;15440105;3088023;3254132;650827;242955;2194241;2575241;212750;2787991;0;0;0;0;57355652;4428442
Республика Алтай;17454934;17522866;1249;1730093;1760061;17600590;174;1125;1449;15936;4;314;0;12650648;12683766;63418885;1201;-412;0;84277;86667;520003;34;0;0;0;0;0;0;0;0;2618;1636;8182;7;2311590;2315319;15798636;512;655708;653999;249;0;0;0;674711;671545;372;34376;34364;76;0;0;0;121;119;6;3502;3502;2;0;0;0;15807372;15923057;1157;12612198;12724288;1152;167067;166807;26;60252;60179;7;591016;589325;213;2618;1636;7;2357328;2363929;490;16893;16893;10;0;0;0;51;51;1;227541;227541;25;2776538;2711236;1249;0;0;0;1320814;1300911;46;0;0;0;3628182;1188697;237739;140019;28001;4666;205072;0;0;0;0;0;0;0;0;9103236;1820647;2185029;437006;1852;1381789;0;0;0;0;10291933;2058386;2325048;465007;6518;1586861;237461;0;237461;1012842;155889;3;0;3628182;227541
Республика Дагестан;35711182;34928189;4764;1563524;1548650;15486528;440;2258;2940;32343;14;53586;6;28117086;28133254;140664945;4497;645147;0;1053783;1053245;6319467;104;247;247;4534;1;0;0;0;0;22434;8204;41022;22;3170637;3116650;19009549;1101;985560;969997;582;0;0;0;1079935;1056654;828;11434;11387;96;0;0;0;82;82;1;484;655;4;153;86;4;29598318;29181923;4452;25490754;25074561;4367;345245;373268;146;93406;79230;49;1111574;1096608;673;21559;7329;20;2500048;2515268;819;11001;11001;21;24657;24657;1;0;0;0;43744;47819;15;6276891;5909434;4702;0;0;0;193687;191532;81;38780;38780;4;3089662;3613438;722689;553734;110747;3058;608884;5863;1172;1424;284;1;887;6;0;215424;43085;19712;3942;383;38760;0;0;0;0;3828862;765774;573446;114689;3441;647644;157644;0;157644;0;0;0;0;0;0
Республика Ингушетия;5682976;5479467;1036;203644;201011;2010110;38;11;6;64;1;-131499;0;5094767;4850709;24253538;1004;0;0;8082;9597;57583;11;0;0;0;0;0;0;0;0;0;0;0;0;355745;267708;1609334;102;152224;150139;84;0;0;0;152224;150139;84;258;258;1;0;0;0;0;0;0;0;0;0;-3;0;0;5252280;5059489;989;4754381;4654215;980;21282;21282;10;0;0;0;94811;94568;58;0;0;0;379389;288954;76;1945;0;0;0;0;0;0;0;0;3992;3992;2;502250;491455;992;0;0;0;76648;74702;7;7769;7769;3;70825;576404;115280;529479;105896;402;8982;7410;1482;0;0;0;1482;5;0;7919;1584;0;0;0;1584;0;0;0;0;584323;116864;529479;105896;402;10566;19837;0;19837;0;0;0;0;70825;3992
Кабардино-Балкарская Республика;21641342;20903232;2704;1420471;1409620;14096200;554;10371;10385;114230;11;617199;0;15775592;15710472;78559807;2411;7297;0;376062;375612;2253156;95;-36;0;4031;0;0;0;0;0;10720;10720;53604;16;2923880;2880502;17689354;739;283379;276775;301;0;0;0;503483;497268;438;11317;10313;80;0;0;0;135;135;2;719;719;3;0;0;0;19405435;18732851;2533;16209482;15561744;2492;604912;617266;116;14204;15715;11;371846;376210;325;10394;10561;15;2182170;2139200;627;9860;9759;14;2;2;1;0;0;0;1012;1012;5;2505913;2506847;2660;0;0;0;381998;323227;63;271;271;1;1694148;4034384;806876;735536;147107;7507;652262;5462;1092;1817;363;819;-90;7;0;1665155;333031;57403;11480;15808;305743;0;0;0;0;5699539;1139907;792939;158587;23315;958005;563805;29;563834;18387;1012;10;0;1694148;1012
Республика Калмыкия;4091971;4093133;656;157525;155135;1551337;114;845;808;8887;5;-16908;0;3504117;3490400;17451995;588;-906;0;12779;11813;70879;29;-189;0;0;0;0;0;0;0;1529;1529;7648;9;324183;324901;2029419;177;91035;90562;100;0;0;0;108808;108330;138;15410;15340;86;0;0;0;135;25;2;0;0;0;0;0;0;3434506;3456710;571;3017900;3038140;563;794;794;3;5988;5988;5;87259;87326;81;1485;1485;8;299186;301081;158;14974;14974;11;0;0;0;0;0;0;3769;3769;2;1537887;1516805;702;0;0;0;861569;861628;12;1206;1206;1;76632;529566;105913;109845;21968;253;83692;0;0;0;0;0;0;0;0;28187;5637;1137;227;3;5407;0;0;0;0;557753;111550;110982;22195;256;89099;35760;0;35760;0;0;0;0;76632;3769
Карачаево-Черкесская Республика;19760207;19502676;1774;1191347;1188451;11884507;233;4480;4478;49256;9;233808;0;15567696;15535606;77674631;1635;176;0;27363;33319;199911;59;0;0;155;0;0;0;0;0;32447;32424;162122;23;2361605;2342621;14570043;518;235952;234148;201;535;535;4;345254;337407;320;8704;8704;52;0;0;0;73;73;4;8;0;0;40;40;1;17991631;17803854;1681;15072388;14922884;1655;330773;330629;35;47167;46605;24;486855;484067;200;32373;32350;22;2013151;1978396;458;8924;8924;14;0;0;0;23;0;0;7460;7460;10;1853438;1793215;1767;0;0;0;124726;98316;18;29666;29592;6;1398123;673895;134778;143666;28733;10992;95053;19345;3869;3571;714;0;3155;11;0;432886;86578;2111;423;2502;83653;0;0;0;0;1106781;221356;145777;29156;13494;178706;33866;0;33866;7320;0;1;0;1398125;7459
Республика Карелия;43943087;43768426;4915;1668525;1668561;16685620;516;45;0;0;0;165042;0;35025271;35018004;175090141;4744;0;0;159429;159110;954665;91;0;0;0;0;0;0;0;0;96420;96204;481021;78;5076592;5072915;30918236;2169;1387186;1378966;821;224194;220325;10;1751760;1740698;1324;78611;78115;1141;24;24;2;231;229;5;9812;47;3;0;0;1;35184857;34967713;4632;27709627;27577417;4580;1075818;1075966;168;84564;84477;42;1437510;1441193;723;96327;96155;78;4728154;4643265;2046;52857;49236;136;0;0;0;353;0;0;1678263;1683071;217;10912076;10912338;5589;0;0;0;3730151;3703223;415;275584;275584;20;35509509;4999045;999809;1286097;257219;116834;625756;0;0;0;0;0;0;0;0;4454498;890900;3441;689;1855;888356;0;0;0;0;9453543;1890709;1289538;257908;118689;1514112;1343331;2267052;3610383;0;0;0;0;35509507;1676945
Республика Коми;110842538;110867310;3839;1145906;1137067;11370665;394;334;349;3842;3;20362;0;98649645;98658332;493291659;3760;799;0;127639;148203;889216;79;0;0;0;0;0;0;0;0;263867;263363;1316815;82;8637712;8662936;52502908;1561;1718645;1714216;566;5095;5095;7;1991999;1986089;1058;148431;147067;2372;0;0;0;1417;1267;23;10252;7019;4;4148;4148;5;87940327;88010777;3527;75948176;76001659;3497;1352998;1352997;55;49759;49759;33;1805496;1805940;469;263866;263362;81;8415392;8432618;1478;104641;104443;149;0;0;0;2937;1905;3;18174945;18180955;68;21216437;21161965;5939;0;0;0;16324207;16325091;182;1939812;1940039;31;267230114;7332919;1466585;775603;155122;54006;1257457;302;60;0;0;0;60;2;0;26242164;5248434;21232;4247;142;5244045;0;0;0;0;33575083;6715019;796835;159369;54148;6501502;1084000;858699;1942699;100;0;1;0;267230116;18169411
Республика Марий-Эл;56195816;51430091;5089;4978535;4977754;49777546;618;2505;2505;27552;4;3792701;0;37280326;36312094;181560668;4923;-2419;0;719070;719257;4315529;140;0;0;0;0;0;0;0;0;192721;186467;932338;86;8028098;8027941;49417705;2395;1103247;1101590;733;3925;3925;5;1204270;1202036;1233;34678;34217;504;0;0;0;629;664;20;3544;49;4;0;0;0;49958883;45203457;4795;40149632;35391473;4763;759106;759691;128;70081;70095;62;1166068;1168125;696;192548;186293;85;7606518;7608637;2269;19098;18544;49;0;0;0;597;597;1;75437;76603;21;6686071;6678860;5437;0;0;0;480157;485107;75;62180;62180;11;7542551;6372320;1274463;1561913;312384;130926;831153;14041;2809;12275;2455;51;303;4;0;2340090;468018;1098093;219619;7599;240800;0;0;0;0;8712410;1742481;2660006;532003;138525;1071953;1394647;353419;1748066;1463;0;1;0;7542552;76274
Республика Мордовия;65485238;65431944;6074;8942380;8933206;89332084;1054;4867;4867;53538;7;9119;0;40504679;40490598;202458612;5765;-35;0;2411535;2411090;14466533;168;0;0;0;0;0;0;0;0;78888;74373;371862;97;10826147;10815381;71998864;2798;2571884;2568584;896;32;32;3;2708023;2700764;1515;51335;50751;524;0;0;0;427;1041;7;559;191;3;0;0;1;58781816;58706845;5641;43263076;43314636;5597;1705179;1705257;153;144547;144387;91;2225033;2225643;783;78708;73997;95;11286572;11189474;2650;42064;42395;106;0;0;0;0;0;0;75546;75531;12;9361066;9306650;6229;0;0;0;2678715;2594516;207;868755;868755;34;10386541;8076847;1615370;662547;132507;156107;1326756;0;0;0;0;0;0;0;0;14039302;2807862;14697711;2939542;11206;-142886;0;0;0;0;22116149;4423232;15360258;3072049;167313;1183870;2103633;103181;2206814;0;0;0;0;10386541;75312
Республика Саха (Якутия);80203341;79946063;3764;1419931;1416605;14165963;433;2152;2152;23673;9;-50846;0;62240282;62056209;310178991;3624;-89;0;68017;66734;400397;82;973;973;4862;2;0;0;0;0;1528084;1507460;7537296;88;11935392;11841710;71252241;1419;2336335;2312371;591;142058;142622;7;3060258;3036845;1016;317167;315206;738;40;40;2;-59;9;1;1375;189;1;0;0;0;74724863;74695516;3417;58564237;58408320;3384;708756;704292;68;38397;20514;12;3103121;3103177;525;1528462;1506891;85;10630896;10802831;1319;151447;149942;136;0;0;0;0;0;0;18155749;18137950;145;16587720;16374673;4134;0;0;0;28950416;28822393;366;2449531;2454425;25;321543018;10515950;2103189;2464745;492952;227090;1383147;0;0;0;0;0;0;1;0;161250389;32250077;36211096;7242219;57782;24950076;0;0;0;0;171766339;34353266;38675841;7735171;284872;26333223;247506334;1842849;249349183;0;0;0;0;321543019;18108177
Республика Северная Осетия-Алания;14807679;14908027;2051;1081284;1078725;10787250;224;5488;5199;57191;9;31202;0;11091871;11149979;55749976;1850;-103518;0;329137;342712;2043168;114;40;0;9269;0;0;0;0;0;5949;2737;13679;12;1876643;1795839;10950502;594;478337;450327;268;3281;3758;7;488823;475023;390;7215;6174;127;40;40;2;7;7;1;2892;0;0;0;0;0;12719177;12913130;1917;10319137;10577737;1882;149270;150760;77;9530;9479;26;602190;594717;267;6455;2562;10;1625224;1570551;529;5659;5628;17;0;0;0;0;0;0;62680;62095;46;2344812;2258985;2083;0;0;0;328864;296785;80;-855;59;1;2436027;1989304;397862;628024;125607;294247;-21992;1850;370;3637;727;0;-357;1;0;631402;126279;1046678;209336;896;-83953;0;0;0;0;2620706;524141;1674702;334943;295143;-105945;58874;10134;69008;197784;4529;18;0;2436026;55026
Республика Татарстан;1010595524;1011057245;76493;35408819;35435254;354352548;6016;56663;55583;611401;59;-159047;0;692380715;692915978;3464580027;73846;-1659;0;3368449;3393939;20363636;1295;4926;5713;29431;11;127;127;3085;1;697094;692802;3464006;379;226454198;226292144;1392843709;40765;48125046;47589064;18617;1088565;1291456;73;52382949;52013301;24099;2217782;2216416;1451;1180;632;4;2516;2906;70;180019;71148;51;7924;7931;9;915993388;917628144;74177;620886662;622769400;73632;27567789;27547170;1733;2205626;2178449;572;55477291;55489114;17475;682750;682207;370;207082259;206868694;38053;2092109;2089861;538;44;44;6;25501;24261;5;9611809;9587834;330;126055935;124963652;75386;0;0;0;39163760;38841953;1121;13920845;13991278;172;553024109;82715600;16543120;22781831;4556364;1718594;10268162;308141;61627;26104;5220;450;55957;50;0;343655550;68731112;110946516;22189305;156685;46385122;0;0;0;0;426371150;85274232;133728347;26745669;1875279;56653284;22688903;2768359;25457262;221016;907;38;0;553390720;9317356
Республика Тыва;3840579;3791656;324;57304;57307;573075;26;19;19;214;1;25485;0;3054481;3036391;15181954;309;510;0;659;659;3950;5;0;0;1056;0;0;0;0;0;73616;73616;368080;17;517727;509380;3056669;83;52225;46276;42;139;139;1;111187;105284;70;65833;65833;38;0;0;0;0;0;0;0;0;0;-20;0;0;3097878;3060555;260;2359265;2325646;257;102423;102423;6;32569;32569;3;110064;108035;35;73611;73611;16;357632;355957;74;62273;62273;17;0;0;0;0;0;0;929457;929408;24;1069072;1053992;334;0;0;0;1194369;1184016;32;11318;11318;4;12392325;402820;80564;40745;8149;2410;70005;218;44;0;0;0;44;1;0;3702915;740583;9975;1995;2437;736151;0;0;0;0;4105735;821147;50720;10144;4847;806156;326707;0;326707;16676;104;1;0;12409000;929526
Удмуртская Республика;166702666;166387533;21736;8472373;8468552;84685868;2092;943;943;10377;13;283020;0;120803735;120715151;603589075;21090;-1405;0;295440;397497;2387390;327;0;17;166;1;0;0;0;0;274824;274606;1373037;192;30881764;30853440;188812405;10445;4458600;4457319;4253;68228;65964;25;5693800;5670256;5933;147773;123541;807;0;0;0;2540;2501;39;3552;1902;24;-9;0;0;133513964;133246311;21165;96356533;96134463;21032;2636758;2634090;403;162226;165463;180;5498901;5485539;3964;272878;272634;187;28519793;28488624;9792;68369;66867;165;0;0;0;2;2;1;2982830;2984170;145;32923418;32849465;21809;0;0;0;2553773;2517384;334;1793022;1803943;74;100192246;21506674;4301333;5319965;1063991;286097;2951245;19769;3954;11842;2368;0;1586;7;0;73407022;14681405;52926858;10585370;3323;4092712;0;0;0;0;94913696;18982738;58246823;11649361;289420;7043957;3699513;1747093;5446606;0;0;0;0;100192245;2916744
Республика Хакасия;35798222;35741948;2725;854370;865787;8657877;406;2622;2622;28839;9;45382;0;28029286;28022119;140110653;2621;459;0;92165;90612;543677;68;191;191;1003;1;0;0;0;0;123380;123411;617060;51;4417180;4367642;26460352;1057;2158316;2189096;405;1382;1382;5;2233375;2263303;666;16578;16737;394;0;0;0;-4;482;11;9565;29;2;0;0;0;31528744;31467707;2489;24003197;23964008;2464;659378;659378;46;335312;335312;32;2047064;2031461;367;124325;122964;49;4333755;4328871;1002;25713;25713;31;0;0;0;2835;8;2;2675402;2673782;42;4781828;4778693;3020;0;0;0;3162856;3158495;58;167300;167300;20;37497982;2863261;572652;489492;97899;47090;427663;2716;543;580;116;204;223;5;0;1788711;357742;119877;23976;442;333324;0;0;0;0;4651972;930394;609369;121875;47532;760987;4650539;0;4650539;0;0;0;0;37497982;2672260
Чеченская Республика;41159841;37379923;2944;1421692;1419447;14194499;288;47184;27474;302219;5;923304;0;34214235;31370615;157138821;2764;-120323;0;261848;267591;1605548;74;989;989;224574;1;0;0;0;0;567;567;2837;3;3146312;2835087;17031561;373;687272;665655;212;0;0;0;1263633;1229069;310;1443;2039;37;0;0;0;0;0;0;0;0;0;0;0;0;40704532;36525749;2817;35986369;31879333;2797;277651;287513;46;35852;36039;8;996819;1004797;246;567;567;3;3403260;3318833;295;1991;1895;13;0;0;0;0;0;0;8628;8628;5;1481608;1968117;2852;0;0;0;1134595;1111209;31;22036;22036;2;262314;2660756;532154;3936637;787327;33036;-288209;58715;11743;3020487;604097;10287;-602641;16;0;18718;3743;0;0;0;3743;0;0;0;0;2679474;535897;3936637;787327;33036;-284466;189161;150;189311;111047;7740;3;0;262474;8628
Чувашская Республика;79479644;79343908;10608;3112267;3109543;31095432;1051;4461;4353;47879;17;31326;0;58309042;58277925;291389645;10194;-146;0;302479;300636;1803818;185;-138;0;0;0;0;0;0;0;104692;104698;523486;111;15141482;15098203;91792989;5996;1998043;1977523;2115;15084;15124;24;2474089;2438905;3063;111783;104433;1043;0;0;0;2876;2180;22;2105;608;9;-46;0;1;66084215;66020435;10190;47662623;47650259;10117;1808345;1812015;331;119576;118912;142;1713616;1721201;1891;104347;104255;105;14611684;14549592;5782;64206;64197;126;0;0;0;-11;0;0;21628;21964;45;14765027;14680866;11153;0;0;0;1251678;1249315;189;180982;180982;27;8217690;12389961;2477997;1314326;262863;75632;2139502;3559;712;0;0;0;712;2;0;5428142;1085630;303825;60765;3172;1021693;0;0;0;0;17818103;3563627;1618151;323628;78804;3161195;1429571;52601;1482172;14908;181;7;0;8217689;19591
Алтайский край;203082174;194618549;27325;26636308;26575222;265758248;5452;-2515;8958;98531;28;5381319;0;139063374;136517417;682587835;25467;-545;0;636451;634308;3807003;370;100;100;2452;3;24;24;121;1;255438;250684;1255641;208;24844864;24835471;166321662;10825;4624851;4572199;4220;784671;786165;68;6249267;5758268;6615;153906;152103;1566;18;18;2;8467;6885;33;24730;4131;26;-45;0;1;184327364;176166124;26359;150636856;142503142;26212;2816650;2500716;656;1356539;1672241;421;5003085;5003998;3876;254569;249641;199;24119334;24095142;10171;116971;117841;203;913;913;1;9648;527;4;2079048;2081845;394;21547992;21226952;27381;0;0;0;4685291;4635161;1037;532905;537185;59;51674631;21677525;4335506;6008789;1201757;575167;2558582;28;6;0;0;0;6;8;0;3051249;610249;949062;189812;4303;416134;0;0;0;0;24728774;4945755;6957851;1391569;579470;2974716;5568309;268123;5836432;769;0;1;0;51674631;2057114
Краснодарский край;847614593;847058813;56145;125863140;125806386;1258063630;7943;20591;28527;313846;81;144154;0;537388607;537065474;2685533810;53076;18013;0;9609958;9583811;57515769;1252;467;848;5543;5;7020;6596;32980;5;809332;779445;3897236;615;131761394;131589864;849737745;30106;35558188;35178686;11971;1722358;1755617;52;41995805;41825082;16913;1042034;1038502;1838;5974;5974;8;9027;8946;130;15632;6476;24;3;3;5;769002510;769513472;53562;567520397;568408383;52892;33283286;33348829;2724;3319506;3240961;618;41183955;42306451;11085;800032;770325;591;122089987;120629216;28475;786236;785405;560;11259;9088;8;1413;594;5;26655278;26420772;601;105205980;104067599;55474;0;0;0;51795557;51781138;1477;39970053;5248772;125;414634982;88892118;17778422;18941185;3788233;2188697;11801492;101391;20278;10524;2105;2135;16038;49;0;146127774;29225556;83133807;16626761;50245;12548550;0;0;0;0;235019892;47003978;102074992;20414994;2238942;24350042;12194286;13374761;25569047;211842;9919;55;0;414682801;26664532
Красноярский край;599176437;596185561;33954;18539421;18524962;185249349;3795;6020;6021;66239;23;546131;0;485759129;483279188;2416412619;32786;-1842;0;1000632;1017344;6104062;605;0;0;0;0;0;0;0;0;1281289;1277946;6389739;266;73933777;73923977;452529769;14882;16011415;15994037;6417;82356;82003;33;18094661;18084464;9425;625003;622186;2647;7969;7969;8;93;209;11;43609;35886;18;1090;917;10;442817775;442179758;32617;342215949;341578088;32409;11943248;11942159;809;389601;417328;220;20094171;20132404;6044;1271969;1268944;263;66357704;66281302;14128;561434;560465;508;249;249;2;1562;1620;5;8715785;8758744;461;179520073;177178849;34472;0;0;0;31662497;31272161;1159;16911778;16909200;139;566845473;52866771;10573355;26147931;5229586;1420116;3923653;31219;6244;7230;1446;48;4750;68;0;84934582;16986916;11139634;2227927;10061;14748928;0;0;0;0;137801353;27560271;37287565;7457513;1430177;18672581;22694277;2225150;24919427;72061;40;5;0;566845473;8631362
Приморский край;315349910;315297443;25804;19949011;19998661;199986384;4031;1824;1828;20112;18;1294784;0;241899031;242149454;1210748249;24717;73;0;1283699;1279092;7674549;321;310;310;15800;4;25;25;124;1;227366;227719;1138600;164;38945082;38943957;243234486;10942;9739720;9711147;4076;224720;224720;38;11755311;11687030;5969;594812;566408;1787;884;1064;4;395;395;4;17406;12840;8;78;78;3;296705204;296783705;24672;208205793;208134688;24243;40333639;40358746;3890;228444;229582;105;10805000;10973622;3896;222039;222392;159;36490491;36447270;10310;423345;420950;301;3;3;1;395;104;2;8910164;8854673;935;34461782;34078763;25796;0;0;0;24126802;23790285;1381;2997288;2622801;96;208754849;79290482;15858094;39821178;7964233;836394;7057467;507087;101417;24431;4886;1;96530;11;0;108461718;21692341;53370169;10674037;179021;10839283;0;0;0;0;187752200;37550435;93191347;18638270;1015415;17896750;29139715;18257261;47396976;13848;0;5;0;208754846;8790760
Ставропольский край;200783389;200498611;18551;22053511;22005365;220053633;3490;18059;18064;198705;18;188891;0;131346040;131345909;656729539;17440;2188;0;601405;608363;3650186;285;0;0;0;0;0;0;0;0;271350;255392;1276962;237;37956214;37945920;261317022;8672;7647938;7616812;3277;48080;48242;19;8345574;8312524;5086;285066;277209;873;0;0;0;4249;4203;63;11871;4173;14;0;0;0;179416986;179672136;17430;131377182;131775632;17256;4085042;4081743;609;883219;882324;203;8546578;8545747;2990;327247;253798;220;33993042;33929086;8179;204068;203806;207;0;0;0;482;438;1;242539;260280;67;30172658;29545608;18752;0;0;0;8773894;8703652;418;2593181;2597496;51;47474496;26377752;5275549;4980924;996184;512293;3767072;68372;13675;6854;1371;26;12278;37;0;6988767;1397754;337743;67550;10213;1319991;0;0;0;0;33366519;6673303;5318667;1063734;522506;5087063;6470949;2191484;8662433;365286;25137;8;0;47474496;254752
Хабаровский край;196917064;197009372;15580;11781559;11733646;117336565;2033;1743;1743;19166;15;4007232;0;136673293;136599505;682991225;15002;65482;0;3813080;3866258;23197539;327;9891;76169;411088;10;0;0;0;0;345765;340545;1702722;151;29631748;29637260;179409509;7064;9762848;9747066;2751;32092;31389;16;10609048;10600682;4218;561932;558335;2164;0;0;0;74;74;10;16973;16802;6;63;65;2;177074728;177242048;14802;124848922;125126064;14635;3595143;3578401;663;4496213;4496213;65;10684367;10666135;2611;346786;341567;145;32982560;32909627;6716;128052;127579;213;0;0;0;5890;5673;4;5269669;5449880;295;37442024;37155760;16812;0;0;0;22417314;22230329;864;2536836;2478151;45;164926947;17535567;3507110;5788023;1157601;355978;1993531;5482;1096;414672;82934;0;-81838;10;0;9717309;1943462;512353;102470;190473;1650519;0;0;0;0;27252876;5450572;6300376;1260071;546451;3644050;3489027;2684765;6173792;843570;33345;13;0;160697177;5383708
Амурская область;102226443;101530531;6078;5432435;5432940;54329432;1307;89983;90292;993222;14;250047;1;58790215;58504164;292521187;5645;996;0;113620;119218;715051;86;71;71;3196;1;0;0;0;0;417874;413820;2069093;55;14995047;14954560;93878665;2291;21803714;21685465;937;82;82;2;22136231;22001673;1455;1398423;1390271;1185;0;0;0;431;431;8;0;0;0;11;11;5;134106583;133695586;5777;94144440;94504443;5688;2170766;2165802;600;528714;529462;38;22391954;22385284;887;418241;413752;52;13466650;12717805;2071;985841;979059;94;0;0;0;0;0;0;4525637;4516364;159;13165633;12913622;6621;0;0;0;48169014;48188055;654;30354698;30154459;27;98981653;10586687;2117339;3572830;714568;84391;1318380;362316;72463;1358;272;5036;67155;9;0;126945567;25389113;82938957;16587792;307295;8494026;0;0;0;0;137532254;27506452;86511787;17302360;391686;9812406;159576575;214217;159790792;0;0;0;0;98981651;4516599
Архангельская область;66112566;65180268;6009;3272939;3272500;32725020;857;54;54;599;9;25524;0;40242617;40243940;201220094;5810;7;0;442973;444608;2667745;172;2666;18;105;2;0;0;0;0;476011;477576;2387890;102;15098224;15098983;92010329;2562;5438919;4545927;840;26594;27774;15;6553989;5628179;1631;147957;147379;1830;0;0;0;1553;1532;26;18053;388;4;251;7;2;59995998;59356606;5612;49326107;48655926;5558;1055885;1057369;73;77014;75596;34;2540951;2561986;712;464092;465794;101;6443632;6450951;2460;88139;88800;187;162;162;1;1993;0;0;2276184;2273385;91;15358248;15096883;7408;0;0;0;11331485;11383628;285;822691;822067;34;86575450;36032073;7206413;2448372;489672;1638067;5078674;9413;1883;9344;1869;13;1;1;0;5467862;1093572;178382;35676;3668;1054228;0;0;0;0;41499935;8299985;2626754;525348;1641735;6132902;5245672;5885549;11131221;59177;1673;4;0;87795869;2251593
Астраханская область;45239240;45065157;4296;1338567;1339047;13391179;636;3061;2531;27833;16;3112;0;37119884;37064939;185348947;3982;-848;0;474692;473453;2840717;151;37;30;964;1;0;0;0;0;34218;34218;171092;25;4980913;4867037;30370383;1801;1151857;1133822;607;9152;9152;7;1285642;1269229;1302;65409;64748;324;249;246;5;199;213;7;5610;69;1;0;0;0;33483920;33490101;3998;26631460;26702454;3928;844979;822390;202;28539;50990;54;1791154;1778893;613;34218;34218;25;4099599;4047372;1634;49163;48949;77;4666;4666;7;1144;33;1;8671951;8672235;291;15938323;15771247;4098;0;0;0;12840756;12796400;500;1568245;1570247;12;149443100;5321449;1064292;471436;94287;78098;891907;9993;1999;585;117;365;1517;13;0;2667032;533406;665306;133061;6907;393438;0;0;0;0;7988481;1597698;1136742;227348;85005;1285345;774793;8590180;9364973;452784;13694;46;0;149443100;8654010
