"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100","G101","G102","G103","G104","G105","G106","G107","G108","G109","G110","G111","G112","G113","G114","G115","G116","G117","G118","G119","G120","G121","G122","G123","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G135","G136","G137","G138","G139","G140","G141","G142","G143","G144","G145","G146","G147","G148","G149","G150","G151","G152","G153","G154","G155","G156","G157","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G168","G169","G170","G171","G172","G173","G174","G175","G176","G177","G178","G179","G180","G181","G182","G183","G184","G185","G186","G187","G188","G189","G190","G191","G192","G193","G194","G195"
"Белгородская область","312129599","311858797","15475","658662","658662","13173686","681","15123","15123","317328","20","41261","41261","589444","17","0","0","0","0","0","0","0","0","71828481","71760697","717576517","2293","10493","9487","104362","13","106","177302141","176936754","884715182","14053","0","0","0","0","0","1859896","1916082","11498674","222","9407","9407","65501","5","0","0","0","0","512833","511955","2559777","141","44214626","44311401","315154827","7554","15047114","15043761","4129","5762","5762","11","15706810","15696675","6167","154582","152485","656","4","4","1","3738","3738","16","4943","5186","8","20279","1362","11","5","5","1","276278711","276094321","14580","204892845","204800618","14366","14244955","14240909","560","1289791","1245693","439","12176321","12109420","3600","509372","508430","134","43032040","43050204","7140","138496","137654","107","1424","1424","1","-151","15","1","600223","550184","48","52465077","52364092","15545","0","0","0","0","0","0","16939690","16898942","325","2091366","2091562","167","143345944","0","19310325","3862066","2025710","405144","381200","3075722","12754","2551","27","5","0","2546","4","0","24336844","4867368","104552","20910","7252","4839206","0","0","0","0","0","0","0","0","0","0","43647169","8729434","2130262","426054","388452","7914928","2406287","481257","93547","18709","1989","460559","102436","20487","18490","3698","795","15994","8","0","1664143","4070430","0","0","0","0","143345944","539777"
"Брянская область","142470981","142203546","6802","488894","488894","9777880","507","20109","20109","422292","40","33246","33246","474941","9","3578","3578","54699","1","0","0","0","0","17976892","17807248","178072468","1085","4270","4270","46970","9","0","81654203","81591172","407955861","5953","0","0","0","0","0","963801","966034","5796203","143","0","0","0","0","0","0","0","0","492230","490572","2452861","66","32515411","32499914","219250672","3368","7569743","7573834","1384","123882","123657","6","8318315","8298476","2329","138819","138606","415","0","0","0","606","606","15","12357","12188","10","16754","15386","11","4","4","3","120145092","120121343","6117","77693886","77674735","5987","2047708","2041511","235","3750588","3753589","588","6319179","6314782","1214","492242","490584","67","29702817","29708626","3049","137719","137471","114","0","0","0","0","0","0","327523","327611","116","26157270","25941619","6885","0","0","0","0","0","0","3974642","4009779","224","1344896","1350184","68","23596283","0","14212827","2842563","2225539","445105","383944","2013514","0","0","0","0","0","0","0","0","14663043","2932608","34950","6989","2852","2922767","0","0","0","0","0","0","0","0","0","0","28875870","5775171","2260489","452094","386796","4936281","2113704","422742","22532","4506","15755","402481","0","0","0","0","0","0","0","0","192757","2306461","0","0","0","0","23596283","323948"
"Владимирская область","203175002","203112238","9885","765153","765153","15303059","815","11025","11025","231515","39","37099","37099","529989","16","0","0","0","0","0","0","0","0","21189403","21188576","211885755","1132","3765","3765","41415","6","3","135371420","135341237","676706185","8695","0","0","0","0","0","835944","836394","5018364","191","0","0","0","0","0","0","0","0","224426","224302","1126770","101","38836771","38833450","242735949","5366","5207048","5184306","2345","2788","2788","16","5900060","5871302","3680","884978","882599","579","0","0","0","597","597","14","2404","2404","6","6857","5141","20","0","0","0","169917638","169940567","9006","109098273","109167406","8787","18366820","18378972","443","722739","722603","311","5697546","5688757","2041","225089","223843","96","34979849","34934093","4968","831609","829181","121","0","0","0","1","0","0","137788","139214","60","37424061","37338503","10104","0","0","0","0","0","0","3367572","3373092","185","378724","379010","125","29368507","0","21246537","4249309","4918490","983697","318816","2946796","204","41","12","2","0","39","2","0","4870228","974044","413277","82656","5575","885813","0","0","0","0","0","0","0","0","0","0","26116765","5223353","5331767","1066353","324391","3832609","9728078","1945616","322801","64560","11920","1869136","2662","532","0","0","5","527","4","0","3039071","12767149","0","0","0","0","29368507","136565"
"Воронежская область","396622858","395143456","25300","1498521","1498521","29969887","1424","14905","14905","311664","46","133248","133248","1903557","34","0","0","0","0","0","0","0","0","59523260","59425994","594262993","3748","2789","4026","44283","12","131","223767803","222511126","1112553560","22588","0","0","0","0","0","2053289","2046977","12281747","397","0","0","0","0","0","0","0","0","248787","248803","1244016","122","87097880","87083526","588347553","12881","19691187","19604563","6640","20470","20470","14","22402101","22296045","9491","168024","166395","739","0","0","0","1889","1851","12","4038","4027","26","4834","4261","19","0","0","0","347148961","346133445","23400","244090763","243049846","23000","7413040","7414191","648","1489396","1491508","568","22027594","22088291","5893","169031","169013","117","71781097","71683010","12053","171205","156673","166","0","0","0","0","0","0","528062","528062","71","60256421","59783687","25290","0","0","0","0","0","0","11052641","11046149","237","1380681","1380098","252","59412156","0","71621323","14324267","11476438","2295285","1208317","10820665","0","0","0","0","0","0","0","0","142274640","28454928","117706716","23541344","4413","4909171","0","0","0","0","0","0","0","0","0","0","213895963","42779195","129183154","25836629","1212730","15729836","8472946","1694589","105641","21128","18524","1654937","0","0","0","0","0","0","0","0","1162347","9635293","0","0","0","0","59412156","525136"
"Ивановская область","97630844","97537116","10310","1130185","1130185","22602127","976","31516","31516","661721","59","85295","85295","1218509","30","10595","10595","161946","1","0","0","0","0","4539577","4538959","45390070","1069","21181","21181","232988","10","2","74209800","74246313","371262671","9026","0","0","0","0","0","259697","258449","1550694","190","14566","14566","69296","5","36","36","180","1","198609","200911","1004574","38","14049561","13933423","86448082","4531","2699678","2697687","1884","51769","51720","6","3101544","3087004","2941","153555","153050","265","0","0","0","861","861","11","0","0","1","4938","476","10","0","0","0","83409106","83675746","9269","55905564","56122802","9085","9728543","9736087","597","836984","835154","219","2874033","2937408","1712","198538","200841","36","13774793","13749739","4136","109098","108568","57","0","0","0","738","738","2","139807","138714","24","15139873","14787312","10332","0","0","0","0","0","0","890443","891898","93","199637","199801","73","9210941","0","13071202","2614238","2338602","467720","289458","1857060","0","0","0","0","0","0","0","0","5354371","1070874","311695","62338","40784","967752","0","0","0","0","0","0","0","0","0","0","18425573","3685112","2650297","530058","330242","2824812","1719767","343953","484899","96979","710","246264","0","0","0","0","0","0","0","0","25672","1745439","14353","0","4","0","9210941","137221"
"Калужская область","291671647","290139621","10488","599598","599598","11991961","630","11475","11475","240974","28","69613","69613","994472","19","196","196","3001","1","0","0","0","0","20635534","20629908","206299081","947","1450","1450","15949","2","62","180992421","180979245","904896226","9439","0","0","0","0","0","2916106","2913396","17479838","148","0","0","0","0","0","0","0","0","130651","133647","675542","72","69626381","68161501","418046633","5721","15622724","15582083","2709","23492","28532","8","16688160","16639526","3910","291974","292097","498","4389","4389","2","539","539","15","25844","25840","21","10504","9886","30","0","0","0","256136180","254807369","9467","147981487","148310323","9233","27454118","27440552","532","1667741","1672678","338","16505653","16533397","2337","130016","124923","71","62127235","60457358","5459","269930","268137","188","0","0","0","0","0","0","467797","467906","45","39803384","39578970","10558","0","0","0","0","0","0","4440247","4367462","212","982522","985822","141","26631233","0","29864781","5972957","5176494","1035298","377325","4560334","15013","3003","0","0","0","3003","2","0","1963589451","392717890","1926576740","385315349","45507","7357034","0","0","0","0","0","0","0","0","0","0","1993454232","398690847","1931753234","386350647","422832","11917368","5346119","1069224","157055","31411","14251","1023562","55609","11122","27838","5568","0","5554","4","0","632948","5979067","8944","0","1","0","26631233","464195"
"Костромская область","69939753","70028789","4616","536833","536833","10741461","514","9933","9933","208597","23","29498","29498","421397","10","7","7","110","1","0","0","0","0","4267964","4268192","42681930","580","2998","2998","32976","3","1249","54671699","54662965","273310021","3955","0","0","0","0","0","131250","131189","787264","71","0","0","0","0","0","0","0","0","98172","97314","486570","50","8659169","8758365","54192802","2246","1145244","1144755","923","0","0","0","1531446","1530693","1649","38080","35248","320","0","0","0","91","91","5","202","202","4","6115","6115","11","-18","0","0","57365849","57484545","4088","45472020","45511861","3972","1637743","1637750","154","661527","662470","121","1133886","1134296","816","95959","96995","49","8286096","8385722","2007","58477","56108","51","316","316","4","0","0","0","28998","29005","16","13324502","13291726","4801","0","0","0","0","0","0","718947","718957","59","40503","40356","45","281550208","0","16222120","3244424","8502495","1700501","94874","1449049","0","0","0","0","0","0","0","0","1309029346","261805869","1255433657","251086732","83947","10635190","0","0","0","0","0","0","0","0","0","0","1325251466","265050293","1263936152","252787233","178821","12084239","6427067","1285414","3462","692","0","1284722","4","1","0","0","0","1","1","0","784338","7211405","55540","0","2","0","281550208","27566"
"Курская область","131544457","131624390","7205","428996","428996","8579084","429","23860","23860","498649","32","18469","18469","263845","6","80","80","1220","1","0","0","0","0","30259677","30256518","302565682","1589","14830","14830","163126","11","1","68897980","69061737","345314582","6095","0","0","0","0","0","540875","536805","3220942","107","169","169","8067","2","-36","0","0","0","204106","204412","1022061","62","23790959","23752076","167681087","3440","7002973","6960086","1567","-32","0","0","7361551","7323904","2473","50486","43671","382","0","0","0","178","178","9","4350","4350","4","-1221","3325","11","0","0","0","120238769","120478239","6565","86799337","87131455","6459","4036083","4039040","177","544630","547655","217","6467051","6452575","1428","206327","206577","64","22154684","22074534","3142","37543","34341","74","1","1","1","-1576","25","1","581159","580659","18","18783138","18643259","7197","0","0","0","0","0","0","7992993","8015483","257","611254","610398","77","53223899","0","16218127","3243627","2584929","516985","358397","2368245","0","0","0","0","0","0","0","0","3209023","641804","106403","21281","1665","618858","0","0","0","0","0","0","0","0","0","0","19427150","3885431","2691332","538266","360062","2987103","1954863","390973","6845","1369","2722","386882","0","0","0","0","0","0","0","0","450404","2405267","0","0","0","0","53223899","510218"
"Липецкая область","225905559","225106457","9713","403417","403417","8061604","481","19829","19829","415261","27","31574","31574","451052","13","0","0","0","0","0","0","0","0","33931220","33904958","339046180","1295","19099","16638","183015","12","1","137108542","136835914","684182148","8722","0","0","0","0","0","1047138","1043988","6263928","147","1796","1796","155857","3","0","0","0","0","105639","105145","525725","110","42685540","42297781","277696315","4503","9984691","9881519","2460","6830","6830","4","10567004","10447266","3678","586069","581458","466","0","0","0","130","130","6","17487","17394","7","1562","1562","4","1435","1435","1","232112447","231663315","8981","169681948","169286839","8836","10096237","10163943","276","1195131","1195769","210","9806976","9847135","2168","105740","103642","106","40644350","40483734","4167","608771","608455","144","0","0","0","0","0","0","19178","19178","14","28787904","28509925","9756","0","0","0","0","0","0","34399237","34481137","148","5869799","5868057","130","232920015","0","15656028","3131206","3915577","783118","185832","2162256","4545","909","1344","269","38","602","5","0","4249252","849851","15629","3126","3871","842854","0","0","0","0","0","0","0","0","0","0","19905280","3981057","3931206","786244","189703","3005110","2004207","400842","107325","21466","61","379315","57945","11589","58","12","0","11577","5","0","292943","2297150","12078","0","6","0","232920015","18943"
"Московская область","3640921564","3636700700","100271","7997274","7997391","159939691","7707","230872","230854","4846251","364","775814","775815","11083072","276","2319","2319","35444","6","0","0","0","0","223160955","222682922","2226829176","7722","4934","6026","66284","27","232317","2477619731","2466150374","12330751873","89175","113","0","0","0","0","11349555","11352451","68114708","1127","24915","24915","220796","13","26219","26219","152422","11","1559006","1550177","7752099","459","762378914","761364154","4720987228","59327","138734431","137550853","26278","9042057","8964339","89","155603322","164586373","37071","5760438","5717525","3631","86094","86094","9","5419","5417","65","183259","141997","167","1552188","1295248","176","3260","3260","14","3163705240","3161718080","91554","2046573477","2046595858","88869","215925330","215711660","7434","50777837","50860336","3400","157251475","156640715","22612","1559809","1540197","454","686455437","685291026","55624","5300149","5186826","1281","9164","10028","10","573368","483980","24","24109749","24212427","661","557202151","554676300","100502","0","0","0","0","0","0","96829322","96856732","1017","10980727","12300475","1140","830282610","0","1013542210","202708436","175755601","35151120","14187028","153370288","67095","13419","86095","17219","79","-3879","36","0","484564588","96912918","230156486","46031298","784472","50097148","0","0","0","0","0","0","0","0","0","0","1498106798","299621354","405912087","81182418","14971500","203467436","346498072","69299613","6029325","1205865","429401","67664347","980030","196006","27741","5548","191","190267","24","0","86772529","433270601","579565","17894","58","0","830282610","23297791"
"Орловская область","82003493","81991233","5361","284630","284630","5691253","298","9800","9800","205804","25","8807","8807","125810","6","0","0","0","0","0","0","0","0","11951712","11947679","119478977","1081","7598","7598","83582","8","0","45266629","45277784","226394999","4603","0","0","0","0","0","1462734","1466427","8848564","130","3207","3207","24962","4","0","0","0","0","82870","82870","414352","52","17990148","17980522","122699165","2567","4745669","4735612","1030","6459","6459","3","4935892","4922443","1657","100226","98790","267","0","0","0","1811","1811","9","72","72","1","827","741","7","0","0","0","72919331","72961586","4900","45652428","45697899","4806","3047154","3046160","163","802630","807905","166","5106483","5109963","972","82715","82715","52","18200709","18194201","2388","24191","23515","84","0","0","0","0","0","0","61473","61482","22","12465933","12405095","5392","0","0","0","0","0","0","3308346","3303247","156","631537","630552","63","17714114","0","8368496","1673699","1959613","391922","144638","1137139","0","0","0","0","0","0","0","0","1378554","275711","66274","13255","10782","251674","0","0","0","0","0","0","0","0","0","0","9747050","1949410","2025887","405177","155420","1388813","890840","178169","8858","1771","1417","174981","0","0","0","0","0","0","0","0","66330","957170","0","0","0","0","17714114","56149"
"Рязанская область","224242275","224096793","10575","663861","663861","13277213","680","16489","16489","346261","30","13239","13239","189130","10","5","5","75","1","0","0","0","0","17316615","17277934","172779347","1359","5889","6819","75011","7","0","143255577","143153591","715767959","9381","0","0","0","0","0","1375595","1363915","8183488","245","3298","3298","46953","5","0","0","0","0","110497","109542","548122","68","47271800","47303370","299167516","5430","13433240","13400284","2540","6668","9463","9","14204828","14176569","3776","79158","81579","345","0","0","0","1611","1611","19","671","671","4","36044","27076","12","0","0","0","191870304","191951811","9677","126076928","126473492","9488","5981076","5713165","368","919825","912492","247","13413701","13394218","2288","100579","99618","65","45373365","45354109","5081","51698","53077","81","0","0","0","816","816","2","64906","64906","38","36929132","36663460","10602","0","0","0","0","0","0","4480326","4448433","113","1080459","1077201","119","18382190","0","26811244","5362246","2281207","456242","392875","4513129","0","0","0","0","0","0","0","0","24408875","4881773","1969015","393804","73002","4414967","0","0","0","0","0","0","0","0","0","0","51220119","10244019","4250222","850046","465877","8928096","1207537","241508","9991","1998","84","239426","0","0","0","0","0","0","0","0","354466","1562003","0","0","0","0","18382190","52338"
"Смоленская область","188251733","187657961","11490","537601","537601","10752023","533","15904","15904","333778","22","68464","68464","978060","13","4867","4867","74388","2","0","0","0","0","13664804","13619502","136197659","1413","5623","5614","61753","9","0","117619457","116930217","584635736","10371","0","0","0","0","0","3025812","3029861","18186774","229","0","0","0","0","0","0","0","0","82037","81806","409438","52","44580822","44725517","275525018","5393","7701360","7697383","2306","314251","309827","20","8644508","8636773","3512","569187","569526","818","7907","7907","6","161","161","11","13843","13232","60","8021","7074","57","0","0","0","171696119","171145650","11137","96533253","95901387","10762","7001694","6994190","635","18178180","18162701","2963","7246875","7241990","1942","68673","68442","52","42122899","42237952","5039","539902","539007","332","0","0","0","8749","222","5","3637909","3641287","517","23540100","23455411","10054","0","0","0","0","0","0","10007919","9975485","2416","234210","234770","99","110722790","0","15944809","3188961","2920478","584095","197989","2406877","0","0","0","0","0","0","0","0","4942011","988403","192550","38510","3113","946780","0","0","0","0","0","0","0","0","0","0","20886820","4177364","3113028","622605","201102","3353657","2757455","551492","62405","12482","2156","536854","516","103","0","0","0","103","1","0","5731041","8488496","0","0","0","0","110722790","3638327"
"Тамбовская область","110245487","110099259","5597","259746","259746","5196769","299","12640","12640","233966","22","33004","33004","471492","9","0","0","0","0","0","0","0","0","24355120","24314050","243159255","1553","5782","5676","62440","5","2182","52250740","52177323","267618723","4669","0","0","0","0","0","269485","269437","1599965","116","677","677","7450","1","0","0","0","0","281951","281588","1407942","71","24223623","24207015","171303172","2564","7763756","7749895","1206","531153","531153","2","8549382","8531904","1943","70888","70819","368","0","0","0","193","193","8","0","0","0","17664","17664","7","4593","4593","2","96997817","97005811","5128","63863470","63905778","5029","2017813","2017813","73","385070","384983","71","8273766","8264298","1054","281588","281588","71","22109567","22085951","2328","70397","68917","66","0","0","0","11988","11988","2","460484","460484","9","15748484","15597991","5726","0","0","0","0","0","0","2862859","2866789","59","218347","218106","65","21228471","0","10189012","2037803","1284153","256829","100045","1680929","0","0","0","0","0","0","0","0","2126402","425280","35647","7130","3471","414679","0","0","0","0","0","0","0","0","0","0","12315414","2463083","1319800","263959","103516","2095608","2069303","413863","109488","21898","13151","378814","44168","8834","0","0","0","8834","2","0","32630","2101933","0","0","0","0","21228471","457472"
"Тверская область","171784448","171640514","10583","660850","660850","13221990","713","22678","22678","476228","39","28073","28073","401046","13","0","0","0","0","0","0","0","0","11910619","11898690","118986791","1063","19653","19626","215883","11","6","120227414","120121945","600607816","9520","0","0","0","0","0","902565","902768","5418727","200","0","0","0","0","0","0","0","0","130559","130581","652961","62","32834238","32799407","203515443","5323","4356811","4378898","2455","6098","6098","13","5048598","5055385","3720","148515","147843","847","0","0","0","836","836","15","6449","6449","12","33481","2596","8","0","0","0","142670078","142716117","9401","100381527","100372901","9187","5572266","5569462","343","1007042","1007333","215","6140308","6154775","2087","130463","130463","60","29359422","29409384","4992","82826","76596","138","0","0","0","1890","1890","4","1343928","1346020","64","33288319","33105469","11043","0","0","0","0","0","0","5297638","5334328","162","1837913","1837097","115","19660312","0","24569932","4913984","4681292","936259","444093","3533632","0","0","0","0","0","0","0","0","3502080","700416","98805","19762","6313","674341","0","0","0","0","0","0","0","0","0","0","28072012","5614400","4780097","956021","450406","4207973","9824396","1964879","1173094","234619","886664","843596","0","0","0","0","0","0","0","0","1663511","11487907","0","0","0","0","19660312","1312577"
"Тульская область","415678732","413689357","12551","792667","792667","15853342","821","27104","27104","567879","48","82638","82638","1180419","26","484","484","7393","1","0","0","0","0","19245606","19243717","192437269","1440","27118","27118","298299","15","31","260776600","259370653","1296846686","11139","0","0","0","0","0","1877069","1874981","11249854","256","6869","6869","48310","4","0","0","0","0","391660","373075","1866965","121","91308230","91254721","561691975","6505","21540658","21151026","3012","48638","48638","11","41148945","40641589","4500","199516","199454","618","167","167","2","1292","1292","25","120394","120394","13","755","986","19","0","0","0","359907468","359172480","11396","232876906","233640765","11126","26976371","26979502","404","3360631","3562152","274","23420458","23119305","2699","388377","369545","110","72780235","71396380","6074","104896","104740","157","0","0","0","0","0","0","169517","169517","45","70540319","69477854","12695","0","0","0","0","0","0","14614954","14806709","289","3673471","3501764","185","118504133","0","38137984","7627599","12227839","2445567","836843","4345189","0","0","0","0","0","0","0","0","14506248","2901249","8137","1628","8922","2890699","0","0","0","0","0","0","0","0","0","0","52644232","10528848","12235976","2447195","845765","7235888","2842651","568530","491784","98356","383168","87006","0","0","0","0","0","0","0","0","834616","3677267","0","0","4","0","118504133","168957"
"Ярославская область","261983177","261625577","15171","594988","594988","11901447","737","21019","21019","441394","46","40512","40512","578736","19","230","230","3523","1","0","0","0","0","8775019","8726951","87268633","1300","2131","2216","24380","3","296","177241941","177087637","885445063","14068","0","0","0","0","0","1924707","1922816","11536897","238","0","0","0","0","0","0","0","0","255514","255374","1278736","101","57788844","57798650","350160867","7958","13629916","13591810","3696","421639","289783","21","15338192","15175082","5534","242377","242367","480","0","0","0","763","763","21","730","730","8","4357","1365","12","0","19","2","223760460","223750085","14121","146648929","146832964","13897","7529883","7506295","436","1076649","1076729","257","19342951","19324452","3185","256518","255326","101","48714452","48563230","7530","214287","214266","140","0","0","1","0","0","0","730056","716557","69","48867744","48474166","15322","0","0","0","0","0","0","11062646","11003199","207","1164716","1165084","119","65424160","0","60146000","12029201","10838267","2167656","1672973","8188572","28087","5617","0","0","0","5617","4","0","997830307","199566061","820534722","164106944","6882112","28577005","0","0","0","0","0","0","0","0","0","0","1057976307","211595262","831372989","166274600","8555085","36765577","27504970","5500995","825219","165044","7671","5328280","563948","112790","28398","5680","0","107110","8","0","1406644","28911614","0","0","0","0","65424160","714242"
"Г.Москва","17272766495","16828389589","331336","24422632","24422632","488667889","22851","541787","541787","11373270","954","3006258","3006258","42946525","977","31590","31590","482873","33","0","0","0","0","533722082","530053447","5588236375","23871","1122482","1122482","12347330","101","535044","11577870985","11172531520","55862632468","297512","1948","8142","8142","48845","2","65825580","65499799","393055159","3519","2729257","2063884","10369582","30","30737","30497","290198","49","16359972","17244658","86226081","557","3900538181","3871911722","23674839851","181365","865769406","862527692","77056","142852735","143752182","270","1119936788","1112610061","108151","69495533","69355001","11161","458585","460798","90","9932","10681","51","9420348","9383613","1160","945934","789161","725","50543","50481","31","15455395511","15013910190","306387","9739815671","9357920965","296989","1036509496","1009357750","30369","145892785","139786622","9984","968259533","963494013","66894","16344062","17190982","541","3490958056","3469927249","170713","57239772","56230628","6083","2195","10100","34","145642","135840","70","599768822","600385899","2714","2515020134","2498279471","325593","10743970","10448770","326","623","623","6","1226752135","1213259997","3933","204356555","204602594","2049","8009171188","0","4267899513","853579901","1263538137","252707629","76537540","524334732","728622","145724","546010","109202","923","35599","20","0","62963357550","12592671513","50861114523","10172222904","79037845","2341410764","23719","4744","4744","4","0","0","0","0","0","0","67231280782","13446256158","52124652660","10424930533","155575385","2865750240","8520958066","1704191612","1576404268","315280853","11549300","1377361459","1642619","328524","61345","12269","3232","313023","38","0","5381829502","13902787568","380519","3474","56","0","8009171188","598350400"
"20200","6656170350","6653212187","197011","16912205","16912205","338615830","17031","428917","428917","8960472","830","1285785","1285785","18368379","487","21976","21976","335895","20","0","0","0","0","211922225","211876883","2931541239","15754","63895","58688","645563","109","3576","4725338095","4724059160","23621290948","173924","125","854","854","5123","1","19526115","19505447","117063998","2657","12500","12500","191176","20","10264","10264","90295","9","5676620","5634205","28145360","943","1243886491","1243479084","7860908333","109554","319204925","318719394","51619","707764","706294","167","349324442","348448444","72857","13063447","12959648","11033","14864","14864","35","7089","7067","123","575538","579128","272","860975","1062862","228","7424","7299","26","6160646451","6157940535","179636","4300375244","4300390117","174786","248932149","248430425","12779","27703579","27688751","5187","340349196","339406840","44417","5619685","5574777","935","1225476312","1224432294","102142","11825105","11722327","2690","860","860","6","783146","784357","24","260254828","260678291","2062","978733883","977592978","200737","0","0","0","0","0","0","729821369","729095726","3379","207314622","207481679","1825","4866766154","0","1014110900","202822184","266220626","53244135","23526930","126051119","784608","156923","471","94","1125","155704","43","0","8999002538","1799800506","7603479660","1520695928","20774812","258329766","0","0","0","0","0","0","0","0","0","0","10013113438","2002622690","7869700286","1573940063","44301742","384380885","721323058","144264614","356044965","71208993","644139","72411482","598018","119603","63646","12729","6334","100540","69","0","142651836","863974894","1175532","38981","132","0","4866766154","260235993"
"Республика Карелия","46452808","46381877","3550","347016","347016","6940260","466","18202","18202","382251","29","29130","29130","416146","11","3993","3993","61033","2","0","0","0","0","2456964","2458187","24581869","386","1730","1730","19027","2","0","35358378","35329166","176648929","2938","0","0","0","0","0","141036","132564","795385","57","0","0","0","0","3467","3467","20623","1","135552","113156","565781","65","5281943","5274219","33281224","1763","2502424","2498516","728","6044","5932","7","2678528","2674179","1221","58654","54150","724","0","0","0","142","142","5","145","145","2","4415","4518","4","0","0","1","38717892","38664958","3078","29929516","29905236","2955","343942","342643","76","554456","554456","48","2590948","2593452","609","132557","110162","63","5104412","5098992","1565","62057","60016","95","0","0","0","0","0","0","101548","100538","67","11536903","11507527","4012","0","0","0","0","0","0","3830964","3821826","216","532432","531827","52","32285533","0","11121437","2224287","2111025","422205","286364","1515718","43653","8731","0","0","0","8731","2","0","5990909","1198182","2066365","413272","15090","769820","0","0","0","0","0","0","0","0","0","0","17112346","3422469","4177390","835477","301454","2285538","625434","125087","36850","7370","4440","113277","0","0","0","0","0","0","0","0","1784089","2409523","0","4","0","0","32285533","96414"
"Республика Коми","125813049","125785357","2701","487489","487489","9749786","494","26809","26809","562982","39","12397","12397","177100","4","0","0","0","0","0","0","0","0","1600562","1599651","15996509","285","2732","1879","20673","6","0","96627757","96615392","483076970","2110","0","0","0","0","0","219132","219092","1314552","39","0","0","0","0","0","0","0","0","203667","203683","1018415","59","22649325","22647949","136916544","1214","2629830","2895211","408","1512","1512","3","3983179","3971016","858","119795","119169","1162","0","0","0","567","566","17","315","315","3","1725","137","1","0","0","0","93991128","93971009","2220","67377631","67654751","2121","913105","908451","35","102602","102597","25","3525999","3254483","332","203555","203571","58","21777684","21761564","1020","90552","85592","91","0","0","0","-652","0","0","461613","461478","20","34242931","34235975","3626","0","0","0","0","0","0","2735091","2739768","161","2422785","2423813","43","51040501","0","8687993","1737597","903560","180715","75930","1480952","0","0","0","0","0","0","0","0","23988490","4797697","2134645","426929","2675","4368093","0","0","0","0","0","0","0","0","0","0","32676483","6535294","3038205","607644","78605","5849045","1296785","259357","13228","2646","7303","249408","0","0","0","0","0","0","0","0","393122","1689907","0","0","0","0","51040501","460322"
"Архангельская область","111862895","111813192","4828","708147","708147","14155218","746","10851","10851","227872","37","28988","28988","414121","18","20","20","302","1","0","0","0","0","3901958","3912160","39098214","651","5952","5952","65469","3","18","79011420","78998183","394986993","3918","0","0","0","0","0","185519","185494","1112962","107","0","0","0","0","645","645","3871","1","254971","254236","1244457","80","21127030","21118051","129088970","2262","5072882","5068108","788","26870","26870","9","6627233","6590311","1516","59903","50745","755","0","0","0","265","263","16","443","443","4","2","2","1","17","17","1","96350998","96385215","4031","64534251","64647311","3896","409881","406005","50","116882","116246","45","6141810","6145466","664","231202","230016","80","24878450","24806987","1969","40361","32539","135","645","645","1","0","0","0","2709853","2718184","44","24795712","24662835","5235","0","0","0","0","0","0","11918996","11886246","175","1936711","1937354","73","70546453","0","20141398","4028281","5426691","1085340","1248696","1694245","0","0","0","0","0","0","0","0","6201421","1240284","115936","23187","1046","1216051","0","0","0","0","0","0","0","0","0","0","26342819","5268565","5542627","1108527","1249742","2910296","1717552","343512","57853","11571","12743","319198","0","0","0","0","0","0","0","0","3231805","4949357","0","0","0","0","70546453","2712218"
"Вологодская область","258697177","258622469","11169","639588","639588","12769842","700","20746","20746","435659","40","32339","32339","461987","14","0","0","0","0","0","0","0","0","11068092","11062830","110621455","1191","4552","4552","50072","8","72","189806193","189863201","949396704","10171","0","854","854","5123","1","1495368","1495306","8971213","181","0","0","0","0","0","0","0","0","1561344","1561188","7800035","118","46127080","45973060","279942372","4851","6821122","6850058","2728","2449","2449","3","7938414","7966192","4106","44792","56934","524","0","0","0","39","39","5","377","377","4","19419","18456","8","103","103","2","262912772","262646075","10358","194993487","195140417","10202","9282882","9293593","176","3020125","3020626","150","8103113","8095330","2431","1555655","1555473","118","45917547","45499921","4468","41618","40647","106","68","68","1","0","0","0","221802","225942","43","26869295","27058129","11327","0","0","0","0","0","0","31207449","31201956","185","6801291","6798346","121","213448958","0","25168749","5033752","2103599","420719","118645","4494388","11241","2248","0","0","0","2248","1","0","58456782","11691357","27247445","5449489","51834","6190034","0","0","0","0","0","0","0","0","0","0","83625531","16725109","29351044","5870208","170479","10684422","7334984","1466996","87930","17586","186","1449224","3570","714","0","0","0","714","7","0","751807","8086791","4382","0","2","0","213448958","217484"
