GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158
   Забайкальский край;35640609;35582229;2459;2027871;2027407;20273106;393;1117;853;9388;10;23570;26244493;26167732;130843613;2315;0;158447;158121;948596;69;2894;2896;21012;1;1;1;49;1;324421;310498;1552491;43;4865183;4864358;29465292;867;1608314;1598458;381;20839;20839;8;1993190;2045916;664;100287;94212;787;0;0;0;44;44;2;0;0;0;0;0;1;35354959;35198834;2216;27831112;27801025;2172;1198114;1194597;144;19630;17900;9;2260387;2212582;324;280181;272072;39;3639884;3613682;787;124586;86974;67;0;0;0;0;0;0;3752293;3744985;106;6124635;6136525;2932;0;0;0;9370742;9368049;328;72319;72319;11;74399135;1812;8119472;1623894;1124772;224953;95027;1303914;9270;1854;2886;577;2037;-760;7;0;11935507;2387101;5271;1055;8166;2377880;0;0;0;0;20054979;4010995;1130043;226008;103193;3681794;19104921;3820984;22024;4404;15345;3801235;5432;20402;4080;15342;-13990;7;0;0;19104921;122190;8021;3;0;74399135;3744987
   Амурская область;92825929;91376088;4338;6602367;6568640;65669542;941;96209;96230;1058525;9;5985;57408754;56959039;284900075;3992;0;72447;72361;434165;70;43;39;1338;2;0;0;0;0;318737;318304;1591522;32;15887928;14979970;92379454;1630;11810393;11755591;812;32;5;1;12433363;12376808;1246;888860;888042;587;0;0;0;1328;1328;5;0;0;0;1091;19;2;101570204;100597567;4096;71264350;71340321;4024;2215989;2214817;363;30495;30434;26;14237472;13336743;789;318364;318061;31;12629265;12484030;1489;874187;873160;65;0;0;0;0;0;0;2209862;2182690;105;21626722;21187165;4498;0;0;0;31662079;31675133;427;12494251;12559927;18;87654614;2727;12469332;2493865;4451991;890397;49907;1553561;696469;139294;1107;221;6716;132357;5;0;49028764;9805753;30059126;6011825;31611;3762317;0;0;0;0;61498096;12299618;34511117;6902222;81518;5315878;37082025;7416405;113156;22631;12761;7381013;118414;1167;233;116;118065;7;0;135272;37217297;30563;4862;1;0;87654614;2182691
   Архангельская область;95392967;94983940;3865;2968637;2968691;29686917;575;0;0;0;0;555;72085886;71751285;358756411;3747;0;297502;296924;1781541;120;-463;1;4;1;0;0;0;0;470733;470658;2353290;82;15112082;15057806;92077605;1764;3736256;3712898;703;21691;21721;13;4316453;4285950;1294;157593;156297;1022;0;0;0;959;959;14;2442;0;0;-10968;0;0;86122105;85671377;3613;51012670;50855168;3585;553150;506689;65;29274;29274;17;5615537;5682301;641;468395;466826;80;28345573;28036790;1725;97336;94164;145;0;0;0;0;0;0;4494825;4526611;66;18803134;18696996;4564;0;0;0;13869044;13732960;189;784813;841705;30;132391785;2576;34172918;6834586;2145682;429136;1281544;5123906;190;38;8705;1741;0;-1703;2;0;6487778;1297557;428105;85621;2817;1209119;0;0;0;0;40660696;8132143;2573787;514757;1284361;6333025;3736056;747212;18151;3631;3316;740265;540;0;0;0;540;3;0;6376742;10112798;0;0;0;0;132391785;4515508
   Астраханская область;35822332;35679252;2677;1366732;1361772;13617714;406;3416;3416;37577;10;9093;28211064;28122004;140618486;2487;0;536452;535641;3213844;90;0;0;0;0;0;0;0;0;3530;3530;17651;15;4204532;4162872;26352015;1209;1327775;1326880;502;31540;31594;5;1487546;1480965;937;109643;109322;173;0;0;0;-24;82;3;22512;558;2;-32;0;0;26446218;26318461;2541;20549494;20448533;2497;468545;468029;126;34110;34017;39;1565468;1558527;466;3530;3530;15;3744244;3725511;1110;80299;80314;57;-411;0;0;3047;28;2;2505926;2507895;144;12093228;12052663;2564;0;0;0;5088504;5086602;289;1413659;1413659;8;171474007;1601;3518970;703794;357179;71438;67999;564357;2216;443;1650;330;0;113;7;0;2573112;514623;250713;50142;6692;457789;0;0;0;0;6092082;1218417;607892;121580;74691;1022146;1160181;232036;32921;6585;17384;208067;10336;30070;6014;0;4322;4;0;5648498;6808679;216933;904;27;0;171474007;2507726
   Белгородская область;243714151;243906458;15417;54767159;54751250;547512169;2277;3030;3334;36675;15;1411;133119207;133415339;667079453;14677;29;1623345;1622409;9734455;204;3367;616;3090;5;0;0;0;0;359890;358217;1790886;144;39644225;39598965;307502874;7396;13793446;13752509;3593;37941;37939;12;14188277;14148434;4999;396446;394027;902;-1845;615;3;6525;6524;15;4599;2412;6;129;150;1;220122884;220489956;15055;161429457;161914507;14929;6548973;6540784;960;788083;783728;320;14298402;14269610;3331;360631;358958;140;36373536;36304187;6961;315416;312673;232;0;0;0;16;0;0;710913;709522;82;40123359;39942277;15513;0;0;0;16910236;16811035;491;1474165;1473621;67;194649021;9117;13113780;2622754;1861579;372315;98298;2152141;269110;53822;50610;10122;524;43176;11;0;7322772;1464555;892721;178545;4109;1281901;0;0;0;0;20436552;4087309;2754300;550860;102407;3434042;1835294;367059;94569;18913;47094;301052;993;2621;524;0;469;8;0;689176;2524470;253688;0;14;0;194649021;708288
   Брянская область;90572055;90435466;6216;12602454;12594863;125948638;1051;1554;1568;17244;6;1179;54329304;54323095;271615477;5901;0;1692529;1675711;10054266;134;1808;1816;9081;7;0;0;0;0;185320;185102;925513;75;16376972;16311396;110890564;3066;4929983;4915018;1248;194384;193772;9;5380731;5340641;1946;99964;90046;522;635;635;1;757;757;7;7728;3761;3;3;3;1;80230393;80346405;5881;53708099;53851278;5799;2158803;2158604;280;2592597;2588199;546;5504986;5496190;1139;185190;184972;73;16019314;16006902;2989;60175;60415;116;152;152;1;781;0;0;649168;633176;190;12138413;11913264;6249;0;0;0;2318041;2342970;421;1499605;1227762;16;32587129;3593;20757194;4151441;2220535;444108;185778;3521555;6164;1233;0;0;0;1233;2;0;2778824;555764;29232;5846;1362;548556;0;0;0;0;23536018;4707205;2249767;449954;187140;4070111;1417929;283586;57317;11463;18141;253982;20962;70;14;20;20928;10;0;318784;1736713;96672;183;22;0;32587129;632998
   Владимирская область;152020838;151618554;8787;15974615;15974106;159709282;1027;-31;38;422;3;15116;106182035;105824635;529142729;8490;0;1069372;1069407;6416441;184;435;435;2206;3;0;0;1;1;110127;109918;549590;100;25545675;25522158;156456939;4764;2627476;2626489;1979;23412;24045;36;3121953;3116158;2989;733533;729024;723;10005;10005;1;1664;1664;16;4488;1145;7;0;0;0;129793636;129821715;8463;89020051;89059575;8397;14426191;14426768;488;368689;368208;238;3744124;3737019;1813;110301;109622;96;21407321;21407031;4581;738473;735976;157;0;0;0;151;151;1;174205;174569;87;26681880;26264242;9115;0;0;0;3861617;3882116;170;169705;169705;21;33854460;5024;12109905;2421984;2977737;595546;217337;1609101;98;20;61;12;0;8;3;0;14081034;2816206;67713;13543;3292;2799371;0;0;0;0;26190939;5238190;3045450;609089;220629;4408472;4663064;932614;64757;12951;11950;907713;165;18;4;3;158;5;0;1551344;6214408;0;0;0;0;33854460;174279
   Волгоградская область;171344054;171064502;10974;12817840;12812177;128119178;1904;50742;50430;554734;19;1231;108768781;108593013;542965430;10169;1329;8704726;8717199;52303190;284;0;0;0;0;0;0;0;0;298995;281699;1408492;98;34447805;34390473;217520304;5971;5279218;5261446;2780;76216;75903;24;6249452;6215162;3949;196054;196286;1341;0;0;1;1008;995;34;33447;23529;6;0;0;0;143579697;143478561;10353;100955575;100933679;10274;3845737;3849532;300;790161;797222;128;4767685;4753374;2541;298968;281671;98;32755531;32712834;5740;166042;150249;149;0;0;0;7980;0;0;401552;401579;69;34475202;34299549;11775;0;0;0;6868759;6873027;159;1337718;1339990;42;52963969;6589;24002636;4800525;4902769;980554;914175;2905796;23402;4680;84;17;1379;3284;4;0;6557643;1311530;3950762;790153;4071;517306;0;0;0;0;30560279;6112055;8853531;1770707;918246;3423102;4002311;800463;61295;12259;326;787878;1869;0;0;0;1869;5;0;2384382;6386693;0;0;0;0;52963969;391847
   Вологодская область;218569340;219897978;10975;7687410;7671417;74736124;1091;547;547;6017;4;-5222;163424433;164825145;824128014;10725;0;1976324;1987815;11928450;181;29;28;138;2;0;0;0;0;110750;109372;546859;113;39344530;39330135;237997722;4253;5084121;5048296;2271;-260;0;0;6028694;5971672;3342;213114;204729;681;0;0;0;265;202;13;67824;736;2;55;55;2;217113437;218535550;10669;165790516;167379849;10613;4877063;4860055;188;1551962;1551962;99;6422802;6419944;2077;105899;104480;109;38132231;38008116;4055;232765;210924;138;132;132;2;0;0;0;1461396;1459295;101;20274899;20092825;11123;0;0;0;19988392;19973317;241;3651569;3669781;36;339495648;6487;14722253;2944448;1542831;308565;91786;2544097;63847;12769;0;0;0;12769;2;0;171716733;34343347;2907127;581426;41640;33720281;0;0;0;0;186438986;37287795;4449958;889991;133426;36264378;4875462;975093;6497;1299;850;972944;222;0;0;0;222;2;0;2642367;7517829;0;0;0;0;339495648;1423143
   Воронежская область;291872110;290551727;24511;43092901;43040552;430384257;3583;-9074;17661;194266;13;137106;170467600;169850264;849253889;23455;0;2834320;2813696;16881359;339;0;0;0;0;0;0;0;0;272455;267095;1335793;125;60545363;60095095;406592274;11420;13289649;13203316;5409;37668;37668;14;14529703;14460747;7610;297641;294808;852;271;271;4;2892;2892;17;5597;1843;8;0;0;0;265455694;265650972;23814;190890828;191594491;23674;7362530;7277739;675;1279728;1298136;379;15620296;15613113;5111;180222;175610;117;49863852;49382183;10807;292970;289625;205;0;0;0;8;0;0;524350;524895;96;32182583;30716983;24395;0;0;0;5976116;6032727;301;568367;565278;35;48976023;13899;48996053;9799209;10130015;2026003;582598;7190608;66107;13221;37221;7444;20;5757;12;0;34723689;6944739;13522500;2704499;4586;4235654;0;0;0;0;83719742;16743948;23652515;4730502;587184;11426262;7611995;1522399;354534;70906;3542;1447951;82617;111244;22249;0;60368;159;0;1791091;9403086;12370;882;7;0;48976023;514792
   Ивановская область;72066549;72675400;10005;3362914;3363198;33631973;1053;63;63;695;2;663;53514632;54136716;270683574;9750;0;1482562;1484437;8906622;169;16650;16650;92593;3;0;0;0;0;58979;59176;295334;36;11205671;11229193;67791983;3987;2178183;2129040;1622;101282;102669;10;2441071;2394322;2273;47062;46336;323;0;0;0;163;163;5;989;361;7;-4;0;0;66030433;66757939;9593;47790333;48500565;9544;6091657;6087333;490;407046;408023;157;2018232;2027722;1504;58542;58739;34;9643080;9654014;3741;21544;21543;54;0;0;0;0;0;0;354207;354438;29;6690263;6573804;9974;0;0;0;838462;953612;96;13501;13496;5;9653916;5705;7755525;1551109;1503747;300750;99854;1150505;28;6;1221;244;0;-238;1;0;4067163;813433;540123;108025;11914;693494;0;0;0;0;11822688;2364542;2043870;408775;111768;1843999;960490;192098;228839;45767;2078;144253;0;0;0;0;0;0;0;354039;1314529;39;0;1;0;9653916;353913
   Иркутская область;349157126;347811102;14549;10826828;10787758;107877553;1566;1948;3323;36557;13;-4363;258260436;257249400;1286248620;14100;3;1107838;1112388;6673807;279;173;173;1047;3;110;110;549;2;1121403;1117484;5587412;129;64496426;64296449;387097135;6739;12467694;12381569;3744;647;28;3;13346923;13237460;5352;929431;926153;1534;143;143;1;3196;3196;16;15914;384;4;523;5;2;261571887;259345025;13908;178677032;176564901;13814;6769381;6775619;446;72291;70193;82;12560320;12488852;3391;865833;861913;128;61773579;61740045;6495;856552;855386;216;91;91;2;2780;50;1;11368764;11381598;283;102450430;101931699;15138;0;0;0;25244169;23879231;690;5918440;4523473;49;266615082;8793;31098351;6219671;8901536;1780307;969604;3469760;10125;2025;6332;1266;332;427;8;0;26738489;5347698;13408318;2681665;770735;1895298;0;0;0;0;57836840;11567369;22309854;4461972;1740339;5365058;7398210;1479644;180120;36023;16515;1427106;3145;212;42;45;3058;5;0;777697;8175907;0;0;0;0;266615082;11358720
   Калининградская область;153928040;153930822;5828;20622854;20595886;205958799;982;5709;9913;109048;13;21923;94778590;94913323;474567573;5483;0;756375;756171;4537028;177;862;862;4309;2;0;0;0;0;67370;67336;336675;56;33971468;33912614;213494317;2718;3280993;3264327;1088;904;1057;3;3551677;3522575;1657;462797;472652;448;960;960;2;424;379;14;7648;1159;5;54;0;0;118469229;117573780;5530;76260339;75432542;5423;5478017;5498071;716;2373145;2372120;271;5011128;4941794;985;60146;57866;53;28831737;28816677;2552;298784;298780;195;0;0;0;5064;17;2;2271411;2245019;265;51179141;51097890;5676;0;0;0;17651874;16487818;433;560612;560612;23;129046548;3501;25749886;5149977;3482663;696532;126191;4327254;11017;2203;9156;1831;103;269;10;0;136510731;27302146;28323131;5664626;5862;21631658;0;0;0;0;162260617;32452123;31805794;6361158;132053;25958912;90884450;18176890;58855492;11771099;902;6404889;2730;9148;1830;0;900;4;0;23866552;114751002;0;0;0;0;129046548;2245062
   Калужская область;226952420;226672688;9208;13447217;13448863;134488622;948;6;6;64;2;777;161697738;161567431;807839519;8842;16;1228239;1231475;7388848;176;0;0;100;0;3;3;30;1;82943;82045;410225;77;40733667;40647503;257730171;5007;8664897;8582459;2131;392750;392750;23;9761731;9694422;3067;870897;869260;630;279;248;2;1411;1399;20;6091;1941;2;46;46;3;199859969;199832673;8686;113788817;113804185;8574;40172922;40162534;566;688220;685412;251;9985181;9963950;1902;73177;72214;72;34378089;34372338;4833;820340;819133;223;0;0;0;2;0;0;3963383;3963383;68;32684446;32456075;9302;0;0;0;8607782;8634838;292;378188;378188;27;83121089;5243;18342537;3668509;4969191;993838;254335;2420336;16495;3299;15;3;0;3296;7;0;142594904;28518982;52275113;10455023;49475;18014484;0;0;0;0;160937441;32187491;57244304;11448861;303810;20434820;6072905;1214582;890294;178057;1510;1035015;31095;9;2;1;31092;9;0;827994;6900899;268137;0;5;0;83121089;3946500
   Камчатский край;37654875;37501384;1637;4973379;4942878;49428784;497;4364;4256;46811;10;-86;22471263;22389585;111947906;1514;0;147799;147548;885291;56;1346;1346;6728;1;0;0;0;0;171592;170705;853528;32;6275000;6267405;41500462;734;3424313;3399961;289;61180;61180;2;3607552;3575036;511;65270;65158;145;0;0;0;0;0;0;10335;1784;1;0;0;0;36558132;36452373;1487;25721462;25670114;1469;1486284;1464838;115;7555;7555;9;4208558;4203365;277;166653;165766;31;4912040;4887278;697;54389;52264;66;0;0;0;0;0;0;2039372;2041296;32;6390644;6372348;1570;0;0;0;7252444;7287574;180;186077;186069;7;84616197;926;3046636;609327;312797;62560;30563;516204;2966;593;0;0;0;593;1;0;1085494;217099;70305;14061;4376;198662;0;0;0;0;4132130;826426;383102;76621;34939;714866;157331;31466;35;7;0;31459;0;0;0;0;0;0;0;4160225;4317556;0;0;0;0;84616197;2039557
   Кемеровская область - Кузбасс;513369716;513105759;12382;6914571;6906882;69068669;1144;5028;428;4709;5;-5771;386733731;386464257;1932323575;11995;1;21692289;21675922;130055525;278;0;0;0;0;0;0;0;0;1959075;1957955;9789772;193;72215630;72223437;439006542;5413;22086355;22086496;2521;499301;500818;29;23854662;23875111;3999;225667;224421;890;147;147;2;1325;1325;18;146009;17140;13;0;0;0;428339092;428431979;11386;328454624;328722695;11325;5248059;5289884;349;1664361;1664927;106;25143681;25128649;2349;1941346;1940221;192;65714008;65569535;5175;154886;154611;188;0;0;0;19682;5719;3;38393666;38371732;157;107439743;107196776;12563;0;0;0;60348542;60599522;316;3324727;3293236;98;714934645;7219;27606631;5521326;6741106;1348219;674715;3498392;12012;2402;4256;851;109;1442;12;0;79950637;15990130;53576390;10715279;29391;5245460;0;0;0;0;107557268;21511456;60317496;12063498;704106;8743852;9261952;1852391;618810;123763;143342;1585286;33930;0;0;0;33930;4;0;52936725;62198677;0;0;0;0;714934645;38256834
   Кировская область;76356403;76255094;7134;6988257;6986742;69868882;1223;399;407;4478;1;662;50482046;50427705;252138943;6891;0;1237323;1236717;7417990;161;0;0;0;0;0;0;0;0;109908;97073;485362;111;15388666;15371735;95488189;3886;2005005;1990621;1587;2699;2860;8;2149143;2134053;2447;45490;43619;1316;0;0;0;3604;3503;16;1529;1166;7;0;0;0;67747171;67553845;6864;48609197;48447539;6825;1986935;1986585;198;165173;165512;78;2352272;2348437;1472;106960;94476;109;14500492;14485708;3718;25655;25332;121;1;1;1;0;0;0;65986;63304;54;10300450;10280056;8166;0;0;0;1692919;1581468;133;93186;94381;29;24185765;8;11851630;2370325;2115587;423116;251169;1696040;2930;586;0;0;0;586;1;0;33684658;6736931;33275254;6655052;40688;41191;0;0;0;0;45536288;9107256;35390841;7078168;291857;1737231;5981043;1196209;689292;137859;14756;1043594;136;0;0;0;136;1;0;158792;6139835;321148;511;4;0;24185765;63205
   Костромская область;43871425;43894945;3333;3137599;3137568;31375683;494;44;44;486;1;279;32731154;32753591;163767953;3210;0;167452;167406;1004436;65;0;0;0;0;0;0;0;0;83481;82878;414391;42;6739740;6748258;41170374;1703;804003;797334;750;1222;1222;3;1011676;1004920;1188;162776;162430;385;0;0;0;1250;863;13;338;44;3;0;0;0;38263696;38305116;3169;29394682;29492230;3145;1324719;1296249;171;224973;210936;86;901031;898670;671;80468;82521;40;6217642;6202665;1602;121825;121842;64;0;0;0;0;0;1;38391;38391;31;7118520;7101768;3545;0;0;0;1355795;1358210;61;42088;47480;11;55972760;1967;137248933;27449786;134445907;26889181;46645;513960;0;0;0;0;0;0;0;0;685636644;137127329;582658639;116531728;1328473;19267128;0;0;0;0;822885577;164577115;717104546;143420909;1375118;19781088;22406533;4481307;29920;5984;2756;4472567;667;0;0;0;667;3;0;112;22406645;0;0;0;0;55972760;37991
   Курганская область;48227871;48115017;3220;4172150;4141147;41411473;642;744;744;8189;8;144;30021439;29990734;149954005;2999;1;412118;423892;2543356;118;7;7;37;1;0;0;0;0;57737;53934;269670;66;11151940;11139234;68470997;1408;2305719;2302182;677;9177;9177;4;2411596;2365282;1017;40401;40408;276;336;336;1;2865;2865;14;283;283;2;0;0;0;41449045;41400956;3074;29192281;29153268;3059;536149;534634;67;84095;83483;55;3737912;3729922;643;57522;53719;65;7825306;7823952;1307;19492;21958;55;0;0;0;0;0;0;11592;11602;11;7471496;7406763;3273;0;0;0;657836;658135;98;107744;107744;10;4176462;1954;5620032;1124002;553265;110653;28447;984902;12312;2462;58;12;0;2450;2;0;1872145;374427;1198274;239655;6595;128177;0;0;0;0;7492177;1498429;1751539;350308;35042;1113079;143008;28603;1900;380;12;28211;1336;0;0;0;1336;4;0;59417;202425;67556;346;9;0;4176462;11602
   Курская область;110424563;110026050;7487;24330990;24317514;243175132;1786;3166;3166;34823;7;3026;61004150;60642070;303221442;6760;0;828254;826693;4960159;142;0;0;157;0;0;0;0;0;193337;189197;945984;72;17769962;17777563;125731417;3228;3951735;3959585;1425;206;206;1;6291709;6269348;2176;116723;116734;508;0;0;0;659;682;12;20636;18;2;-36;0;0;97245828;96947651;7134;72103814;71818879;7089;3733083;3729281;244;450711;450685;162;4917927;4907291;1349;192810;188670;71;15770046;15779971;3023;119098;119159;102;0;0;0;771;1;1;2422949;2422476;23;18135134;18015796;7428;0;0;0;7269043;7271884;362;3259989;3259991;23;69831764;4447;11857059;2371414;2003829;400766;350865;1619783;34975;6995;0;0;0;6995;5;0;41886749;8377349;32114547;6422910;1905;1952534;0;0;0;0;53743808;10748763;34118376;6823676;352770;3572317;6873437;1374685;44154;8831;1908;1363946;108;0;0;0;108;2;0;771659;7645096;1050;0;1;0;69831764;2422476
   Ленинградская область;302222167;302193967;13507;13179299;13177305;131773060;1182;392;392;4316;8;557;215483212;215576047;1078447914;13141;0;2309005;2283628;13701765;237;150;150;3908;1;0;0;0;0;2002828;1995601;9978010;153;60791683;60796782;374346833;6786;7467198;7382369;3107;9426;9527;16;8454779;8362475;4438;6973965;6962862;1782;1314;1314;5;582;621;16;28502;2552;15;-1;1;2;311794167;312074074;13073;200867179;201274071;12956;28814081;28815534;895;1706604;1707457;259;27839233;27824885;2765;2002150;1994371;145;45428191;45311508;6486;5150836;5150061;370;215;215;1;701;57;2;4770694;4772045;311;71747550;71344912;14355;0;0;0;79122134;79011608;469;2816686;2727513;59;460252778;8209;32880920;6576183;4216299;843258;501895;5231030;46107;9221;1183;237;0;8984;11;0;23286017;4657204;3905740;781149;4448;3871607;0;0;0;0;56166937;11233387;8122039;1624407;506343;9102637;13286383;2657277;540086;108017;215920;2333340;2443;3105;621;429;1393;16;0;50461862;63748245;64995;2846;13;0;460252778;4756976
   Липецкая область;182358761;181711073;9862;25474845;25466209;254662068;1235;257;103;1135;3;1780;110300530;109810879;549081591;9423;0;1322539;1322744;7936460;140;0;0;4803;0;0;0;0;0;108531;108390;541949;84;34979839;34856528;229783649;3899;9780787;9793049;1809;4332;4332;9;10170364;10145756;2769;406134;405029;563;0;0;0;307;307;5;43243;40614;8;101;101;2;195716667;195363911;9503;141000817;140827156;9455;10227948;10201476;298;987970;987970;124;10110960;10102726;1661;105912;105771;80;32812226;32674693;3613;462883;464062;152;0;0;0;8;0;0;28617;26865;27;14820409;14600887;10008;0;0;0;27761179;27838801;167;3013210;2964715;57;278314368;5820;8451132;1690225;3211692;642340;59120;988765;26907;5381;116815;23363;437;-18419;10;0;9315864;1863172;76532;15307;1439;1846426;0;0;0;0;17766996;3553397;3288224;657647;60559;2835191;738735;147747;23199;4640;13372;129735;1980;205;41;0;1939;9;0;110178;848913;38973;1848;5;0;278314368;14985
   Магаданская область;29425598;28193474;1002;760307;668091;6680912;175;11815;11815;129964;2;1532;21256789;20982874;104914262;961;0;4572;4572;27400;19;0;0;0;0;0;0;0;0;737873;658935;3294675;25;4178635;4113716;24737836;336;2458005;1602763;174;12588;12588;1;2474073;1753465;341;168834;168789;212;0;0;0;2;2;1;0;0;0;0;0;0;30411692;29125983;965;23220278;22805296;940;404860;404860;25;1466;1466;3;2603519;1902841;163;737495;658557;25;3253289;3168890;312;162952;162952;38;9803;3616;3;0;0;0;7459201;7599210;111;5828321;5804955;1023;0;0;0;14099764;14163697;250;513588;538521;9;149176226;660;612416;122482;72920;14584;79679;28219;865;173;0;0;792;-619;3;0;2747889;549578;20221;4044;0;545534;0;0;0;0;3360305;672060;93141;18628;79679;573753;8765067;1753013;2589;518;3619;1748876;591;0;0;0;591;2;0;2305617;11070684;0;0;0;0;149176226;7599208
   Московская область;2517182751;2513920874;87635;164606699;164497088;1644978780;7631;156;407;4472;27;204678;1746962704;1745324734;8726622612;84968;3594;11740927;11822512;70935063;1093;166455;165846;975377;13;383554;383554;1918072;7;790528;779292;3896460;402;510992607;510085349;3097794773;51196;66761710;65811701;21668;7190046;7256009;133;81899170;81298361;30108;9896998;9858311;4682;49211;49211;23;7159;12020;67;3885470;2526618;95;5143;5164;14;2287351108;2284907568;84595;1496227023;1495070016;83679;234601187;234327168;7484;19481150;19272957;2398;75180360;75390346;19473;778389;766982;380;451466970;450553695;49521;9232574;9171646;1749;347700;347700;7;906743;234098;11;22542401;23093556;726;324310845;323195152;88404;0;0;0;105402049;104904622;1115;6934980;6690102;193;770693463;49794;368583224;73716641;112029225;22405845;14628183;36682613;87063;17413;28394;5679;332;11402;7;0;251717636;50343529;194738722;38947746;721519;10674264;0;0;0;0;620300860;124060170;306767947;61353591;15349702;47356877;284296390;56859280;219089342;43817867;330906;12710507;43414654;216551382;43310276;7735;96643;67;0;45806609;330102999;2322250;278928;51;0;770693463;22284988
   Мурманская область;74117233;74055977;3049;4134196;4130378;41303781;750;0;0;0;0;8;49601316;49598604;247992181;2826;0;306631;306422;1838534;70;0;0;0;0;0;0;0;0;205140;199177;995883;33;15319172;15309738;96166957;1264;3995929;3973733;557;151369;151369;5;4550771;4511649;887;1366216;1362097;1075;0;0;0;1395;1395;13;439;76;2;0;0;0;100403257;101611323;2843;81750965;82942114;2830;2745736;2747238;110;45841;45841;28;2784474;2782646;489;200295;196474;32;11202257;11240119;1203;1671828;1663564;111;0;0;0;0;0;0;4367788;3973071;45;15168184;15179421;3875;0;0;0;44447767;45337525;170;5892219;5912319;20;474485436;2202;11642073;2328415;1124688;224940;220014;1883461;54214;10843;2310;462;315;10066;2;0;1815898;363180;2035;407;6051;356722;0;0;0;0;13457971;2691595;1126723;225347;226065;2240183;13799176;2759835;188678;37735;10657;2711443;485002;5766;1153;671;483178;4;0;16178947;29978123;0;0;0;0;474485436;3972544
   Нижегородская область;628905781;627959176;38491;38127789;38089412;380894105;3143;9660;6039;66425;14;39272;452594835;451967851;2259839424;37443;0;7262461;7256152;43536845;660;0;0;8041;0;0;0;0;0;563947;563973;2819865;202;109948685;109999144;672116012;19304;17923016;17612221;9269;607123;607445;71;20358518;20071280;13097;1330949;1329091;1643;2;2;1;1430;1428;27;790793;77333;21;141;141;10;554478546;553207630;37354;407746572;407430815;37108;23216547;23229599;1599;2130209;2127977;522;22281524;22151217;8656;562303;561846;196;96630740;95807338;18458;1915113;1898164;507;0;0;0;213197;934;7;8681197;8521284;368;92943793;92916580;38809;0;0;0;24937773;24910525;603;5646100;5597257;69;210224366;21647;119653085;23930617;17381737;3476349;3457811;16996457;187063;37413;64062;12812;193;24408;28;0;23734748;4746951;4090878;818174;23337;3905440;0;0;0;0;143387833;28677568;21472615;4294523;3481148;20901897;9055251;1811049;334623;66925;13846;1730278;41681;7417;1483;16;40182;45;0;94381855;103437106;171654;19453;37;0;210224366;7304250
   Новгородская область;56678861;56723512;3865;4206706;4205409;42054083;425;43;43;478;4;7263;37731136;37799242;188992958;3714;0;547395;566120;3396720;115;26;26;146;1;0;0;1983;0;109957;110216;551081;46;12418080;12427610;77342821;1787;1082871;1037455;804;286470;286470;9;1658334;1608060;1294;172724;171820;315;0;0;0;635;635;11;26370;4230;4;-51;0;0;54616541;54655324;3707;39623289;39698802;3681;3513031;3506587;198;180434;178050;88;1299343;1297090;722;108837;109096;46;9726222;9700315;1713;165315;165315;84;1;0;0;0;0;0;712335;713685;54;6914257;6879856;3906;0;0;0;5351401;5335549;122;442026;442026;10;101966960;2270;5080139;1016026;998106;199621;162765;653640;1972;394;82;16;140;238;2;0;1956331;391265;830013;166003;31192;194070;0;0;0;0;7036470;1407291;1828119;365624;193957;847710;1998184;399638;39338;7868;330;391440;437;0;0;0;437;5;0;163569;2161753;0;0;0;0;101966960;693828
